subject,relation,object,question,label
Aleksandr Norden,given name,Aleksandr,Who is the given name of Aleksandr Norden?,Aleksandr
Hans Jenny,place of death,Dornach,What is the place of death of Hans Jenny?,Dornach
Aleksandr Norden,sex or gender,male,What is the sex or gender of Aleksandr Norden?,male
Abraham von Humbert,sex or gender,male,What is the sex or gender of Abraham von Humbert?,male
Hans Jenny,given name,Hans,Who is the given name of Hans Jenny?,Hans
Hans Jenny,sex or gender,male,What is the sex or gender of Hans Jenny?,male
Hans Jenny,family name,Jenny,Who is the family name of Hans Jenny?,Jenny
Paul Dirac,sex or gender,male,What is the sex or gender of Paul Dirac?,male
Abraham von Humbert,given name,Abraham,Who is the given name of Abraham von Humbert?,Abraham
Paul Dirac,influenced by,John Stuart Mill,Who was Paul Dirac influenced by?,John Stuart Mill
Gregory Goodwin Pincus,place of birth,Woodbine,What is the place of birth of Gregory Goodwin Pincus?,Woodbine
Paul Dirac,residence,United Kingdom,What is the residence of Paul Dirac?,United Kingdom
Gregory Goodwin Pincus,sex or gender,male,What is the sex or gender of Gregory Goodwin Pincus?,male
Paul Dirac,student,Robert Oppenheimer,Who is the student of Paul Dirac?,Robert Oppenheimer
Gregory Goodwin Pincus,cause of death,leukemia,What is the cause of death of Gregory Goodwin Pincus?,leukemia
Paul Dirac,academic degree,Doctor of Philosophy,What is the academic degree of Paul Dirac?,Doctor of Philosophy
Gregory Goodwin Pincus,residence,Northborough,What is the residence of Gregory Goodwin Pincus?,Northborough
Gregory Goodwin Pincus,given name,Gregory,Who is the given name of Gregory Goodwin Pincus?,Gregory
Gregory Goodwin Pincus,family name,Pincus,What is the family name of Gregory Goodwin Pincus?,Pincus
Hans Rosling,place of burial,Uppsala Old Cemetery,What is the place of burial of Hans Rosling?,Uppsala Old Cemetery
Hans Rosling,place of death,Uppsala,What is the place of death of Hans Rosling?,Uppsala
Hans Rosling,sex or gender,male,What is the sex or gender of Hans Rosling?,male
Hans Rosling,child,Ola Rosling,Who is the child of Hans Rosling?,Ola Rosling
Salvador Macip i Maresma,place of birth,Blanes,Who is the place of birth of Salvador Macip i Maresma?,Blanes
Hans Rosling,place of birth,Uppsala Cathedral Assembly,What is the place of birth of Hans Rosling?,Uppsala Cathedral Assembly
Salvador Macip i Maresma,educated at,University of Barcelona,What was Salvador Macip i Maresma educated at?,University of Barcelona
Paul Dirac,writing language,English,What is the writing language of Paul Dirac?,English
Hans Rosling,residence,Uppsala,What is the residence of Hans Rosling?,Uppsala
Salvador Macip i Maresma,sex or gender,male,What is the sex or gender of Salvador Macip i Maresma?,male
Paul Dirac,nominated for,Nobel Prize in Physics,What was Paul Dirac nominated for?,Nobel Prize in Physics
Hans Rosling,notable work,Factfulness,What is the notable work of Hans Rosling?,Factfulness
Hans Rosling,cause of death,pancreatic cancer,What is the cause of death of Hans Rosling?,pancreatic cancer
Hans Rosling,manner of death,natural causes,What is the manner of death of Hans Rosling?,natural causes
Shing-Tung Yau,place of birth,Shantou,What is the place of birth of Shing-Tung Yau?,Shantou
Hans Rosling,given name,Hans,Who is the given name of Hans Rosling?,Hans
Shing-Tung Yau,sex or gender,male,What is the sex or gender of Shing-Tung Yau?,male
Karl Wien,sport,mountaineering,What is the sport of Karl Wien?,mountaineering
Landell de Moura,work location,Rome,What is the work location of Landell de Moura?,Rome
Karl Wien,place of birth,Würzburg,What is the place of birth of Karl Wien?,Würzburg
Salvador Macip i Maresma,given name,Salvador,What is the given name of Salvador Macip i Maresma?,Salvador
Leon Kass,place of birth,Chicago,What is the place of birth of Leon Kass?,Chicago
Karl Wien,father,Wilhelm Wien,Who is the father of Karl Wien?,Wilhelm Wien
Karl Wien,educated at,Ludwig Maximilian University of Munich,What was Karl Wien educated at?,Ludwig Maximilian University of Munich
Karl Wien,sex or gender,male,What is the sex or gender of Karl Wien?,male
Karl Wien,occupation,scientist,What is the occupation of Karl Wien?,scientist
Leon Kass,spouse,Amy A. Kass,Who is the spouse of Leon Kass?,Amy A. Kass
Leon Kass,employer,University of Chicago,What is the employer of Leon Kass?,University of Chicago
Landell de Moura,manner of death,natural causes,What is the manner of death of Landell de Moura?,natural causes
Louis Nirenberg,ethnic group,Jewish people,What is the ethnic group of Louis Nirenberg?,Jewish people
Louis Nirenberg,doctoral advisor,James J. Stoker,Who is the doctoral advisor of Louis Nirenberg?,James J. Stoker
Louis Nirenberg,place of death,New York City,What is the place of death of Louis Nirenberg?,New York City
Leon Kass,sex or gender,male,What is the sex or gender of Leon Kass?,male
Karl Wien,country of citizenship,German Reich,What is the country of citizenship of Karl Wien?,German Reich
Louis Nirenberg,employer,"Courant Institute of Mathematical Sciences, NYU",What is the employer of Louis Nirenberg?,"Courant Institute of Mathematical Sciences, NYU"
James Rhyne Killian,employer,Massachusetts Institute of Technology,What is the employer of James Rhyne Killian?,Massachusetts Institute of Technology
Louis Nirenberg,sex or gender,male,What is the sex or gender of Louis Nirenberg?,male
Zack Snyder,religion or worldview,Christian Science,What is the religion or worldview of Zack Snyder?,Christian Science
Zack Snyder,residence,Pasadena,What is the residence of Zack Snyder?,Pasadena
Shing-Tung Yau,ethnic group,Chinese Americans,What is the ethnic group of Shing-Tung Yau?,Chinese Americans
Zack Snyder,sex or gender,male,What is the sex or gender of Zack Snyder?,male
Zack Snyder,spouse,Deborah Snyder,Who is the spouse of Zack Snyder?,Deborah Snyder
Landell de Moura,country of citizenship,Brazil,What is the country of citizenship of Landell de Moura?,Brazil
Sheila Widnall,occupation,scientist,What is the occupation of Sheila Widnall?,scientist
Landell de Moura,religion or worldview,Catholic Church,What is the religion or worldview of Landell de Moura?,Catholic Church
Landell de Moura,sex or gender,male,What is the sex or gender of Landell de Moura?,male
Andrea Prader,educated at,University of Zurich,What was Andrea Prader educated at?,University of Zurich
Andrea Prader,employer,University of Zurich,What is the employer of Andrea Prader?,University of Zurich
Landell de Moura,educated at,Pontifical Gregorian University,What was Landell de Moura educated at?,Pontifical Gregorian University
Andrea Prader,place of birth,Samedan,What is the place of birth of Andrea Prader?,Samedan
Józef Kosacki,native language,Polish,What is the native language of Józef Kosacki?,Polish
Andrea Prader,doctoral student,Werner Stützle,Who is the doctoral student of Andrea Prader?,Werner Stützle
Józef Kosacki,place of death,Warsaw,What is the place of death of Józef Kosacki?,Warsaw
Józef Kosacki,sex or gender,male,What is the sex or gender of Józef Kosacki?,male
Andrea Prader,sex or gender,male,What is the sex or gender of Andrea Prader?,male
Józef Kosacki,place of birth,Łapy,What is the place of birth of Józef Kosacki?,Łapy
James Rhyne Killian,place of birth,Blacksburg,What is the place of birth of James Rhyne Killian?,Blacksburg
Józef Kosacki,religion or worldview,Catholic Church,What is the religion or worldview of Józef Kosacki?,Catholic Church
Józef Kosacki,conflict,World War II,What is the conflict of Józef Kosacki?,World War II
James Rhyne Killian,sex or gender,male,What is the sex or gender of James Rhyne Killian?,male
Franz-Josef Ulm,place of birth,Fürth,What is the place of birth of Franz-Josef Ulm?,Fürth
Franz-Josef Ulm,country of citizenship,Germany,What is the country of citizenship of Franz-Josef Ulm?,Germany
Franz-Josef Ulm,educated at,Technical University of Munich,What was Franz-Josef Ulm educated at?,Technical University of Munich
Franz-Josef Ulm,employer,Massachusetts Institute of Technology,What is the employer of Franz-Josef Ulm?,Massachusetts Institute of Technology
Franz-Josef Ulm,sex or gender,male,What is the sex or gender of Franz-Josef Ulm?,male
Jacques Curie,academic degree,professor,What is the academic degree of Jacques Curie?,professor
Jacques Curie,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Jacques Curie?,Brockhaus and Efron Encyclopedic Dictionary
Jacques Curie,educated at,University of Montpellier,What was Jacques Curie educated at?,University of Montpellier
Jacques Curie,employer,University of Montpellier,What is the employer of Jacques Curie?,University of Montpellier
Jacques Curie,child,Maurice Curie,Who is the child of Jacques Curie?,Maurice Curie
Maria Goeppert Mayer,place of death,San Diego,What is the place of death of Maria Goeppert Mayer?,San Diego
Maria Goeppert Mayer,doctoral advisor,Max Born,Who is the doctoral advisor of Maria Goeppert Mayer?,Max Born
Jacques Curie,given name,Jacques,Who is the given name of Jacques Curie?,Jacques
Maria Goeppert Mayer,father,Friedrich Göppert,Who is the father of Maria Goeppert Mayer?,Friedrich Göppert
Maria Goeppert Mayer,educated at,University of Göttingen,What was Maria Goeppert Mayer educated at?,University of Göttingen
Maria Goeppert Mayer,spouse,Joseph Edward Mayer,Who is the spouse of Maria Goeppert Mayer?,Joseph Edward Mayer
Maria Goeppert Mayer,sex or gender,female,What is the sex or gender of Maria Goeppert Mayer?,female
Camillo Golgi,place of birth,Corteno Golgi,Who is the place of birth of Camillo Golgi?,Corteno Golgi
Camillo Golgi,place of burial,monumental cemetery of Pavia,What is the place of burial of Camillo Golgi?,monumental cemetery of Pavia
Faizi,writing language,Persian,What is the writing language of Faizi?,Persian
Vasily Mishin,country of citizenship,Russia,What is the country of citizenship of Vasily Mishin?,Russia
Faizi,place of death,Agra,What is the place of death of Faizi?,Agra
Camillo Golgi,sex or gender,male,What is the sex or gender of Camillo Golgi?,male
Camillo Golgi,educated at,University of Pavia,What was Camillo Golgi educated at?,University of Pavia
Faizi,place of birth,Agra,What is the place of birth of Faizi?,Agra
Vasily Mishin,member of political party,Communist Party of the Soviet Union,What is the member of political party of Vasily Mishin?,Communist Party of the Soviet Union
Vasily Mishin,field of work,rocket science,What is the field of work of Vasily Mishin?,rocket science
Vasily Mishin,educated at,Moscow Aviation Institute,What was Vasily Mishin educated at?,Moscow Aviation Institute
Vasily Mishin,employer,Moscow Aviation Institute,What is the employer of Vasily Mishin?,Moscow Aviation Institute
Vasily Mishin,sex or gender,male,What is the sex or gender of Vasily Mishin?,male
Morton Deutsch,place of birth,New York City,What is the place of birth of Morton Deutsch?,New York City
Robert Winston,given name,Robert,Who is the given name of Robert Winston?,Robert
Morton Deutsch,academic degree,Doctor of Philosophy,What is the academic degree of Morton Deutsch?,Doctor of Philosophy
Morton Deutsch,sex or gender,male,What is the sex or gender of Morton Deutsch?,male
Morton Deutsch,family name,Deutsch,What is the family name of Morton Deutsch?,Deutsch
Louis Nirenberg,student,Haïm Brezis,Who is the student of Louis Nirenberg?,Haïm Brezis
Morton Deutsch,doctoral advisor,Ronald Lippitt,Who is the doctoral advisor of Morton Deutsch?,Ronald Lippitt
Morton Deutsch,employer,Columbia University,What is the employer of Morton Deutsch?,Columbia University
Jacques Curie,sex or gender,male,What is the sex or gender of Jacques Curie?,male
Jacques Curie,father,Eugène Curie,Who is the father of Jacques Curie?,Eugène Curie
Jacques Curie,place of birth,Paris,What is the place of birth of Jacques Curie?,Paris
Phil Jones,country of citizenship,United Kingdom,What is the country of citizenship of Phil Jones?,United Kingdom
Phil Jones,employer,University of East Anglia,What is the employer of Phil Jones?,University of East Anglia
Phil Jones,sex or gender,male,What is the sex or gender of Phil Jones?,male
Innocenzo Manzetti,place of birth,Aosta,What is the place of birth of Innocenzo Manzetti?,Aosta
Innocenzo Manzetti,place of death,Aosta,What is the place of death of Innocenzo Manzetti?,Aosta
Robert Winston,religion or worldview,Orthodox Judaism,What is the religion or worldview of Robert Winston?,Orthodox Judaism
Robert Winston,member of political party,Labour Party,What is the member of political party of Robert Winston?,Labour Party
Robert Winston,country of citizenship,United Kingdom,What is the country of citizenship of Robert Winston?,United Kingdom
Innocenzo Manzetti,sex or gender,male,What is the sex or gender of Innocenzo Manzetti?,male
Donna Nelson,residence,Norman,Who is the residence of Donna Nelson?,Norman
Innocenzo Manzetti,country of citizenship,Kingdom of Italy,What is the country of citizenship of Innocenzo Manzetti?,Kingdom of Italy
Robert Winston,employer,Imperial College London,What is the employer of Robert Winston?,Imperial College London
Robert Winston,sex or gender,male,What is the sex or gender of Robert Winston?,male
Donna Nelson,field of work,organic chemistry,What is the field of work of Donna Nelson?,organic chemistry
Robert Winston,place of birth,Greater London,What is the place of birth of Robert Winston?,Greater London
Donna Nelson,doctoral advisor,Michael J. S. Dewar,Who is the doctoral advisor of Donna Nelson?,Michael J. S. Dewar
Donna Nelson,employer,University of Oklahoma,What is the employer of Donna Nelson?,University of Oklahoma
Donna Nelson,family name,Nelson,Who is the family name of Donna Nelson?,Nelson
David P. Lane,doctoral student,Sara E. Mole,Who is the doctoral student of David P. Lane?,Sara E. Mole
Lawrence Summers,father,Robert Summers,Who is the father of Lawrence Summers?,Robert Summers
David P. Lane,given name,David,Who is the given name of David P. Lane?,David
Lawrence Summers,sex or gender,male,What is the sex or gender of Lawrence Summers?,male
Donna Nelson,sex or gender,female,What is the sex or gender of Donna Nelson?,female
David Kay,place of death,Ocean View,What is the place of death of David Kay?,Ocean View
David Kay,occupation,scientist,What is the occupation of David Kay?,scientist
Thomas Wedgwood,occupation,scientist,What is the occupation of Thomas Wedgwood?,scientist
David Kay,given name,David,Who is the given name of David Kay?,David
David Kay,sex or gender,male,What is the sex or gender of David Kay?,male
