subject,relation,object,question,label
Summertime Sadness,followed by,National Anthem,What was Summertime Sadness followed by?,National Anthem
Summertime Sadness,record label,Interscope Records,What is the record label of Summertime Sadness?,Interscope Records
Sailing,record label,Warner Bros. Records,What is the record label of Sailing?,Warner Bros. Records
Sailing,composer,Christopher Cross,Who is the composer of Sailing?,Christopher Cross
Sailing,language of work or name,English,What is the language of work or name of Sailing?,English
Sailing,performer,Christopher Cross,Who does Sailing performer?,Christopher Cross
Summertime Sadness,language of work or name,English,What is the language of work or name of Summertime Sadness?,English
Sailing,lyricist,Christopher Cross,Who is the lyricist of Sailing?,Christopher Cross
Summertime Sadness,follows,Blue Jeans,What does Summertime Sadness follow?,Blue Jeans
Summertime Sadness,distribution format,compact disc,What is the distribution format of Summertime Sadness?,compact disc
Summertime Sadness,composer,Rick Nowels,Who is the composer of Summertime Sadness?,Rick Nowels
Summertime Sadness,performer,Lana Del Rey,Who does Summertime Sadness performer?,Lana Del Rey
Sailing,genre,soft rock,What is the genre of Sailing?,soft rock
Summertime Sadness,form of creative work,song,What is the form of creative work of Summertime Sadness?,song
Summertime Sadness,genre,trip hop,What is the genre of Summertime Sadness?,trip hop
Lose Yourself,language of work or name,English,What is the language of work or name of Lose Yourself?,English
Lose Yourself,genre,rap rock,What is the genre of Lose Yourself?,rap rock
Lose Yourself,distribution format,compact disc,What is the distribution format of Lose Yourself?,compact disc
All Around the World,record label,Arista Records,What is the record label of All Around the World?,Arista Records
All Around the World,lyricist,Lisa Stansfield,Who is the lyricist of All Around the World?,Lisa Stansfield
Cassé,producer,Pascal Obispo,Who is the producer of Cassé?,Pascal Obispo
All Around the World,composer,Lisa Stansfield,Who is the composer of All Around the World?,Lisa Stansfield
All Around the World,genre,contemporary R&B,What is the genre of All Around the World?,contemporary R&B
Cassé,performer,Nolwenn Leroy,Who does Cassé performer?,Nolwenn Leroy
All Around the World,performer,Lisa Stansfield,Who does All Around the World performer?,Lisa Stansfield
Cassé,genre,pop music,What is the genre of Cassé?,pop music
All Around the World,language of work or name,English,What is the language of work or name of All Around the World?,English
Sobri,followed by,Et j'attends,What was Sobri followed by?,Et j'attends
Solaar pleure,followed by,Hasta la Vista,What was Solaar pleure followed by?,Hasta la Vista
Sobri,performer,Leslie,Who does Sobri performer?,Leslie
Solaar pleure,record label,Warner Music Group,What is the record label of Solaar pleure?,Warner Music Group
Cassé,lyricist,Lionel Florence,Who is the lyricist of Cassé?,Lionel Florence
Sobri,genre,contemporary R&B,What is the genre of Sobri?,contemporary R&B
Solaar pleure,genre,French hip hop,What is the genre of Solaar pleure?,French hip hop
Cassé,distribution format,music download,What is the distribution format of Cassé?,music download
Solaar pleure,performer,MC Solaar,What does Solaar pleure performer?,MC Solaar
Supersonic,producer,Noel Gallagher,Who is the producer of Supersonic?,Noel Gallagher
The Next Episode,distribution format,compact disc,What is the distribution format of The Next Episode?,compact disc
The Next Episode,follows,Forgot About Dre,What does The Next Episode follow?,Forgot About Dre
Supersonic,composer,Noel Gallagher,Who is the composer of Supersonic?,Noel Gallagher
The Next Episode,genre,gangsta rap,What is the genre of The Next Episode?,gangsta rap
Supersonic,followed by,Shakermaker,What was Supersonic followed by?,Shakermaker
Supersonic,form of creative work,single,What is the form of creative work of Supersonic?,single
Supersonic,performer,Oasis,What does Supersonic performer?,Oasis
Follow Me,composer,Anthony Monn,Who is the composer of Follow Me?,Anthony Monn
Follow Me,producer,Anthony Monn,Who is the producer of Follow Me?,Anthony Monn
Follow Me,record label,Ariola,Who is the record label of Follow Me?,Ariola
Follow Me,performer,Amanda Lear,Who does Follow Me performer?,Amanda Lear
Follow Me,distribution format,vinyl record,What is the distribution format of Follow Me?,vinyl record
Stay with Me,composer,Vince Clarke,Who is the composer of Stay with Me?,Vince Clarke
Stay with Me,producer,Thomas Fehlmann,Who is the producer of Stay with Me?,Thomas Fehlmann
Follow Me,genre,Eurodisco,What is the genre of Follow Me?,Eurodisco
All for Love,record label,A&M Records,What is the record label of All for Love?,A&M Records
All for Love,genre,rock music,What is the genre of All for Love?,rock music
All for Love,producer,Chris Thomas,Who is the producer of All for Love?,Chris Thomas
All for Love,followed by,Have You Ever Really Loved a Woman?,What was All for Love followed by?,Have You Ever Really Loved a Woman?
Cose della vita,language of work or name,Italian,What is the language of work or name of Cose della vita?,Italian
Cose della vita,performer,Eros Ramazzotti,Who does Cose della vita performer?,Eros Ramazzotti
All for Love,lyricist,"Robert John ""Mutt"" Lange",Who is the lyricist of All for Love?,"Robert John ""Mutt"" Lange"
Hung Up,language of work or name,English,What is the language of work or name of Hung Up?,English
Hung Up,followed by,Sorry,What was Hung Up followed by?,Sorry
Hung Up,samples from work,Gimme! Gimme! Gimme! (A Man After Midnight),What is the samples from work of Hung Up?,Gimme! Gimme! Gimme! (A Man After Midnight)
Cose della vita,genre,pop rock,What is the genre of Cose della vita?,pop rock
Hung Up,record label,Warner Bros. Records,What is the record label of Hung Up?,Warner Bros. Records
Hung Up,director,Johan Renck,Who is the director of Hung Up?,Johan Renck
Gettin' Over You,producer,David Guetta,Who is the producer of Gettin' Over You?,David Guetta
À contre-courant,producer,Mylène Farmer,Who is the producer of À contre-courant?,Mylène Farmer
À contre-courant,lyricist,Mylène Farmer,Who is the lyricist of À contre-courant?,Mylène Farmer
À contre-courant,record label,Polydor Records,What is the record label of À contre-courant?,Polydor Records
À contre-courant,composer,Laurent Boutonnat,Who is the composer of À contre-courant?,Laurent Boutonnat
Gettin' Over You,language of work or name,English,What is the language of work or name of Gettin' Over You?,English
À contre-courant,followed by,Mademoiselle Juliette,Who was À contre-courant followed by?,Mademoiselle Juliette
Gettin' Over You,genre,electro house,What is the genre of Gettin' Over You?,electro house
À contre-courant,genre,French pop,What is the genre of À contre-courant?,French pop
À contre-courant,follows,J'ai pas vingt ans,What does À contre-courant follow?,J'ai pas vingt ans
Gourmandises,broadcast by,radio broadcasting,What was Gourmandises broadcast by?,radio broadcasting
Gourmandises,distribution format,compact disc,What is the distribution format of Gourmandises?,compact disc
Gourmandises,composer,Laurent Boutonnat,Who is the composer of Gourmandises?,Laurent Boutonnat
Gourmandises,follows,Parler tout bas,What does Gourmandises follow?,Parler tout bas
Gourmandises,producer,Mylène Farmer,Who is the producer of Gourmandises?,Mylène Farmer
Gourmandises,lyricist,Mylène Farmer,Who is the lyricist of Gourmandises?,Mylène Farmer
Paradise,language of work or name,English,What is the language of work or name of Paradise?,English
Paradise,follows,Every Teardrop Is a Waterfall,What does Paradise follow?,Every Teardrop Is a Waterfall
Paradise,distribution format,music download,What is the distribution format of Paradise?,music download
Like a Prayer,tonality,D minor,What is the tonality of Like a Prayer?,D minor
Like a Prayer,followed by,Express Yourself,What was Like a Prayer followed by?,Express Yourself
Like a Prayer,language of work or name,English,What is the language of work or name of Like a Prayer?,English
Like a Prayer,contributor to the creative work or subject,Andraé Crouch,Who is the contributor to the creative work or subject of Like a Prayer?,Andraé Crouch
Like a Prayer,genre,pop music,What is the genre of Like a Prayer?,pop music
L'Alizé,lyricist,Mylène Farmer,Who is the lyricist of L'Alizé?,Mylène Farmer
L'Alizé,producer,Mylène Farmer,Who is the producer of L'Alizé?,Mylène Farmer
L'Alizé,followed by,Parler tout bas,What was L'Alizé followed by?,Parler tout bas
Like a Prayer,distribution format,compact cassette,What is the distribution format of Like a Prayer?,compact cassette
Love Me Tender,record label,RCA Victor,What is the record label of Love Me Tender?,RCA Victor
L'Alizé,composer,Laurent Boutonnat,Who is the composer of L'Alizé?,Laurent Boutonnat
Love Me Tender,language of work or name,English,What is the language of work or name of Love Me Tender?,English
Love Me Tender,followed by,Too Much,What was Love Me Tender followed by?,Too Much
Love Me Tender,performer,Elvis Presley,Who does Love Me Tender performer?,Elvis Presley
Désenchantée,distribution format,compact disc,What is the distribution format of Désenchantée?,compact disc
Désenchantée,performer,Mylène Farmer,Who does Désenchantée performer?,Mylène Farmer
L'Alizé,genre,pop music,What is the genre of L'Alizé?,pop music
Désenchantée,follows,Plus grandir,What does Désenchantée follow?,Plus grandir
Désenchantée,record label,Polydor Records,What is the record label of Désenchantée?,Polydor Records
Désenchantée,lyricist,Mylène Farmer,Who is the lyricist of Désenchantée?,Mylène Farmer
Désenchantée,producer,Laurent Boutonnat,Who is the producer of Désenchantée?,Laurent Boutonnat
Manhattan-Kaboul,lyricist,Renaud,Who is the lyricist of Manhattan-Kaboul?,Renaud
Désenchantée,composer,Laurent Boutonnat,Who is the composer of Désenchantée?,Laurent Boutonnat
Manhattan-Kaboul,record label,Virgin Records,What is the record label of Manhattan-Kaboul?,Virgin Records
Désenchantée,genre,Europop,What is the genre of Désenchantée?,Europop
Manhattan-Kaboul,composer,Jean-Pierre Bucolo,Who is the composer of Manhattan-Kaboul?,Jean-Pierre Bucolo
Manhattan-Kaboul,genre,pop music,What is the genre of Manhattan-Kaboul?,pop music
Marly-Gomont,genre,French hip hop,What is the genre of Marly-Gomont?,French hip hop
The Saga Begins,performer,"""Weird Al"" Yankovic",Who does The Saga Begins performer?,"""Weird Al"" Yankovic"
The Saga Begins,record label,Volcano Entertainment,What is the record label of The Saga Begins?,Volcano Entertainment
The Saga Begins,lyricist,"""Weird Al"" Yankovic",Who is the lyricist of The Saga Begins?,"""Weird Al"" Yankovic"
The Saga Begins,producer,"""Weird Al"" Yankovic",Who is the producer of The Saga Begins?,"""Weird Al"" Yankovic"
The Saga Begins,composer,Don McLean,Who is the composer of The Saga Begins?,Don McLean
Out of Time,followed by,Crazy Beat,What was Out of Time followed by?,Crazy Beat
The Saga Begins,set in environment,fictional planet,What is the set in environment of The Saga Begins?,fictional planet
Dernière danse,record label,Jive Records,What is the record label of Dernière danse?,Jive Records
Dernière danse,performer,Kyo,What does Dernière danse performer?,Kyo
The Saga Begins,distribution format,music download,What is the distribution format of The Saga Begins?,music download
Dernière danse,form of creative work,single,What is the form of creative work of Dernière danse?,single
Dernière danse,genre,rock music,What is the genre of Dernière danse?,rock music
The Saga Begins,genre,comedy rock,What is the genre of The Saga Begins?,comedy rock
Habits,followed by,Heroes,What was Habits followed by?,Heroes
Habits,language of work or name,English,What is the language of work or name of Habits?,English
Habits,lyricist,Tove Lo,Who is the lyricist of Habits?,Tove Lo
Habits,performer,Tove Lo,Who does Habits performer?,Tove Lo
Digital Love,follows,Aerodynamic,What does Digital Love follow?,Aerodynamic
Digital Love,lyricist,Thomas Bangalter,Who is the lyricist of Digital Love?,Thomas Bangalter
Digital Love,record label,Virgin Records,What is the record label of Digital Love?,Virgin Records
Digital Love,distribution format,compact disc,What is the distribution format of Digital Love?,compact disc
Digital Love,followed by,"Harder, Better, Faster, Stronger",What was Digital Love followed by?,"Harder, Better, Faster, Stronger"
Digital Love,genre,electronic dance music,What is the genre of Digital Love?,electronic dance music
Mauvaise foi nocturne,record label,Warner Music Group,What is the record label of Mauvaise foi nocturne?,Warner Music Group
Mauvaise foi nocturne,genre,hip hop music,What is the genre of Mauvaise foi nocturne?,hip hop music
Mauvaise foi nocturne,distribution format,compact disc,What is the distribution format of Mauvaise foi nocturne?,compact disc
Donne-moi le temps,follows,Des mots qui résonnent!,What does Donne-moi le temps follow?,Des mots qui résonnent!
Donne-moi le temps,composer,Olivier Schultheis,Who is the composer of Donne-moi le temps?,Olivier Schultheis
Donne-moi le temps,lyricist,Lionel Florence,Who is the lyricist of Donne-moi le temps?,Lionel Florence
Donne-moi le temps,performer,Jenifer,Who does Donne-moi le temps performer?,Jenifer
Gentleman,follows,Gangnam Style,What does Gentleman follow?,Gangnam Style
Gentleman,composer,Psy,What is the composer of Gentleman?,Psy
Gentleman,performer,Psy,What does Gentleman performer?,Psy
Donne-moi le temps,producer,Pierre Jaconelli,Who is the producer of Donne-moi le temps?,Pierre Jaconelli
Donne-moi le temps,genre,pop music,What is the genre of Donne-moi le temps?,pop music
One More Time,record label,Virgin Records,What is the record label of One More Time?,Virgin Records
One More Time,lyricist,Thomas Bangalter,Who is the lyricist of One More Time?,Thomas Bangalter
One More Time,followed by,Aerodynamic,What was One More Time followed by?,Aerodynamic
Gentleman,lyricist,Psy,What is the lyricist of Gentleman?,Psy
One More Time,follows,Revolution 909,What does One More Time follow?,Revolution 909
Dita,producer,Frédéric Château,Who is the producer of Dita?,Frédéric Château
Dita,performer,Lorie,Who does Dita performer?,Lorie
Gentleman,language of work or name,Korean,What is the language of work or name of Gentleman?,Korean
Dita,record label,Sony Music,What is the record label of Dita?,Sony Music
Dita,distribution format,music download,What is the distribution format of Dita?,music download
Miss Paramount,record label,Bertelsmann Music Group,What is the record label of Miss Paramount?,Bertelsmann Music Group
Dita,follows,1 garçon,What does Dita follow?,1 garçon
Gentleman,record label,YG Entertainment,What is the record label of Gentleman?,YG Entertainment
Dita,genre,pop music,What is the genre of Dita?,pop music
Miss Paramount,composer,Dominique Nicolas,Who is the composer of Miss Paramount?,Dominique Nicolas
Miss Paramount,lyricist,Nicola Sirkis,Who is the lyricist of Miss Paramount?,Nicola Sirkis
En rouge et noir,record label,EMI,What is the record label of En rouge et noir?,EMI
Boku to Hana,place of publication,Japan,What is the place of publication of Boku to Hana?,Japan
Gentleman,distribution format,music download,What is the distribution format of Gentleman?,music download
Boku to Hana,producer,Sakanaction,What is the producer of Boku to Hana?,Sakanaction
Boku to Hana,country of origin,Japan,What is the country of origin of Boku to Hana?,Japan
Miss Paramount,genre,new wave,What is the genre of Miss Paramount?,new wave
En rouge et noir,lyricist,Jeanne Mas,Who is the lyricist of En rouge et noir?,Jeanne Mas
Boku to Hana,distributed by,iTunes,What was Boku to Hana distributed by?,iTunes
Boku to Hana,genre,J-pop,What is the genre of Boku to Hana?,J-pop
Boku to Hana,language of work or name,Japanese,What is the language of work or name of Boku to Hana?,Japanese
En rouge et noir,performer,Jeanne Mas,Who does En rouge et noir performer?,Jeanne Mas
Boku to Hana,lyricist,Ichiro Yamaguchi,Who is the lyricist of Boku to Hana?,Ichiro Yamaguchi
En rouge et noir,genre,synth-pop,What is the genre of En rouge et noir?,synth-pop
Boku to Hana,composer,Ichiro Yamaguchi,Who is the composer of Boku to Hana?,Ichiro Yamaguchi
Boku to Hana,followed by,Yoru no Odoriko,Who was Boku to Hana followed by?,Yoru no Odoriko
Fashion Victim,follows,Parti pour zouker,What does Fashion Victim follow?,Parti pour zouker
Boku to Hana,performer,Sakanaction,What does Boku to Hana performer?,Sakanaction
Ensorcelée,record label,Epic Records,What is the record label of Ensorcelée?,Epic Records
Fashion Victim,genre,pop music,What is the genre of Fashion Victim?,pop music
Fashion Victim,record label,Disques Vogue,What is the record label of Fashion Victim?,Disques Vogue
Fashion Victim,performer,Lorie,Who does Fashion Victim performer?,Lorie
Ensorcelée,follows,La Positive attitude,What does Ensorcelée follow?,La Positive attitude
Ensorcelée,performer,Lorie,Who does Ensorcelée performer?,Lorie
Ensorcelée,genre,pop music,What is the genre of Ensorcelée?,pop music
Né en 17 à Leidenstadt,lyricist,Jean-Jacques Goldman,Who is the lyricist of Né en 17 à Leidenstadt?,Jean-Jacques Goldman
Né en 17 à Leidenstadt,record label,Columbia Records,What is the record label of Né en 17 à Leidenstadt?,Columbia Records
Né en 17 à Leidenstadt,genre,chanson,What is the genre of Né en 17 à Leidenstadt?,chanson
Né en 17 à Leidenstadt,performer,Fredericks Goldman Jones,Who does Né en 17 à Leidenstadt performer?,Fredericks Goldman Jones
Parisienne Walkways,language of work or name,English,What is the language of work or name of Parisienne Walkways?,English
Parisienne Walkways,record label,MCA Records,What is the record label of Parisienne Walkways?,MCA Records
Parisienne Walkways,performer,Gary Moore,Who does Parisienne Walkways performer?,Gary Moore
Femme libérée,author,Joëlle Kopf,Who is the author of Femme libérée?,Joëlle Kopf
Femme libérée,performer,Cookie Dingler,Who does Femme libérée performer?,Cookie Dingler
Femme libérée,genre,pop music,What is the genre of Femme libérée?,pop music
Ouragan,composer,Romano Musumarra,Who is the composer of Ouragan?,Romano Musumarra
Ouragan,performer,Princess Stéphanie of Monaco,Who does Ouragan performer?,Princess Stéphanie of Monaco
Blue Tango,follows,Tomorrow,When does Blue Tango follow?,Tomorrow
Blue Tango,composer,Leroy Anderson,Who is the composer of Blue Tango?,Leroy Anderson
Ouragan,genre,synth-pop,What is the genre of Ouragan?,synth-pop
Blue Tango,language of work or name,English,What is the language of work or name of Blue Tango?,English
Blue Tango,producer,Anthony Monn,Who is the producer of Blue Tango?,Anthony Monn
Blue Tango,performer,KT Tunstall,What does Blue Tango performer?,KT Tunstall
Parce qu'on vient de loin,lyricist,Corneille,Who is the lyricist of Parce qu'on vient de loin?,Corneille
Blue Tango,distribution format,vinyl record,What is the distribution format of Blue Tango?,vinyl record
Pardonner,form of creative work,single,What is the form of creative work of Pardonner?,single
Parce qu'on vient de loin,performer,Corneille,Who does Parce qu'on vient de loin performer?,Corneille
Blue Tango,genre,Eurodisco,What is the genre of Blue Tango?,Eurodisco
Freed from Desire,record label,ZYX Music,What is the record label of Freed from Desire?,ZYX Music
Pardonner,performer,Leslie,Who does Pardonner performer?,Leslie
Freed from Desire,followed by,Let a Boy Cry,What was Freed from Desire followed by?,Let a Boy Cry
Freed from Desire,performer,Gala,What does Freed from Desire performer?,Gala
Freed from Desire,language of work or name,English,What is the language of work or name of Freed from Desire?,English
Parti pour zouker,record label,Sony BMG,What is the record label of Parti pour zouker?,Sony BMG
Parti pour zouker,follows,S.O.S,What does Parti pour zouker follow?,S.O.S
Parti pour zouker,performer,Lorie,Who does Parti pour zouker performer?,Lorie
Foule sentimentale,performer,Alain Souchon,Who does Foule sentimentale performer?,Alain Souchon
Parti pour zouker,form of creative work,single,What is the form of creative work of Parti pour zouker?,single
Rue de la paix,record label,Mercury Records,What is the record label of Rue de la paix?,Mercury Records
Foule sentimentale,record label,Virgin Records,What is the record label of Foule sentimentale?,Virgin Records
Rue de la paix,form of creative work,single,What is the form of creative work of Rue de la paix?,single
Foule sentimentale,lyricist,Alain Souchon,Who is the lyricist of Foule sentimentale?,Alain Souchon
Foule sentimentale,genre,pop music,What is the genre of Foule sentimentale?,pop music
Il jouait du piano debout,composer,Michel Berger,Who is the composer of Il jouait du piano debout?,Michel Berger
Rue de la paix,genre,pop rock,What is the genre of Rue de la paix?,pop rock
Parti pour zouker,genre,pop music,What is the genre of Parti pour zouker?,pop music
Il jouait du piano debout,record label,Atlantic Records,What is the record label of Il jouait du piano debout?,Atlantic Records
Qui a le droit...,record label,RCA Records,What is the record label of Qui a le droit...?,RCA Records
Qui a le droit...,lyricist,Gérard Presgurvic,Who is the lyricist of Qui a le droit...?,Gérard Presgurvic
Rue de la paix,performer,Zazie,What does Rue de la paix performer?,Zazie
Il jouait du piano debout,producer,Michel Berger,Who is the producer of Il jouait du piano debout?,Michel Berger
Il jouait du piano debout,genre,rock music,What is the genre of Il jouait du piano debout?,rock music
Inch'Allah,record label,Universal Music Group,What is the record label of Inch'Allah?,Universal Music Group
Qui a le droit...,performer,Patrick Bruel,Who does Qui a le droit... performer?,Patrick Bruel
Il jouait du piano debout,lyricist,Michel Berger,Who is the lyricist of Il jouait du piano debout?,Michel Berger
Inch'Allah,lyricist,Grand Corps Malade,What is the lyricist of Inch'Allah?,Grand Corps Malade
Qui a le droit...,genre,pop rock,What is the genre of Qui a le droit...?,pop rock
J'ai besoin d'amour,form of creative work,single,What is the form of creative work of J'ai besoin d'amour?,single
J'ai besoin d'amour,genre,pop music,What is the genre of J'ai besoin d'amour?,pop music
J'ai besoin d'amour,record label,Epic Records,What is the record label of J'ai besoin d'amour?,Epic Records
J'ai demandé à la lune,lyricist,Nicola Sirkis,Who is the lyricist of J'ai demandé à la lune?,Nicola Sirkis
J'ai besoin d'amour,performer,Lorie,Who does J'ai besoin d'amour performer?,Lorie
J'ai demandé à la lune,record label,Sony Music,What is the record label of J'ai demandé à la lune?,Sony Music
J'ai demandé à la lune,producer,Olivier Gérard,Who is the producer of J'ai demandé à la lune?,Olivier Gérard
J'ai demandé à la lune,genre,rock music,What is the genre of J'ai demandé à la lune?,rock music
Alive,followed by,Bang My Head,What was Alive followed by?,Bang My Head
Alive,record label,RCA Records,What is the record label of Alive?,RCA Records
A Thousand Miles,record label,A&M Records,What is the record label of A Thousand Miles?,A&M Records
Alive,language of work or name,English,What is the language of work or name of Alive?,English
Alive,follows,Fire Meet Gasoline,What does Alive follow?,Fire Meet Gasoline
Alive,genre,synth-pop,What is the genre of Alive?,synth-pop
A Thousand Miles,lyricist,Vanessa Carlton,Who is the lyricist of A Thousand Miles?,Vanessa Carlton
A Thousand Miles,producer,Ron Fair,Who is the producer of A Thousand Miles?,Ron Fair
A Thousand Miles,language of work or name,English,What is the language of work or name of A Thousand Miles?,English
A Thousand Miles,genre,pop music,What is the genre of A Thousand Miles?,pop music
Toute seule,performer,Lorie,Who does Toute seule performer?,Lorie
Toute seule,record label,Epic Records,What is the record label of Toute seule?,Epic Records
A Thousand Miles,performer,Vanessa Carlton,Who does A Thousand Miles performer?,Vanessa Carlton
Toute seule,form of creative work,single,What is the form of creative work of Toute seule?,single
Call on Me,samples from work,Valerie,Who is the samples from work of Call on Me?,Valerie
Call on Me,record label,Ministry of Sound,What is the record label of Call on Me?,Ministry of Sound
Call on Me,lyricist,Steve Winwood,Who is the lyricist of Call on Me?,Steve Winwood
Parler tout bas,producer,Mylène Farmer,Who is the producer of Parler tout bas?,Mylène Farmer
Call on Me,producer,Eric Prydz,Who is the producer of Call on Me?,Eric Prydz
Toute seule,genre,dance-pop,What is the genre of Toute seule?,dance-pop
Parler tout bas,follows,L'Alizé,What does Parler tout bas follow?,L'Alizé
Call on Me,genre,nu-disco,What is the genre of Call on Me?,nu-disco
Parler tout bas,followed by,Gourmandises,What was Parler tout bas followed by?,Gourmandises
Un autre monde,performer,Téléphone,What does Un autre monde performer?,Téléphone
Parler tout bas,composer,Laurent Boutonnat,Who is the composer of Parler tout bas?,Laurent Boutonnat
Un autre monde,lyricist,Jean-Louis Aubert,Who is the lyricist of Un autre monde?,Jean-Louis Aubert
Un autre monde,producer,Glyn Johns,Who is the producer of Un autre monde?,Glyn Johns
Une autre histoire,composer,Gérard Blanc,Who is the composer of Une autre histoire?,Gérard Blanc
Parler tout bas,genre,French pop,What is the genre of Parler tout bas?,French pop
Une autre histoire,record label,EMI,What is the record label of Une autre histoire?,EMI
Une autre histoire,performer,Gérard Blanc,Who does Une autre histoire performer?,Gérard Blanc
Une seule vie,record label,Universal Music Group,What is the record label of Une seule vie?,Universal Music Group
Une seule vie,form of creative work,single,What is the form of creative work of Une seule vie?,single
Une autre histoire,genre,pop music,What is the genre of Une autre histoire?,pop music
Une seule vie,genre,chanson,What is the genre of Une seule vie?,chanson
Une seule vie,follows,J'en rêve encore,Who does Une seule vie follow?,J'en rêve encore
Si maman si,record label,Atlantic Records,What is the record label of Si maman si?,Atlantic Records
Une seule vie,performer,Gérald de Palmas,Who does Une seule vie performer?,Gérald de Palmas
Parler tout bas,lyricist,Mylène Farmer,Who is the lyricist of Parler tout bas?,Mylène Farmer
Un singe en hiver,record label,Columbia Records,What is the record label of Un singe en hiver?,Columbia Records
Un singe en hiver,follows,Marilyn,Who does Un singe en hiver follow?,Marilyn
Si maman si,genre,chanson,What is the genre of Si maman si?,chanson
Un singe en hiver,lyricist,Nicola Sirkis,Who is the lyricist of Un singe en hiver?,Nicola Sirkis
Un singe en hiver,genre,rock music,What is the genre of Un singe en hiver?,rock music
Misery,followed by,Give a Little More,What was Misery followed by?,Give a Little More
Misery,performer,Maroon 5,What does Misery performer?,Maroon 5
Misery,lyricist,Jesse Carmichael,Who is the lyricist of Misery?,Jesse Carmichael
Misery,composer,Jesse Carmichael,Who is the composer of Misery?,Jesse Carmichael
A cause de l'automne,follows,Blonde,What does A cause de l'automne follow?,Blonde
We're All in This Together,genre,teen pop,What is the genre of We're All in This Together?,teen pop
A cause de l'automne,followed by,5,What was A cause de l'automne followed by?,5
Misery,producer,"Robert John ""Mutt"" Lange",Who is the producer of Misery?,"Robert John ""Mutt"" Lange"
À quoi je sers...,record label,Polydor Records,What is the record label of À quoi je sers...?,Polydor Records
A cause de l'automne,genre,pop music,What is the genre of A cause de l'automne?,pop music
Misery,genre,pop rock,What is the genre of Misery?,pop rock
À quoi je sers...,producer,Laurent Boutonnat,Who is the producer of À quoi je sers...?,Laurent Boutonnat
À quoi je sers...,distributed by,iTunes,What was À quoi je sers... distributed by?,iTunes
À quoi je sers...,performer,Mylène Farmer,Who does À quoi je sers... performer?,Mylène Farmer
À quoi je sers...,distribution format,music download,What is the distribution format of À quoi je sers...?,music download
À quoi je sers...,lyricist,Mylène Farmer,Who is the lyricist of À quoi je sers...?,Mylène Farmer
À quoi je sers...,composer,Laurent Boutonnat,Who is the composer of À quoi je sers...?,Laurent Boutonnat
We're All in This Together,record label,Walt Disney Records,What is the record label of We're All in This Together?,Walt Disney Records
I'll Stand by You,language of work or name,English,What is the language of work or name of I'll Stand by You?,English
Ève lève-toi,performer,Julie Pietri,Who does Ève lève-toi performer?,Julie Pietri
Ève lève-toi,composer,Vincent-Marie Bouvot,Who is the composer of Ève lève-toi?,Vincent-Marie Bouvot
I'll Stand by You,producer,Ian Stanley,Who is the producer of I'll Stand by You?,Ian Stanley
I'll Stand by You,followed by,Wake Me Up,What was I'll Stand by You followed by?,Wake Me Up
I'll Stand by You,lyricist,Chrissie Hynde,Who is the lyricist of I'll Stand by You?,Chrissie Hynde
I'll Stand by You,genre,soft rock,What is the genre of I'll Stand by You?,soft rock
I'll Stand by You,performer,The Pretenders,What does I'll Stand by You performer?,The Pretenders
Ève lève-toi,lyricist,Julie Pietri,Who is the lyricist of Ève lève-toi?,Julie Pietri
À quoi je sers...,genre,dark wave,What is the genre of À quoi je sers...?,dark wave
Miss France,follows,Ça m'énerve,What does Miss France follow?,Ça m'énerve
Ève lève-toi,genre,pop music,What is the genre of Ève lève-toi?,pop music
Moonlight Densetsu,performer,Manish,Who does Moonlight Densetsu performer?,Manish
Moonlight Densetsu,record label,Nippon Columbia,What is the record label of Moonlight Densetsu?,Nippon Columbia
Miss France,lyricist,Helmut Fritz,Who is the lyricist of Miss France?,Helmut Fritz
Miss France,record label,Columbia Records,What is the record label of Miss France?,Columbia Records
Moonlight Densetsu,composer,Daria Kawashima,Who is the composer of Moonlight Densetsu?,Daria Kawashima
Missing You,followed by,Higher,What was Missing You followed by?,Higher
Miss France,distribution format,compact disc,What is the distribution format of Miss France?,compact disc
Miss France,producer,Laurent Konrad,Who is the producer of Miss France?,Laurent Konrad
Moonlight Densetsu,genre,J-pop,What is the genre of Moonlight Densetsu?,J-pop
Atemlos durch die Nacht,record label,Polydor Records,What is the record label of Atemlos durch die Nacht?,Polydor Records
Miss France,performer,Helmut Fritz,Who does Miss France performer?,Helmut Fritz
Missing You,genre,electropop,What is the genre of Missing You?,electropop
Almeno tu nell'universo,genre,pop music,What is the genre of Almeno tu nell'universo?,pop music
Atemlos durch die Nacht,composer,Kristina Bach,Who is the composer of Atemlos durch die Nacht?,Kristina Bach
Almeno tu nell'universo,performer,Mia Martini,Who does Almeno tu nell'universo performer?,Mia Martini
Atemlos durch die Nacht,performer,Helene Fischer,Who does Atemlos durch die Nacht performer?,Helene Fischer
Atemlos durch die Nacht,lyricist,Kristina Bach,Who is the lyricist of Atemlos durch die Nacht?,Kristina Bach
Atemlos durch die Nacht,language of work or name,German,What is the language of work or name of Atemlos durch die Nacht?,German
Atemlos durch die Nacht,genre,schlager music,What is the genre of Atemlos durch die Nacht?,schlager music
Black Widow,recorded at studio or venue,Record Plant,What is the recorded at studio or venue of Black Widow?,Record Plant
Black Widow,lyricist,Iggy Azalea,Who is the lyricist of Black Widow?,Iggy Azalea
Black Widow,composer,Sarah Hudson,Who is the composer of Black Widow?,Sarah Hudson
Black Widow,producer,Stargate,What is the producer of Black Widow?,Stargate
