subject,relation,object,question,label
Gate of the Chain,followed by,Ablution Gate,What was Gate of the Chain followed by?,Ablution Gate
Gate of the Chain,architectural style,Islamic architecture,What is the architectural style of Gate of the Chain?,Islamic architecture
Nymans,maintained by,National Trust,What was Nymans maintained by?,National Trust
Nymans,operator,National Trust,What is the operator of Nymans?,National Trust
Nymans,country,United Kingdom,What is the country of Nymans?,United Kingdom
Gate of the Chain,country,State of Palestine,What is the country of Gate of the Chain?,State of Palestine
Nymans,owned by,National Trust,What was Nymans owned by?,National Trust
Rosenberg Fortress,located in the administrative territorial entity,Kronach,What is the located in the administrative territorial entity of Rosenberg Fortress?,Kronach
Ängsö Castle,location,Västerås,What is the location of Ängsö Castle?,Västerås
Rosenberg Fortress,country,Germany,What is the country of Rosenberg Fortress?,Germany
Puente romano,made from material,stone,What is the made from material of Puente romano?,stone
National War Museum,owned by,Heritage Malta,What was National War Museum owned by?,Heritage Malta
National War Museum,country,Malta,What is the country of National War Museum?,Malta
National War Museum,maintained by,Heritage Malta,What was National War Museum maintained by?,Heritage Malta
National War Museum,operator,Heritage Malta,What is the operator of National War Museum?,Heritage Malta
Bohus Fortress,architectural style,Renaissance architecture,What is the architectural style of Bohus Fortress?,Renaissance architecture
Bohus Fortress,architect,Hans van Steenwinckel the Elder,Who does Bohus Fortress architect?,Hans van Steenwinckel the Elder
Bohus Fortress,cause of destruction,demolition,What is the cause of destruction of Bohus Fortress?,demolition
Carlsten Fortress,founded by,Charles X Gustav of Sweden,Who was Carlsten Fortress founded by?,Charles X Gustav of Sweden
Carlsten Fortress,location,Marstrand,What is the location of Carlsten Fortress?,Marstrand
Carlsten Fortress,owned by,National Property Board of Sweden,What was Carlsten Fortress owned by?,National Property Board of Sweden
Karlsborg Fortress,owned by,National Property Board of Sweden,What was Karlsborg Fortress owned by?,National Property Board of Sweden
Karlsborg Fortress,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Karlsborg Fortress?,Brockhaus and Efron Encyclopedic Dictionary
Karlsborg Fortress,location,Karlsborg,What is the location of Karlsborg Fortress?,Karlsborg
Karlsborg Fortress,operator,Karlsborg Fortress Museum,What is the operator of Karlsborg Fortress?,Karlsborg Fortress Museum
Karlsborg Fortress,named after,Charles XIV John of Sweden,Who was Karlsborg Fortress named after?,Charles XIV John of Sweden
Ipatiev Monastery,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Ipatiev Monastery?,Brockhaus and Efron Encyclopedic Dictionary
Oklahoma City Museum of Art,legal form,501(c)(3) organization,What is the legal form of Oklahoma City Museum of Art?,501(c)(3) organization
Oklahoma City Museum of Art,accredited by,American Alliance of Museums,What was Oklahoma City Museum of Art accredited by?,American Alliance of Museums
Ipatiev Monastery,religion or worldview,Eastern Orthodoxy,What is the religion or worldview of Ipatiev Monastery?,Eastern Orthodoxy
Ipatiev Monastery,diocese,Diocese of Kostroma,What is the diocese of Ipatiev Monastery?,Diocese of Kostroma
Ipatiev Monastery,has part(s),onion dome,What does Ipatiev Monastery have part(s )?,onion dome
Ipatiev Monastery,country,Russia,What is the country of Ipatiev Monastery?,Russia
Palacio de las Dueñas,architectural style,Renaissance architecture,What is the architectural style of Palacio de las Dueñas?,Renaissance architecture
Penshaw Monument,maintained by,National Trust,What was Penshaw Monument maintained by?,National Trust
Penningby Castle,location,Parish Länna,What is the location of Penningby Castle?,Parish Länna
Penshaw Monument,owned by,National Trust,What was Penshaw Monument owned by?,National Trust
Penshaw Monument,operator,National Trust,What is the operator of Penshaw Monument?,National Trust
Penshaw Monument,country,United Kingdom,What is the country of Penshaw Monument?,United Kingdom
Pensacola Beach,located in the administrative territorial entity,Santa Rosa Island,What is the located in the administrative territorial entity of Pensacola Beach?,Santa Rosa Island
Penshaw Monument,located in the administrative territorial entity,Sunderland,What is the located in the administrative territorial entity of Penshaw Monument?,Sunderland
Fitzwilliam Museum,country,United Kingdom,What is the country of Fitzwilliam Museum?,United Kingdom
Penshaw Monument,genre,public art,What is the genre of Penshaw Monument?,public art
Palace Armoury,operator,Heritage Malta,What is the operator of Palace Armoury?,Heritage Malta
Palace Armoury,maintained by,Heritage Malta,What was Palace Armoury maintained by?,Heritage Malta
Pensacola Beach,founded by,Tristán de Luna y Arellano,Who was Pensacola Beach founded by?,Tristán de Luna y Arellano
Palace Armoury,founded by,John Le Marchant,Who was Palace Armoury founded by?,John Le Marchant
Palace Armoury,commemorates,Sovereign Military Order of Malta,What does Palace Armoury commemorate?,Sovereign Military Order of Malta
Palace Armoury,country,Malta,What is the country of Palace Armoury?,Malta
Palace Armoury,owned by,Heritage Malta,What was Palace Armoury owned by?,Heritage Malta
Palace Armoury,significant event,World War II,What is the significant event of Palace Armoury?,World War II
Roque Nublo,made from material,basalt,What is the made from material of Roque Nublo?,basalt
Gate of the Inspector,located in the administrative territorial entity,Jerusalem,What is the located in the administrative territorial entity of Gate of the Inspector?,Jerusalem
Gate of the Inspector,location,Old City of Jerusalem,What is the location of Gate of the Inspector?,Old City of Jerusalem
Polynesian Cultural Center,located in the administrative territorial entity,Lāʻie,Who is the located in the administrative territorial entity of Polynesian Cultural Center?,Lāʻie
Polynesian Cultural Center,owned by,The Church of Jesus Christ of Latter-day Saints,What was Polynesian Cultural Center owned by?,The Church of Jesus Christ of Latter-day Saints
Gate of the Inspector,architectural style,Islamic architecture,What is the architectural style of Gate of the Inspector?,Islamic architecture
Gate of the Inspector,country,State of Palestine,What is the country of Gate of the Inspector?,State of Palestine
Puri Lukisan Museum,country,Indonesia,What is the country of Puri Lukisan Museum?,Indonesia
Fitzwilliam Museum,owned by,University of Cambridge,What was Fitzwilliam Museum owned by?,University of Cambridge
The Church of the Dormition of the Mother of God,official language,Church Slavonic,What is the official language of The Church of the Dormition of the Mother of God?,Church Slavonic
The Church of the Dormition of the Mother of God,country,Russia,What is the country of The Church of the Dormition of the Mother of God?,Russia
Penshaw Monument,based on,Temple of Hephaestus,What was Penshaw Monument based on?,Temple of Hephaestus
Penshaw Monument,made from material,gritstone,What is the made from material of Penshaw Monument?,gritstone
Penshaw Monument,architectural style,Greek Revival architecture,What is the architectural style of Penshaw Monument?,Greek Revival architecture
The Church of the Dormition of the Mother of God,named after,Assumption of Mary,Who was The Church of the Dormition of the Mother of God named after?,Assumption of Mary
Penshaw Monument,depicts,ancient Greek temple,What does Penshaw Monument depict?,ancient Greek temple
The Church of the Dormition of the Mother of God,parent organization,Optina Pustyn,Who is the parent organization of The Church of the Dormition of the Mother of God?,Optina Pustyn
People's Palace,made from material,sandstone,What is the made from material of People's Palace?,sandstone
Glasgow Cathedral,architectural style,Gothic architecture,What is the architectural style of Glasgow Cathedral?,Gothic architecture
People's Palace,country,United Kingdom,What is the country of People's Palace?,United Kingdom
Glasgow Cathedral,Christian liturgical rite,Church of Scotland,What is the Christian liturgical rite of Glasgow Cathedral?,Church of Scotland
Glasgow Cathedral,religion or worldview,Church of Scotland,What is the religion or worldview of Glasgow Cathedral?,Church of Scotland
Nuruosmaniye Mosque,located in the administrative territorial entity,Istanbul,What is the located in the administrative territorial entity of Nuruosmaniye Mosque?,Istanbul
Nuruosmaniye Mosque,named after,Osman III,Who was Nuruosmaniye Mosque named after?,Osman III
Fort Canning Hill,country,Singapore,What is the country of Fort Canning Hill?,Singapore
Fort Canning Hill,operator,National Parks Board,What is the operator of Fort Canning Hill?,National Parks Board
Nuruosmaniye Mosque,architectural style,Ottoman architecture,What is the architectural style of Nuruosmaniye Mosque?,Ottoman architecture
Glasgow Cathedral,country,United Kingdom,What is the country of Glasgow Cathedral?,United Kingdom
Rock City,located in the administrative territorial entity,Lookout Mountain,What is the located in the administrative territorial entity of Rock City?,Lookout Mountain
Gregorian Etruscan Museum,country,Vatican City,What is the country of Gregorian Etruscan Museum?,Vatican City
Fort Canning Hill,named after,"Charles Canning, 1st Earl Canning",Who was Fort Canning Hill named after?,"Charles Canning, 1st Earl Canning"
Singapore Discovery Centre,country,Singapore,What is the country of Singapore Discovery Centre?,Singapore
Uppsala Castle,location,Uppsala,What is the location of Uppsala Castle?,Uppsala
Gregorian Etruscan Museum,location,Belvedere Villa (Vatican),What is the location of Gregorian Etruscan Museum?,Belvedere Villa (Vatican)
Ingapirca,country,Ecuador,What is the country of Ingapirca?,Ecuador
Gregorian Etruscan Museum,located in the administrative territorial entity,Vatican City,What is the located in the administrative territorial entity of Gregorian Etruscan Museum?,Vatican City
Uppsala Castle,architectural style,Renaissance architecture,What is the architectural style of Uppsala Castle?,Renaissance architecture
New Elfsborg Fortress,owned by,National Property Board of Sweden,What was New Elfsborg Fortress owned by?,National Property Board of Sweden
Uppsala Castle,owned by,National Property Board of Sweden,What was Uppsala Castle owned by?,National Property Board of Sweden
Pool of Siloam,country,State of Palestine,What is the country of Pool of Siloam?,State of Palestine
Shakespeare and Company,movement,Beat Generation,What is the movement of Shakespeare and Company?,Beat Generation
Uppsala Castle,operator,Uppsala Art Museum,What is the operator of Uppsala Castle?,Uppsala Art Museum
Shakespeare and Company,founded by,George Whitman,Who was Shakespeare and Company founded by?,George Whitman
Shakespeare's Globe,based on,Globe,What was Shakespeare's Globe based on?,Globe
Shakespeare and Company,owned by,Sylvia Beach Whitman,Who was Shakespeare and Company owned by?,Sylvia Beach Whitman
Shakespeare's Globe,located in the administrative territorial entity,London Borough of Southwark,What is the located in the administrative territorial entity of Shakespeare's Globe?,London Borough of Southwark
Shakespeare's Globe,architect,Pentagram,What does Shakespeare's Globe architect?,Pentagram
Shakespeare's Globe,country,United Kingdom,What is the country of Shakespeare's Globe?,United Kingdom
Herod's Gate,located in the administrative territorial entity,Jerusalem,What is the located in the administrative territorial entity of Herod's Gate?,Jerusalem
Herod's Gate,architectural style,Islamic architecture,What is the architectural style of Herod's Gate?,Islamic architecture
Herod's Gate,described by source,Encyclopædia Britannica Online,What is the described by source of Herod's Gate?,Encyclopædia Britannica Online
Arecibo Observatory,operator,University of Central Florida,What is the operator of Arecibo Observatory?,University of Central Florida
Arecibo Observatory,owned by,National Science Foundation,What was Arecibo Observatory owned by?,National Science Foundation
Herod's Gate,country,State of Palestine,What is the country of Herod's Gate?,State of Palestine
Herod's Gate,location,Old City of Jerusalem,What is the location of Herod's Gate?,Old City of Jerusalem
Arecibo Observatory,located in the administrative territorial entity,Arecibo,What is the located in the administrative territorial entity of Arecibo Observatory?,Arecibo
Tas-Silġ,owned by,Heritage Malta,What was Tas-Silġ owned by?,Heritage Malta
The open-air museum Old Linköping,location,Linköping,What is the location of The open-air museum Old Linköping?,Linköping
Gustavianum,owned by,Uppsala University,What was Gustavianum owned by?,Uppsala University
Shakespeare and Company,location,Rive Gauche,What is the location of Shakespeare and Company?,Rive Gauche
Gustavianum,has part(s),Valsgärde,Who does Gustavianum have part(s )?,Valsgärde
Tas-Silġ,country,Malta,What is the country of Tas-Silġ?,Malta
London Dungeon,location,County Hall,What is the location of London Dungeon?,County Hall
Tidö Castle,architectural style,Baroque,What is the architectural style of Tidö Castle?,Baroque
London Dungeon,country,United Kingdom,What is the country of London Dungeon?,United Kingdom
London Dungeon,located in the administrative territorial entity,London Borough of Southwark,What is the located in the administrative territorial entity of London Dungeon?,London Borough of Southwark
Swedish House of Nobility,architectural style,classical architecture,What is the architectural style of Swedish House of Nobility?,classical architecture
Tidö Castle,location,Västerås,What is the location of Tidö Castle?,Västerås
Swedish House of Nobility,located in/on physical feature,Stadsholmen,What is the located in/on physical feature of Swedish House of Nobility?,Stadsholmen
Jurong Bird Park,country,Singapore,What is the country of Jurong Bird Park?,Singapore
Mount Longonot,made from material,trachyte,What is the made from material of Mount Longonot?,trachyte
Mount Longonot,country,Kenya,What is the country of Mount Longonot?,Kenya
Mount Longonot,mountain range,East African Rift,What is the mountain range of Mount Longonot?,East African Rift
Giewont,located in the administrative territorial entity,Tatra County,What is the located in the administrative territorial entity of Giewont?,Tatra County
Mount Longonot,located in the administrative territorial entity,Kenya,What is the located in the administrative territorial entity of Mount Longonot?,Kenya
Montalvo Arts Center,occupant,James D. Phelan,Who is the occupant of Montalvo Arts Center?,James D. Phelan
Montalvo Arts Center,legal form,501(c)(3) organization,What is the legal form of Montalvo Arts Center?,501(c)(3) organization
Montalvo Arts Center,located in the administrative territorial entity,California,What is the located in the administrative territorial entity of Montalvo Arts Center?,California
Glimmingehus,architect,Adam van Düren,Who does Glimmingehus architect?,Adam van Düren
Wall Drug,founded by,Ted Hustead,Who was Wall Drug founded by?,Ted Hustead
Glimmingehus,made from material,sandstone,What is the made from material of Glimmingehus?,sandstone
Glenfinnan,located in the administrative territorial entity,Highland,What is the located in the administrative territorial entity of Glenfinnan?,Highland
Wall Drug,located in the administrative territorial entity,Wall,What is the located in the administrative territorial entity of Wall Drug?,Wall
Glimmingehus,operator,Swedish National Heritage Board,What is the operator of Glimmingehus?,Swedish National Heritage Board
Glimmingehus,located in the administrative territorial entity,Simrishamn Municipality,What is the located in the administrative territorial entity of Glimmingehus?,Simrishamn Municipality
Glenfinnan,country,United Kingdom,What is the country of Glenfinnan?,United Kingdom
Shiga Highlands,located in protected area,Jōshin'etsu-kōgen National Park,What is the located in protected area of Shiga Highlands?,Jōshin'etsu-kōgen National Park
Glimmingehus,location,Hammenhög,Who is the location of Glimmingehus?,Hammenhög
Shiga Highlands,located in the administrative territorial entity,Yamanouchi,Who is the located in the administrative territorial entity of Shiga Highlands?,Yamanouchi
Shiga Highlands,country,Japan,What is the country of Shiga Highlands?,Japan
Skånelaholm Castle,architectural style,Renaissance,What is the architectural style of Skånelaholm Castle?,Renaissance
Skånelaholm Castle,owned by,"Royal Swedish Academy of Letters, History and Antiquities",What was Skånelaholm Castle owned by?,"Royal Swedish Academy of Letters, History and Antiquities"
Crown Redoubt,owned by,National Property Board of Sweden,What was Crown Redoubt owned by?,National Property Board of Sweden
Borgholm Castle,architectural style,Renaissance architecture,What is the architectural style of Borgholm Castle?,Renaissance architecture
Borgholm Castle,architect,Nicodemus Tessin the Elder,Who does Borgholm Castle architect?,Nicodemus Tessin the Elder
Borgholm Castle,cause of destruction,conflagration,What is the cause of destruction of Borgholm Castle?,conflagration
Borgholm Castle,described by source,Sketchfab,What is the described by source of Borgholm Castle?,Sketchfab
Borgholm Castle,made from material,natural stone,What is the made from material of Borgholm Castle?,natural stone
The Motherland Calls,commemorates,Battle of Stalingrad,What does The Motherland Calls commemorate?,Battle of Stalingrad
The Motherland Calls,country,Russia,What is the country of The Motherland Calls?,Russia
The Motherland Calls,main subject,homeland,What is the main subject of The Motherland Calls?,homeland
The Motherland Calls,architect,Iakov Bielopolski,Who does The Motherland Calls architect?,Iakov Bielopolski
The Motherland Calls,located in the administrative territorial entity,Tsentralny District,What is the located in the administrative territorial entity of The Motherland Calls?,Tsentralny District
Radcliffe Camera,owned by,University of Oxford,What was Radcliffe Camera owned by?,University of Oxford
Radcliffe Camera,architect,James Gibbs,Who does Radcliffe Camera architect?,James Gibbs
Radcliffe Camera,located in the administrative territorial entity,Oxford,What is the located in the administrative territorial entity of Radcliffe Camera?,Oxford
Tsarskoye Selo,architect,Francesco Bartolomeo Rastrelli,Who does Tsarskoye Selo architect?,Francesco Bartolomeo Rastrelli
Tsarskoye Selo,located in the administrative territorial entity,Pushkin,Who is the located in the administrative territorial entity of Tsarskoye Selo?,Pushkin
Radcliffe Camera,named after,John Radcliffe,Who was Radcliffe Camera named after?,John Radcliffe
Tsarskoye Selo,country,Russia,What is the country of Tsarskoye Selo?,Russia
Radcliffe Camera,country,United Kingdom,What is the country of Radcliffe Camera?,United Kingdom
Tsarskoye Selo,architectural style,baroque architecture,What is the architectural style of Tsarskoye Selo?,baroque architecture
Linnanmäki,owned by,Children's Day Foundation,What was Linnanmäki owned by?,Children's Day Foundation
Tsarskoye Selo,described by source,Encyclopædia Britannica 11th edition,What is the described by source of Tsarskoye Selo?,Encyclopædia Britannica 11th edition
Linnanmäki,located in the administrative territorial entity,Helsinki,What is the located in the administrative territorial entity of Linnanmäki?,Helsinki
Antonis Tritsis Metropolitan Park,copyright status,public domain,What is the copyright status of Antonis Tritsis Metropolitan Park?,public domain
Linnanmäki,country,Finland,What is the country of Linnanmäki?,Finland
Remission Gate,connects with,Bab Al Huta,What does Remission Gate connect with?,Bab Al Huta
Antonis Tritsis Metropolitan Park,connects with,Queen's Tower,What does Antonis Tritsis Metropolitan Park connect with?,Queen's Tower
Remission Gate,architectural style,Islamic architecture,What is the architectural style of Remission Gate?,Islamic architecture
Remission Gate,follows,King Faisal's Gate,Who does Remission Gate follow?,King Faisal's Gate
Remission Gate,adjacent building,Dome of the Rock,What is the adjacent building of Remission Gate?,Dome of the Rock
Remission Gate,offers view on,Dome of the Rock,What does Remission Gate offer view on?,Dome of the Rock
Remission Gate,located in the administrative territorial entity,Jerusalem,What is the located in the administrative territorial entity of Remission Gate?,Jerusalem
Remission Gate,followed by,Tribes' Gate,What was Remission Gate followed by?,Tribes' Gate
Remission Gate,location,Old City of Jerusalem,What is the location of Remission Gate?,Old City of Jerusalem
Tankerton Castle,legal form,charity,What is the legal form of Tankerton Castle?,charity
Tankerton Castle,location,Whitstable,What is the location of Tankerton Castle?,Whitstable
Tankerton Castle,country,United Kingdom,What is the country of Tankerton Castle?,United Kingdom
Museum of Medieval Stockholm,located in/on physical feature,Helgeandsholmen,What is the located in/on physical feature of Museum of Medieval Stockholm?,Helgeandsholmen
Navy Pier,located in or next to body of water,Lake Michigan,What is the located in or next to body of water of Navy Pier?,Lake Michigan
Royal Armoury,located in/on physical feature,Stockholm Palace,What is the located in/on physical feature of Royal Armoury?,Stockholm Palace
Bjäresjö Church,named after,Lawrence of Rome,Who was Bjäresjö Church named after?,Lawrence of Rome
Navy Pier,located in the administrative territorial entity,Chicago,What is the located in the administrative territorial entity of Navy Pier?,Chicago
Bjäresjö Church,architectural style,Romanesque architecture,What is the architectural style of Bjäresjö Church?,Romanesque architecture
Bjäresjö Church,religion or worldview,Lutheranism,What is the religion or worldview of Bjäresjö Church?,Lutheranism
Royal Armoury,main subject,military history,What is the main subject of Royal Armoury?,military history
Royal Armoury,location,Stockholm Palace,What is the location of Royal Armoury?,Stockholm Palace
Longleat Safari Park,country,United Kingdom,What is the country of Longleat Safari Park?,United Kingdom
Soviet War Memorial,located on street,Straße des 17. Juni,What is the located on street of Soviet War Memorial?,Straße des 17. Juni
Bro Church,religion or worldview,Lutheranism,What is the religion or worldview of Bro Church?,Lutheranism
Jerpoint Abbey,architectural style,Gothic architecture,What is the architectural style of Jerpoint Abbey?,Gothic architecture
Soviet War Memorial,country,Germany,What is the country of Soviet War Memorial?,Germany
Soviet War Memorial,heritage designation,architectural heritage monument,What is the heritage designation of Soviet War Memorial?,architectural heritage monument
Soviet War Memorial,significant event,opening ceremony,What is the significant event of Soviet War Memorial?,opening ceremony
Jerpoint Abbey,operator,Office of Public Works,What is the operator of Jerpoint Abbey?,Office of Public Works
Jerpoint Abbey,owned by,Office of Public Works,What was Jerpoint Abbey owned by?,Office of Public Works
Kastelholm Castle,country,Finland,What is the country of Kastelholm Castle?,Finland
Select Aviation College,country,Canada,What is the country of Select Aviation College?,Canada
Racławice Panorama,parent organization,National Museum in Wrocław,What is the parent organization of Racławice Panorama?,National Museum in Wrocław
Old Royal Naval College,architect,Christopher Wren,Who does Old Royal Naval College architect?,Christopher Wren
Gammelstad Church Town,heritage designation,World Heritage Site,What is the heritage designation of Gammelstad Church Town?,World Heritage Site
Gammelstad Church Town,has part(s),Nederluleå Church,What does Gammelstad Church Town have part(s )?,Nederluleå Church
Old Royal Naval College,country,United Kingdom,What is the country of Old Royal Naval College?,United Kingdom
Antonis Tritsis Metropolitan Park,named after,Antonis Tritsis,Who was Antonis Tritsis Metropolitan Park named after?,Antonis Tritsis
Remission Gate,country,State of Palestine,What is the country of Remission Gate?,State of Palestine
Ushaw College,associated electoral district,City of Durham,What is the associated electoral district of Ushaw College?,City of Durham
Ushaw College,architectural style,Gothic Revival,What is the architectural style of Ushaw College?,Gothic Revival
Ushaw College,diocese,Roman Catholic Diocese of Hexham and Newcastle,What is the diocese of Ushaw College?,Roman Catholic Diocese of Hexham and Newcastle
Ushaw College,architect,Archibald Matthias Dunn,Who does Ushaw College architect?,Archibald Matthias Dunn
Ushaw College,country,United Kingdom,What is the country of Ushaw College?,United Kingdom
İzmir Clock Tower,architectural style,eclecticism in art,What is the architectural style of İzmir Clock Tower?,eclecticism in art
İzmir Clock Tower,architect,Raymond Charles Péré,Who does İzmir Clock Tower architect?,Raymond Charles Péré
Villa Menafoglio Litta Panza,main subject,contemporary art,What is the main subject of Villa Menafoglio Litta Panza?,contemporary art
Villa Menafoglio Litta Panza,Wi-Fi access,gratis,What is the Wi-Fi access of Villa Menafoglio Litta Panza?,gratis
Villa Menafoglio Litta Panza,uses,digital library,What does Villa Menafoglio Litta Panza use?,digital library
Piazza Castello,located in the administrative territorial entity,Centro,What is the located in the administrative territorial entity of Piazza Castello?,Centro
Tribes' Gate,followed by,Golden Gate,What was Tribes' Gate followed by?,Golden Gate
Tribes' Gate,follows,Remission Gate,What does Tribes' Gate follow?,Remission Gate
Tribes' Gate,architectural style,Islamic architecture,What is the architectural style of Tribes' Gate?,Islamic architecture
Villa Menafoglio Litta Panza,owned by,Fondo per l'Ambiente Italiano,What was Villa Menafoglio Litta Panza owned by?,Fondo per l'Ambiente Italiano
Tribes' Gate,location,Old City of Jerusalem,What is the location of Tribes' Gate?,Old City of Jerusalem
Tribes' Gate,country,State of Palestine,What is the country of Tribes' Gate?,State of Palestine
Villa Menafoglio Litta Panza,located in the administrative territorial entity,Varese,What is the located in the administrative territorial entity of Villa Menafoglio Litta Panza?,Varese
Tribes' Gate,located in the administrative territorial entity,Jerusalem,What is the located in the administrative territorial entity of Tribes' Gate?,Jerusalem
Jewel Changi Airport,country,Singapore,What is the country of Jewel Changi Airport?,Singapore
Villa Menafoglio Litta Panza,commissioned by,Giuseppe Panza,Who was Villa Menafoglio Litta Panza commissioned by?,Giuseppe Panza
Jewel Changi Airport,architect,Moshe Safdie,Who does Jewel Changi Airport architect?,Moshe Safdie
Belomorsk petroglyphs,country,Russia,What is the country of Belomorsk petroglyphs?,Russia
Mount Rushmore National Memorial,operator,National Park Service,What is the operator of Mount Rushmore National Memorial?,National Park Service
Mount Rushmore National Memorial,mountain range,Black Hills,What is the mountain range of Mount Rushmore National Memorial?,Black Hills
Mount Rushmore National Memorial,made from material,granite,What is the made from material of Mount Rushmore National Memorial?,granite
Mount Rushmore National Memorial,fabrication method,carving,What is the fabrication method of Mount Rushmore National Memorial?,carving
Mount Rushmore National Memorial,located in the administrative territorial entity,Pennington County,What is the located in the administrative territorial entity of Mount Rushmore National Memorial?,Pennington County
The farm Gudmundstjärn,located in the administrative territorial entity,Sundsvall Municipality,What is the located in the administrative territorial entity of The farm Gudmundstjärn?,Sundsvall Municipality
The farm Gudmundstjärn,owned by,Sundsvall Municipality,What was The farm Gudmundstjärn owned by?,Sundsvall Municipality
Hemsö Fortress,located in the administrative territorial entity,Härnösand Municipality,What is the located in the administrative territorial entity of Hemsö Fortress?,Härnösand Municipality
Museum of history and arts (Pavlovsky Posad),country,Russia,What is the country of Museum of history and arts (Pavlovsky Posad)?,Russia
Redwood National and State Parks,heritage designation,World Heritage Site,What is the heritage designation of Redwood National and State Parks?,World Heritage Site
Alexandrov Kremlin,located in the administrative territorial entity,Alexandrov,Who is the located in the administrative territorial entity of Alexandrov Kremlin?,Alexandrov
Alexandrov Kremlin,country,Russia,What is the country of Alexandrov Kremlin?,Russia
Mount St. Sepulchre Franciscan Monastery,diocese,Roman Catholic Archdiocese of Washington,What is the diocese of Mount St. Sepulchre Franciscan Monastery?,Roman Catholic Archdiocese of Washington
Mount St. Sepulchre Franciscan Monastery,architect,Aristide Leonori,Who does Mount St. Sepulchre Franciscan Monastery architect?,Aristide Leonori
Mount St. Sepulchre Franciscan Monastery,architectural style,Byzantine Revival architecture,What is the architectural style of Mount St. Sepulchre Franciscan Monastery?,Byzantine Revival architecture
Mount St. Sepulchre Franciscan Monastery,religion or worldview,Catholicism,What is the religion or worldview of Mount St. Sepulchre Franciscan Monastery?,Catholicism
Mount St. Sepulchre Franciscan Monastery,located in the administrative territorial entity,"Washington, D.C.",What is the located in the administrative territorial entity of Mount St. Sepulchre Franciscan Monastery?,"Washington, D.C."
Julita manor,operator,Nordic Museum,What is the operator of Julita manor?,Nordic Museum
Friendship Archway,located on street,H Street,What is the located on street of Friendship Archway?,H Street
Friendship Archway,located in the administrative territorial entity,"Washington, D.C.",What is the located in the administrative territorial entity of Friendship Archway?,"Washington, D.C."
Julita manor,owned by,Nordic Museum,What was Julita manor owned by?,Nordic Museum
Moscow Planetarium,located in the administrative territorial entity,Presnensky District,What is the located in the administrative territorial entity of Moscow Planetarium?,Presnensky District
Moscow Planetarium,architect,Michael Osipovich Barshch,Who does Moscow Planetarium architect?,Michael Osipovich Barshch
Naval Museum of Sweden,location,Karlskrona,What is the location of Naval Museum of Sweden?,Karlskrona
Moscow Planetarium,country,Russia,What is the country of Moscow Planetarium?,Russia
Asian-African Conference Museum,country,Indonesia,What is the country of Asian-African Conference Museum?,Indonesia
Asian-African Conference Museum,main subject,history,What is the main subject of Asian-African Conference Museum?,history
Asian-African Conference Museum,located in the administrative territorial entity,Bandung,What is the located in the administrative territorial entity of Asian-African Conference Museum?,Bandung
Domvs Romana,country,Malta,What is the country of Domvs Romana?,Malta
Domvs Romana,maintained by,Heritage Malta,What was Domvs Romana maintained by?,Heritage Malta
Forestiere Underground Gardens,located in the administrative territorial entity,California,What is the located in the administrative territorial entity of Forestiere Underground Gardens?,California
Domvs Romana,located in the administrative territorial entity,Mdina,What is the located in the administrative territorial entity of Domvs Romana?,Mdina
Domvs Romana,owned by,Heritage Malta,What was Domvs Romana owned by?,Heritage Malta
Ruskeala Mountain Park,located in the administrative territorial entity,Ruskeala,What is the located in the administrative territorial entity of Ruskeala Mountain Park?,Ruskeala
Ruskeala Mountain Park,location,Ruskeala,What is the location of Ruskeala Mountain Park?,Ruskeala
Resorts World Sentosa,located in the administrative territorial entity,Sentosa,What is the located in the administrative territorial entity of Resorts World Sentosa?,Sentosa
Hack Green Secret Nuclear Bunker,operator,Royal Air Force,What is the operator of Hack Green Secret Nuclear Bunker?,Royal Air Force
Ruskeala Mountain Park,country,Russia,What is the country of Ruskeala Mountain Park?,Russia
Hack Green Secret Nuclear Bunker,country,United Kingdom,What is the country of Hack Green Secret Nuclear Bunker?,United Kingdom
Resorts World Sentosa,country,Singapore,What is the country of Resorts World Sentosa?,Singapore
"RHS Garden, Wisley",country,United Kingdom,"What is the country of RHS Garden, Wisley?",United Kingdom
Nyköping Castle,operator,Sörmland Museum,What is the operator of Nyköping Castle?,Sörmland Museum
Vadstena Castle,architectural style,Renaissance,What is the architectural style of Vadstena Castle?,Renaissance
Nyköping Castle,owned by,National Property Board of Sweden,What was Nyköping Castle owned by?,National Property Board of Sweden
Vadstena Castle,owned by,National Property Board of Sweden,What was Vadstena Castle owned by?,National Property Board of Sweden
Vadstena Castle,location,Vadstena,What is the location of Vadstena Castle?,Vadstena
Malmö Castle,owned by,National Property Board of Sweden,What was Malmö Castle owned by?,National Property Board of Sweden
Leuchtturm Norderney,located in the administrative territorial entity,Norderney,What is the located in the administrative territorial entity of Leuchtturm Norderney?,Norderney
Vadstena Castle,architect,Arendt de Roy,Who does Vadstena Castle architect?,Arendt de Roy
Leuchtturm Norderney,made from material,brick,What is the made from material of Leuchtturm Norderney?,brick
Royal Gorge Bridge,crosses,Arkansas River,What does Royal Gorge Bridge cross?,Arkansas River
Leuchtturm Norderney,country,Germany,What is the country of Leuchtturm Norderney?,Germany
