subject,relation,object,question,label
Louis Victor Robert Schwartzkopff,occupation,entrepreneur,What is the occupation of Louis Victor Robert Schwartzkopff?,entrepreneur
Michael Braungart,sex or gender,male,What is the sex or gender of Michael Braungart?,male
Louis Victor Robert Schwartzkopff,place of death,Berlin,What is the place of death of Louis Victor Robert Schwartzkopff?,Berlin
Michael Braungart,employer,Erasmus University Rotterdam,What is the employer of Michael Braungart?,Erasmus University Rotterdam
Max Duttenhofer,country of citizenship,Germany,What is the country of citizenship of Max Duttenhofer?,Germany
Max Duttenhofer,place of death,Tübingen,What is the place of death of Max Duttenhofer?,Tübingen
Max Duttenhofer,manner of death,natural causes,What is the manner of death of Max Duttenhofer?,natural causes
Louis Victor Robert Schwartzkopff,country of citizenship,Germany,What is the country of citizenship of Louis Victor Robert Schwartzkopff?,Germany
Louis Victor Robert Schwartzkopff,sex or gender,male,What is the sex or gender of Louis Victor Robert Schwartzkopff?,male
Bill Gates,present in work,iSteve,What is the present in work of Bill Gates?,iSteve
Max Duttenhofer,place of birth,Rottweil,What is the place of birth of Max Duttenhofer?,Rottweil
Michael Braungart,academic degree,doctorate,What is the academic degree of Michael Braungart?,doctorate
Max Duttenhofer,sex or gender,male,What is the sex or gender of Max Duttenhofer?,male
Bill Gates,affiliation,Bill & Melinda Gates Foundation,What is the affiliation of Bill Gates?,Bill & Melinda Gates Foundation
Bill Gates,stepparent,Mimi Gardner Gates,Who is the stepparent of Bill Gates?,Mimi Gardner Gates
Wim Thoelke,employer,ZDF,What is the employer of Wim Thoelke?,ZDF
Wim Thoelke,place of death,Niedernhausen,What is the place of death of Wim Thoelke?,Niedernhausen
Wim Thoelke,country of citizenship,Germany,What is the country of citizenship of Wim Thoelke?,Germany
Michael Braungart,given name,Michael,Who is the given name of Michael Braungart?,Michael
Conrad Dietrich Magirus,country of citizenship,Germany,What is the country of citizenship of Conrad Dietrich Magirus?,Germany
Conrad Dietrich Magirus,place of birth,Ulm,What is the place of birth of Conrad Dietrich Magirus?,Ulm
Conrad Dietrich Magirus,founded by,Magirus,What was Conrad Dietrich Magirus founded by?,Magirus
Ignaz Ginzkey,occupation,entrepreneur,What is the occupation of Ignaz Ginzkey?,entrepreneur
Ignaz Ginzkey,sex or gender,male,What is the sex or gender of Ignaz Ginzkey?,male
Wim Thoelke,sex or gender,male,What is the sex or gender of Wim Thoelke?,male
Conrad Dietrich Magirus,place of death,Ulm,What is the place of death of Conrad Dietrich Magirus?,Ulm
Conrad Dietrich Magirus,described by source,Allgemeine Deutsche Biographie,What is the described by source of Conrad Dietrich Magirus?,Allgemeine Deutsche Biographie
Asif Ali Zardari,religion or worldview,Shia Islam,What is the religion or worldview of Asif Ali Zardari?,Shia Islam
Asif Ali Zardari,native language,Urdu,What is the native language of Asif Ali Zardari?,Urdu
Asif Ali Zardari,member of political party,Pakistan Peoples Party,What is the member of political party of Asif Ali Zardari?,Pakistan Peoples Party
Asif Ali Zardari,child,Bilawal Bhutto Zardari,Who is the child of Asif Ali Zardari?,Bilawal Bhutto Zardari
Conrad Dietrich Magirus,sex or gender,male,What is the sex or gender of Conrad Dietrich Magirus?,male
Asif Ali Zardari,spouse,Benazir Bhutto,Who is the spouse of Asif Ali Zardari?,Benazir Bhutto
Asif Ali Zardari,convicted of,money laundering,What was Asif Ali Zardari convicted of?,money laundering
Asif Ali Zardari,sex or gender,male,What is the sex or gender of Asif Ali Zardari?,male
Oskar Messter,place of birth,Berlin,What is the place of birth of Oskar Messter?,Berlin
Toto Wolff,sport,auto racing,What is the sport of Toto Wolff?,auto racing
Oskar Messter,country of citizenship,German Reich,What is the country of citizenship of Oskar Messter?,German Reich
Toto Wolff,place of birth,Vienna,What is the place of birth of Toto Wolff?,Vienna
Toto Wolff,spouse,Susie Wolff,Who is the spouse of Toto Wolff?,Susie Wolff
Oskar Messter,sex or gender,male,What is the sex or gender of Oskar Messter?,male
Toto Wolff,sex or gender,male,What is the sex or gender of Toto Wolff?,male
Bill Gates,official podcast,Unconfuse Me,What is the official podcast of Bill Gates?,Unconfuse Me
Bethel Henry Strousberg,place of death,Berlin,What is the place of death of Bethel Henry Strousberg?,Berlin
Toto Wolff,family name,Wolff,Who is the family name of Toto Wolff?,Wolff
Bill Gates,writing language,English,What is the writing language of Bill Gates?,English
Bethel Henry Strousberg,place of birth,Nidzica,What is the place of birth of Bethel Henry Strousberg?,Nidzica
Toto Wolff,employer,Mercedes F1 Team,What is the employer of Toto Wolff?,Mercedes F1 Team
Henri Nestlé,manner of death,natural causes,What is the manner of death of Henri Nestlé?,natural causes
Bethel Henry Strousberg,sex or gender,male,What is the sex or gender of Bethel Henry Strousberg?,male
Carl Leverkus,field of work,chemistry,What is the field of work of Carl Leverkus?,chemistry
Henri Nestlé,place of death,Glion,What is the place of death of Henri Nestlé?,Glion
Henri Nestlé,place of birth,Frankfurt,What is the place of birth of Henri Nestlé?,Frankfurt
Richard Lenel,place of birth,Mannheim,What is the place of birth of Richard Lenel?,Mannheim
Carl Leverkus,educated at,University of Marburg,What was Carl Leverkus educated at?,University of Marburg
Richard Lenel,member of political party,German People's Party,What is the member of political party of Richard Lenel?,German People's Party
Henri Nestlé,sex or gender,male,What is the sex or gender of Henri Nestlé?,male
Bernhard Sprengel,country of citizenship,Germany,What is the country of citizenship of Bernhard Sprengel?,Germany
Richard Lenel,country of citizenship,Germany,What is the country of citizenship of Richard Lenel?,Germany
Carl Leverkus,sex or gender,male,What is the sex or gender of Carl Leverkus?,male
Carl Paul Goerz,place of birth,Brandenburg an der Havel,What is the place of birth of Carl Paul Goerz?,Brandenburg an der Havel
Richard Lenel,sex or gender,male,What is the sex or gender of Richard Lenel?,male
Carl Leverkus,given name,Carl,Who is the given name of Carl Leverkus?,Carl
Carl Paul Goerz,place of death,Berlin,What is the place of death of Carl Paul Goerz?,Berlin
Richard Lenel,occupation,entrepreneur,What is the occupation of Richard Lenel?,entrepreneur
Bernhard Sprengel,given name,Bernhard,Who is the given name of Bernhard Sprengel?,Bernhard
Carl Paul Goerz,occupation,entrepreneur,What is the occupation of Carl Paul Goerz?,entrepreneur
Richard Lenel,given name,Richard,Who is the given name of Richard Lenel?,Richard
Kurt von Kleefeld,place of birth,Kassel,What is the place of birth of Kurt von Kleefeld?,Kassel
Kurt von Kleefeld,country of citizenship,Germany,What is the country of citizenship of Kurt von Kleefeld?,Germany
Bernhard Sprengel,sex or gender,male,What is the sex or gender of Bernhard Sprengel?,male
Carl Paul Goerz,given name,Carl,Who is the given name of Carl Paul Goerz?,Carl
Kurt von Kleefeld,place of death,Karlshorst,What is the place of death of Kurt von Kleefeld?,Karlshorst
Kurt von Kleefeld,member of political party,German Democratic Party,What is the member of political party of Kurt von Kleefeld?,German Democratic Party
Carl Paul Goerz,sex or gender,male,What is the sex or gender of Carl Paul Goerz?,male
Kurt von Kleefeld,given name,Kurt,Who is the given name of Kurt von Kleefeld?,Kurt
Ernest Bai Koroma,country of citizenship,Sierra Leone,What is the country of citizenship of Ernest Bai Koroma?,Sierra Leone
Kurt von Kleefeld,sex or gender,male,What is the sex or gender of Kurt von Kleefeld?,male
Ernest Bai Koroma,educated at,Fourah Bay College,What was Ernest Bai Koroma educated at?,Fourah Bay College
Ernest Bai Koroma,sex or gender,male,What is the sex or gender of Ernest Bai Koroma?,male
"Emich, 5th Prince of Leiningen",member of political party,Nazi Party,"What is the member of political party of Emich, 5th Prince of Leiningen?",Nazi Party
"Emich, 5th Prince of Leiningen",family,House of Leiningen,"What is the family of Emich, 5th Prince of Leiningen?",House of Leiningen
"Emich, 5th Prince of Leiningen",mother,Princess Marie of Baden,"Who is the mother of Emich, 5th Prince of Leiningen?",Princess Marie of Baden
"Emich, 5th Prince of Leiningen",conflict,World War I,"What is the conflict of Emich, 5th Prince of Leiningen?",World War I
"Emich, 5th Prince of Leiningen",father,"Ernst Leopold, 4th Prince of Leiningen","Who is the father of Emich, 5th Prince of Leiningen?","Ernst Leopold, 4th Prince of Leiningen"
"Emich, 5th Prince of Leiningen",sex or gender,male,"What is the sex or gender of Emich, 5th Prince of Leiningen?",male
Paul Daimler,place of death,Berlin,What is the place of death of Paul Daimler?,Berlin
Paul Daimler,country of citizenship,Germany,What is the country of citizenship of Paul Daimler?,Germany
"Emich, 5th Prince of Leiningen",country of citizenship,German Reich,"What is the country of citizenship of Emich, 5th Prince of Leiningen?",German Reich
"Emich, 5th Prince of Leiningen",spouse,Princess Feodore of Hohenlohe-Langenburg,"Who is the spouse of Emich, 5th Prince of Leiningen?",Princess Feodore of Hohenlohe-Langenburg
Paul Daimler,place of birth,Karlsruhe,What is the place of birth of Paul Daimler?,Karlsruhe
Ernest Bai Koroma,given name,Ernst,Who is the given name of Ernest Bai Koroma?,Ernst
Paul Daimler,sex or gender,male,What is the sex or gender of Paul Daimler?,male
Bill Lawrence,place of birth,Wahn,What is the place of birth of Bill Lawrence?,Wahn
Bill Lawrence,genre,jazz,What is the genre of Bill Lawrence?,jazz
Barbara Uthmann,country of citizenship,Germany,What is the country of citizenship of Barbara Uthmann?,Germany
Bill Lawrence,place of death,Southern California,What is the place of death of Bill Lawrence?,Southern California
Bill Lawrence,instrument,guitar,What is the instrument of Bill Lawrence?,guitar
Barbara Uthmann,given name,Barbara,Who is the given name of Barbara Uthmann?,Barbara
Barbara Uthmann,field of work,bobbin lace making,What is the field of work of Barbara Uthmann?,bobbin lace making
Bill Lawrence,sex or gender,male,What is the sex or gender of Bill Lawrence?,male
Barbara Uthmann,occupation,entrepreneur,What is the occupation of Barbara Uthmann?,entrepreneur
Barbara Uthmann,spouse,Christoph Uthmann,Who is the spouse of Barbara Uthmann?,Christoph Uthmann
Bill Lawrence,family name,Stich,Who is the family name of Bill Lawrence?,Stich
lhaj Adam Opel,place of death,Rüsselsheim am Main,What is the place of death of lhaj Adam Opel?,Rüsselsheim am Main
lhaj Adam Opel,work location,Rüsselsheim am Main,What is the work location of lhaj Adam Opel?,Rüsselsheim am Main
Paul Daimler,given name,Paul,Who is the given name of Paul Daimler?,Paul
Barbara Uthmann,sex or gender,female,What is the sex or gender of Barbara Uthmann?,female
lhaj Adam Opel,place of birth,Rüsselsheim am Main,What is the place of birth of lhaj Adam Opel?,Rüsselsheim am Main
lhaj Adam Opel,spouse,Sophie Opel,Who is the spouse of lhaj Adam Opel?,Sophie Opel
lhaj Adam Opel,given name,Adam,Who is the given name of lhaj Adam Opel?,Adam
lhaj Adam Opel,family name,Opel,What is the family name of lhaj Adam Opel?,Opel
Julius Pintsch,sex or gender,male,What is the sex or gender of Julius Pintsch?,male
lhaj Adam Opel,sex or gender,male,What is the sex or gender of lhaj Adam Opel?,male
Julius Pintsch,place of birth,Berlin,What is the place of birth of Julius Pintsch?,Berlin
Julius Pintsch,place of death,Fürstenwalde,What is the place of death of Julius Pintsch?,Fürstenwalde
Ralph H. Baer,field of work,technology,What is the field of work of Ralph H. Baer?,technology
Ralph H. Baer,place of birth,Rodalben,Who is the place of birth of Ralph H. Baer?,Rodalben
Julius Pintsch,country of citizenship,Germany,What is the country of citizenship of Julius Pintsch?,Germany
Friedbert Pflüger,native language,German,What is the native language of Friedbert Pflüger?,German
Ralph H. Baer,sex or gender,male,What is the sex or gender of Ralph H. Baer?,male
Friedbert Pflüger,member of political party,Christian Democratic Union,What is the member of political party of Friedbert Pflüger?,Christian Democratic Union
Friedbert Pflüger,employer,King's College London,What is the employer of Friedbert Pflüger?,King's College London
Ralph H. Baer,manner of death,natural causes,What is the manner of death of Ralph H. Baer?,natural causes
Friedbert Pflüger,educated at,University of Bonn,What was Friedbert Pflüger educated at?,University of Bonn
Ralph H. Baer,family name,Baer,Who is the family name of Ralph H. Baer?,Baer
Ralph H. Baer,conflict,World War II,What is the conflict of Ralph H. Baer?,World War II
Friedbert Pflüger,country of citizenship,Germany,What is the country of citizenship of Friedbert Pflüger?,Germany
Friedbert Pflüger,sex or gender,male,What is the sex or gender of Friedbert Pflüger?,male
Franz Seldte,place of death,Fürth,What is the place of death of Franz Seldte?,Fürth
Franz Seldte,country of citizenship,Germany,What is the country of citizenship of Franz Seldte?,Germany
Ralph H. Baer,academic degree,Bachelor of Science,What is the academic degree of Ralph H. Baer?,Bachelor of Science
Artur Fischer,family name,Fischer,Who is the family name of Artur Fischer?,Fischer
Franz Seldte,military branch,Imperial German Army,What is the military branch of Franz Seldte?,Imperial German Army
Franz Seldte,place of burial,Saint Lawrence church in Rottach-Egern,What is the place of burial of Franz Seldte?,Saint Lawrence church in Rottach-Egern
Josef Sablatnig,member of political party,Nazi Party,What is the member of political party of Josef Sablatnig?,Nazi Party
Franz Seldte,place of birth,Magdeburg,What is the place of birth of Franz Seldte?,Magdeburg
Franz Seldte,sex or gender,male,What is the sex or gender of Franz Seldte?,male
Kemal Şahin,native language,Turkish,What is the native language of Kemal Şahin?,Turkish
Josef Sablatnig,place of birth,Klagenfurt am Wörthersee,What is the place of birth of Josef Sablatnig?,Klagenfurt am Wörthersee
Josef Sablatnig,given name,Joseph,Who is the given name of Josef Sablatnig?,Joseph
Konrad Gobel,place of death,Frankfurt,What is the place of death of Konrad Gobel?,Frankfurt
Konrad Gobel,occupation,entrepreneur,What is the occupation of Konrad Gobel?,entrepreneur
Kemal Şahin,educated at,RWTH Aachen University,What was Kemal Şahin educated at?,RWTH Aachen University
Franz Seldte,work location,Berlin,What is the work location of Franz Seldte?,Berlin
Konrad Gobel,place of birth,Frankfurt,What is the place of birth of Konrad Gobel?,Frankfurt
Konrad Gobel,country of citizenship,Germany,What is the country of citizenship of Konrad Gobel?,Germany
Franz Seldte,medical condition,amputation,What is the medical condition of Franz Seldte?,amputation
Josef Sablatnig,sex or gender,male,What is the sex or gender of Josef Sablatnig?,male
Konrad Gobel,sex or gender,male,What is the sex or gender of Konrad Gobel?,male
Emile Berliner,place of death,"Washington, D.C.",What is the place of death of Emile Berliner?,"Washington, D.C."
Emile Berliner,educated at,Cooper Union,What was Emile Berliner educated at?,Cooper Union
Konrad Gobel,family name,Gobel,Who is the family name of Konrad Gobel?,Gobel
Franz Xaver von Ballestrem,native language,German,What is the native language of Franz Xaver von Ballestrem?,German
Emile Berliner,child,Herbert Samuel Berliner,Who is the child of Emile Berliner?,Herbert Samuel Berliner
Franz Xaver von Ballestrem,member of political party,Centre Party,What is the member of political party of Franz Xaver von Ballestrem?,Centre Party
Franz Xaver von Ballestrem,place of death,Pławniowice,What is the place of death of Franz Xaver von Ballestrem?,Pławniowice
Franz Xaver von Ballestrem,family,Ballestrem,Who is the family of Franz Xaver von Ballestrem?,Ballestrem
Franz Xaver von Ballestrem,religion or worldview,Catholicism,What is the religion or worldview of Franz Xaver von Ballestrem?,Catholicism
Moritz Hochschild,place of death,Paris,What is the place of death of Moritz Hochschild?,Paris
Emile Berliner,sex or gender,male,What is the sex or gender of Emile Berliner?,male
Franz Xaver von Ballestrem,child,Valentin von Ballestrem,Who is the child of Franz Xaver von Ballestrem?,Valentin von Ballestrem
Franz Xaver von Ballestrem,place of birth,Pławniowice,What is the place of birth of Franz Xaver von Ballestrem?,Pławniowice
Franz Xaver von Ballestrem,father,Carl Wolfgang von Ballestrem,Who is the father of Franz Xaver von Ballestrem?,Carl Wolfgang von Ballestrem
Franz Xaver von Ballestrem,sex or gender,male,What is the sex or gender of Franz Xaver von Ballestrem?,male
Moritz Hochschild,sex or gender,male,What is the sex or gender of Moritz Hochschild?,male
Gordon Bajnai,position played on team / speciality,goalkeeper,What is the position played on team / speciality of Gordon Bajnai?,goalkeeper
Moritz Hochschild,occupation,entrepreneur,What is the occupation of Moritz Hochschild?,entrepreneur
Konrad Gobel,described by source,Allgemeine Deutsche Biographie,What is the described by source of Konrad Gobel?,Allgemeine Deutsche Biographie
Moritz Hochschild,educated at,Freiberg University of Mining and Technology,What was Moritz Hochschild educated at?,Freiberg University of Mining and Technology
Moritz Hochschild,place of birth,Biblis,What is the place of birth of Moritz Hochschild?,Biblis
Gordon Bajnai,academic degree,doctorate,What is the academic degree of Gordon Bajnai?,doctorate
Matthias Willenbacher,occupation,entrepreneur,What is the occupation of Matthias Willenbacher?,entrepreneur
Claudius Dornier,place of death,Zug,What is the place of death of Claudius Dornier?,Zug
Claudius Dornier,member of political party,Nazi Party,What is the member of political party of Claudius Dornier?,Nazi Party
50 Cent,writing language,English,What is the writing language of 50 Cent?,English
Matthias Willenbacher,country of citizenship,Germany,What is the country of citizenship of Matthias Willenbacher?,Germany
Claudius Dornier,field of work,aerospace industry,What is the field of work of Claudius Dornier?,aerospace industry
Matthias Willenbacher,given name,Matthias,Who is the given name of Matthias Willenbacher?,Matthias
Peter von Siemens,given name,Peter,Who is the given name of Peter von Siemens?,Peter
Claudius Dornier,educated at,Technical University of Munich,What was Claudius Dornier educated at?,Technical University of Munich
Matthias Willenbacher,sex or gender,male,What is the sex or gender of Matthias Willenbacher?,male
Pedro Passos Coelho,religion or worldview,Catholicism,What is the religion or worldview of Pedro Passos Coelho?,Catholicism
Pedro Passos Coelho,member of political party,Social Democratic Party,What is the member of political party of Pedro Passos Coelho?,Social Democratic Party
Claudius Dornier,sex or gender,male,What is the sex or gender of Claudius Dornier?,male
Pedro Passos Coelho,educated at,University of Lisbon,What was Pedro Passos Coelho educated at?,University of Lisbon
Joachim Milberg,country of citizenship,Germany,What is the country of citizenship of Joachim Milberg?,Germany
Pedro Passos Coelho,sex or gender,male,What is the sex or gender of Pedro Passos Coelho?,male
Joachim Milberg,sex or gender,male,What is the sex or gender of Joachim Milberg?,male
Karl Nessler,family name,Nessler,Who is the family name of Karl Nessler?,Nessler
Joachim Milberg,employer,Technical University of Munich,What is the employer of Joachim Milberg?,Technical University of Munich
Karl Nessler,manner of death,natural causes,What is the manner of death of Karl Nessler?,natural causes
Claudius Dornier,work location,Friedrichshafen,What is the work location of Claudius Dornier?,Friedrichshafen
Claudius Dornier,given name,Claude,Who is the given name of Claudius Dornier?,Claude
Emile Berliner,significant event,emigration,What is the significant event of Emile Berliner?,emigration
Karl Nessler,occupation,entrepreneur,What is the occupation of Karl Nessler?,entrepreneur
Franz Xaver von Ballestrem,work location,Berlin,What is the work location of Franz Xaver von Ballestrem?,Berlin
Karl Nessler,place of death,Harrington Park,What is the place of death of Karl Nessler?,Harrington Park
Emile Berliner,given name,Emil,Who is the given name of Emile Berliner?,Emil
Karl Nessler,sex or gender,male,What is the sex or gender of Karl Nessler?,male
Karl Nessler,given name,Karl,Who is the given name of Karl Nessler?,Karl
Emile Berliner,manner of death,natural causes,What is the manner of death of Emile Berliner?,natural causes
Peter von Siemens,place of death,Munich,What is the place of death of Peter von Siemens?,Munich
Franz Xaver von Ballestrem,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Franz Xaver von Ballestrem?,Brockhaus and Efron Encyclopedic Dictionary
Moritz Hochschild,industry,mining,What is the industry of Moritz Hochschild?,mining
Peter von Siemens,place of birth,Berlin,What is the place of birth of Peter von Siemens?,Berlin
Emile Berliner,family name,Berliner,What is the family name of Emile Berliner?,Berliner
Peter von Siemens,sex or gender,male,What is the sex or gender of Peter von Siemens?,male
50 Cent,native language,English,What is the native language of 50 Cent?,English
Peter von Siemens,country of citizenship,Germany,What is the country of citizenship of Peter von Siemens?,Germany
Peter von Siemens,occupation,entrepreneur,What is the occupation of Peter von Siemens?,entrepreneur
Gordon Bajnai,native language,Hungarian,What is the native language of Gordon Bajnai?,Hungarian
50 Cent,sex or gender,male,What is the sex or gender of 50 Cent?,male
Gordon Bajnai,sex or gender,male,What is the sex or gender of Gordon Bajnai?,male
Gordon Bajnai,educated at,Corvinus University of Budapest,What was Gordon Bajnai educated at?,Corvinus University of Budapest
"Hans Heinrich XI, 2nd Prince of Pless, Count of Hochberg",work location,Berlin,"What is the work location of Hans Heinrich XI, 2nd Prince of Pless, Count of Hochberg?",Berlin
"Hans Heinrich XI, 2nd Prince of Pless, Count of Hochberg",place of birth,Berlin,"What is the place of birth of Hans Heinrich XI, 2nd Prince of Pless, Count of Hochberg?",Berlin
"Hans Heinrich XI, 2nd Prince of Pless, Count of Hochberg",military or police rank,general,"What is the military or police rank of Hans Heinrich XI, 2nd Prince of Pless, Count of Hochberg?",general
"Hans Heinrich XI, 2nd Prince of Pless, Count of Hochberg",conflict,Franco-Prussian War,"What is the conflict of Hans Heinrich XI, 2nd Prince of Pless, Count of Hochberg?",Franco-Prussian War
"Hans Heinrich XI, 2nd Prince of Pless, Count of Hochberg",member of political party,Free Conservative Party,"What is the member of political party of Hans Heinrich XI, 2nd Prince of Pless, Count of Hochberg?",Free Conservative Party
"Hans Heinrich XI, 2nd Prince of Pless, Count of Hochberg",father,"Hans Heinrich X von Hochberg, 1st Prince of Pless","Who is the father of Hans Heinrich XI, 2nd Prince of Pless, Count of Hochberg?","Hans Heinrich X von Hochberg, 1st Prince of Pless"
"Hans Heinrich XI, 2nd Prince of Pless, Count of Hochberg",sex or gender,male,"What is the sex or gender of Hans Heinrich XI, 2nd Prince of Pless, Count of Hochberg?",male
50 Cent,ethnic group,African Americans,What is the ethnic group of 50 Cent?,African Americans
"Hans Heinrich XI, 2nd Prince of Pless, Count of Hochberg",given name,Hans,"Who is the given name of Hans Heinrich XI, 2nd Prince of Pless, Count of Hochberg?",Hans
50 Cent,instrument,voice,What is the instrument of 50 Cent?,voice
50 Cent,employer,Interscope Records,What is the employer of 50 Cent?,Interscope Records
Jan Gustafsson,sport,chess,What is the sport of Jan Gustafsson?,chess
Jan Gustafsson,native language,German,What is the native language of Jan Gustafsson?,German
50 Cent,family name,Jackson,Who is the family name of 50 Cent?,Jackson
Jan Gustafsson,country for sport,Germany,What is the country for sport of Jan Gustafsson?,Germany
Jan Gustafsson,place of birth,Hamburg,What is the place of birth of Jan Gustafsson?,Hamburg
Jan Gustafsson,country of citizenship,Germany,What is the country of citizenship of Jan Gustafsson?,Germany
John Jacob Astor I,family,Astor family,Who is the family of John Jacob Astor I?,Astor family
Jan Gustafsson,sex or gender,male,What is the sex or gender of Jan Gustafsson?,male
Jan Gustafsson,given name,Jan,What is the given name of Jan Gustafsson?,Jan
John Jacob Astor I,place of death,Manhattan,What is the place of death of John Jacob Astor I?,Manhattan
John Jacob Astor I,spouse,Sarah Todd,Who is the spouse of John Jacob Astor I?,Sarah Todd
"Prince Friedrich Wilhelm, 7th Prince of Wied",child,"Prince Carl, 8th Prince of Wied","Who is the child of Prince Friedrich Wilhelm, 7th Prince of Wied?","Prince Carl, 8th Prince of Wied"
"Prince Friedrich Wilhelm, 7th Prince of Wied",country of citizenship,Germany,"What is the country of citizenship of Prince Friedrich Wilhelm, 7th Prince of Wied?",Germany
John Jacob Astor I,depicted by,John Jacob Astor,Who was John Jacob Astor I depicted by?,John Jacob Astor
"Prince Friedrich Wilhelm, 7th Prince of Wied",occupation,entrepreneur,"What is the occupation of Prince Friedrich Wilhelm, 7th Prince of Wied?",entrepreneur
John Jacob Astor I,sex or gender,male,What is the sex or gender of John Jacob Astor I?,male
"Prince Friedrich Wilhelm, 7th Prince of Wied",spouse,Princess Guda of Waldeck and Pyrmont,"Who is the spouse of Prince Friedrich Wilhelm, 7th Prince of Wied?",Princess Guda of Waldeck and Pyrmont
Rolf Gerling,country of citizenship,Germany,What is the country of citizenship of Rolf Gerling?,Germany
"Prince Friedrich Wilhelm, 7th Prince of Wied",family name,Wilhelm,"Who is the family name of Prince Friedrich Wilhelm, 7th Prince of Wied?",Wilhelm
John Jacob Astor I,occupation,entrepreneur,What is the occupation of John Jacob Astor I?,entrepreneur
Klaus-Peter Müller,employer,Commerzbank AG,What is the employer of Klaus-Peter Müller?,Commerzbank AG
Rolf Gerling,occupation,entrepreneur,What is the occupation of Rolf Gerling?,entrepreneur
Rolf Gerling,family name,Gerling,What is the family name of Rolf Gerling?,Gerling
Rolf Gerling,father,Hans Gerling,Who is the father of Rolf Gerling?,Hans Gerling
"Prince Friedrich Wilhelm, 7th Prince of Wied",sex or gender,male,"What is the sex or gender of Prince Friedrich Wilhelm, 7th Prince of Wied?",male
Rolf Gerling,sex or gender,male,What is the sex or gender of Rolf Gerling?,male
Klaus-Peter Müller,affiliation,Commerzbank AG,What is the affiliation of Klaus-Peter Müller?,Commerzbank AG
Klaus-Peter Müller,family name,Müller,Who is the family name of Klaus-Peter Müller?,Müller
Klaus-Peter Müller,sex or gender,male,What is the sex or gender of Klaus-Peter Müller?,male
Klaus-Peter Müller,country of citizenship,Germany,What is the country of citizenship of Klaus-Peter Müller?,Germany
Friedbert Pflüger,affiliation,CDU/CSU Bundestag fraction,What is the affiliation of Friedbert Pflüger?,CDU/CSU Bundestag fraction
Artur Fischer,place of death,Waldachtal,What is the place of death of Artur Fischer?,Waldachtal
Klaus-Peter Müller,place of birth,Duppach,Who is the place of birth of Klaus-Peter Müller?,Duppach
Artur Fischer,country of citizenship,Germany,What is the country of citizenship of Artur Fischer?,Germany
Ricardo Martinelli,native language,Spanish,What is the native language of Ricardo Martinelli?,Spanish
Artur Fischer,place of birth,Waldachtal,What is the place of birth of Artur Fischer?,Waldachtal
Ricardo Martinelli,religion or worldview,Catholicism,What is the religion or worldview of Ricardo Martinelli?,Catholicism
Ricardo Martinelli,place of birth,Panama City,What is the place of birth of Ricardo Martinelli?,Panama City
Ricardo Martinelli,penalty,innocence,What is the penalty of Ricardo Martinelli?,innocence
Ricardo Martinelli,sex or gender,male,What is the sex or gender of Ricardo Martinelli?,male
Ricardo Martinelli,academic degree,Bachelor in Business Administration,What is the academic degree of Ricardo Martinelli?,Bachelor in Business Administration
Ricardo Martinelli,given name,Alberto,Who is the given name of Ricardo Martinelli?,Alberto
Joachim Milberg,work location,Munich,What is the work location of Joachim Milberg?,Munich
Kemal Şahin,sex or gender,male,What is the sex or gender of Kemal Şahin?,male
Artur Fischer,sex or gender,male,What is the sex or gender of Artur Fischer?,male
Ricardo Martinelli,family name,Martinelli,Who is the family name of Ricardo Martinelli?,Martinelli
Carl Heinrich Theodor Knorr,place of birth,Wendeburg,Who is the place of birth of Carl Heinrich Theodor Knorr?,Wendeburg
Pedro Passos Coelho,given name,Pedro,Who is the given name of Pedro Passos Coelho?,Pedro
Carl Heinrich Theodor Knorr,place of death,Heilbronn,What is the place of death of Carl Heinrich Theodor Knorr?,Heilbronn
Joachim Milberg,academic degree,doctorate,What is the academic degree of Joachim Milberg?,doctorate
Carl Heinrich Theodor Knorr,country of citizenship,Duchy of Brunswick,What is the country of citizenship of Carl Heinrich Theodor Knorr?,Duchy of Brunswick
Robert Bosch,field of work,automotive industry,What is the field of work of Robert Bosch?,automotive industry
Robert Bosch,place of birth,Albeck,Who is the place of birth of Robert Bosch?,Albeck
Carl Heinrich Theodor Knorr,sex or gender,male,What is the sex or gender of Carl Heinrich Theodor Knorr?,male
Robert Bosch,spouse,Anna Bosch,Who is the spouse of Robert Bosch?,Anna Bosch
Robert Bosch,sex or gender,male,What is the sex or gender of Robert Bosch?,male
Andrus Ansip,country of citizenship,Estonia,What is the country of citizenship of Andrus Ansip?,Estonia
Karl Godulla,child,Johanna von Schaffgotsch,Who is the child of Karl Godulla?,Johanna von Schaffgotsch
Karl Godulla,given name,Karl,Who is the given name of Karl Godulla?,Karl
Andrus Ansip,place of birth,Tartu,What is the place of birth of Andrus Ansip?,Tartu
Karl Godulla,sex or gender,male,What is the sex or gender of Karl Godulla?,male
Karl Godulla,occupation,entrepreneur,What is the occupation of Karl Godulla?,entrepreneur
Robert Bosch,family name,Bosch,What is the family name of Robert Bosch?,Bosch
Robert Bosch,given name,Robert,Who is the given name of Robert Bosch?,Robert
Heinrich Emanuel Merck,country of citizenship,Germany,What is the country of citizenship of Heinrich Emanuel Merck?,Germany
Andrus Ansip,sex or gender,male,What is the sex or gender of Andrus Ansip?,male
