subject,relation,object,question,label
Uzbekistan,head of state,Shavkat Mirziyoyev,Who is the head of state of Uzbekistan?,Shavkat Mirziyoyev
Uzbekistan,flag,flag of Uzbekistan,What is the flag of Uzbekistan?,flag of Uzbekistan
Uzbekistan,capital,Tashkent,What is the capital of Uzbekistan?,Tashkent
Uzbekistan,currency,Uzbekistani som,What is the currency of Uzbekistan?,Uzbekistani som
Uzbekistan,basic form of government,presidential system,What is the basic form of government of Uzbekistan?,presidential system
Rwanda,currency,Rwandan franc,What is the currency of Rwanda?,Rwandan franc
Uzbekistan,head of government,Abdulla Nigmatovich Aripov,Who is the head of government of Uzbekistan?,Abdulla Nigmatovich Aripov
Rwanda,flag,flag of Rwanda,What is the flag of Rwanda?,flag of Rwanda
Rwanda,capital,Kigali,What is the capital of Rwanda?,Kigali
Rwanda,head of state,Paul Kagame,Who is the head of state of Rwanda?,Paul Kagame
Rwanda,head of government,Édouard Ngirente,Who is the head of government of Rwanda?,Édouard Ngirente
Chile,driving side,right,What is the driving side of Chile?,right
Chile,history of topic,history of Chile,What is the history of topic of Chile?,history of Chile
Chile,central bank,Central Bank of Chile,What is the central bank of Chile?,Central Bank of Chile
Chile,railway traffic side,right,What is the railway traffic side of Chile?,right
Rwanda,located in/on physical feature,Central Africa,What is the located in/on physical feature of Rwanda?,Central Africa
Rwanda,central bank,National Bank of Rwanda,What is the central bank of Rwanda?,National Bank of Rwanda
Rwanda,highest point,Mount Karisimbi,What is the highest point of Rwanda?,Mount Karisimbi
Rwanda,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Rwanda?,Brockhaus and Efron Encyclopedic Dictionary
Uzbekistan,driving side,right,What is the driving side of Uzbekistan?,right
Uzbekistan,public holiday,Novruz,What is the public holiday of Uzbekistan?,Novruz
Rwanda,history of topic,history of Rwanda,What is the history of topic of Rwanda?,history of Rwanda
Rwanda,driving side,right,What is the driving side of Rwanda?,right
Uzbekistan,railway traffic side,right,What is the railway traffic side of Uzbekistan?,right
South Africa,history of topic,history of South Africa,What is the history of topic of South Africa?,history of South Africa
Chile,official language,Spanish,What is the official language of Chile?,Spanish
Chile,flag,flag of Chile,What is the flag of Chile?,flag of Chile
Chile,currency,Chilean peso,What is the currency of Chile?,Chilean peso
Chile,ethnic group,Chileans,What is the ethnic group of Chile?,Chileans
Chile,head of government,Gabriel Boric,Who is the head of government of Chile?,Gabriel Boric
Chile,head of state,Gabriel Boric,Who is the head of state of Chile?,Gabriel Boric
Chile,capital,Santiago,What is the capital of Chile?,Santiago
São Tomé and Príncipe,located in/on physical feature,Central Africa,What is the located in/on physical feature of São Tomé and Príncipe?,Central Africa
Uzbekistan,central bank,Central Bank of Uzbekistan,What is the central bank of Uzbekistan?,Central Bank of Uzbekistan
São Tomé and Príncipe,highest point,Pico de São Tomé,What is the highest point of São Tomé and Príncipe?,Pico de São Tomé
São Tomé and Príncipe,driving side,right,What is the driving side of São Tomé and Príncipe?,right
Algeria,driving side,right,What is the driving side of Algeria?,right
Algeria,history of topic,history of Algeria,What is the history of topic of Algeria?,history of Algeria
Algeria,madhhab,Malikism,What is the madhhab of Algeria?,Malikism
Senegal,basic form of government,presidential system,What is the basic form of government of Senegal?,presidential system
Senegal,named after,Senegal River,What was Senegal named after?,Senegal River
Senegal,head of government,Bassirou Diomaye Diakhar Faye,Who is the head of government of Senegal?,Bassirou Diomaye Diakhar Faye
Senegal,head of state,Bassirou Diomaye Diakhar Faye,Who is the head of state of Senegal?,Bassirou Diomaye Diakhar Faye
Senegal,currency,West African CFA franc,What is the currency of Senegal?,West African CFA franc
Senegal,flag,flag of Senegal,What is the flag of Senegal?,flag of Senegal
Senegal,located in/on physical feature,West Africa,What is the located in/on physical feature of Senegal?,West Africa
Senegal,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Senegal?,Brockhaus and Efron Encyclopedic Dictionary
Senegal,central bank,Central Bank of West African States,What is the central bank of Senegal?,Central Bank of West African States
Singapore,flag,flag of Singapore,What is the flag of Singapore?,flag of Singapore
Singapore,currency,Singapore dollar,What is the currency of Singapore?,Singapore dollar
Singapore,highest judicial authority,Supreme Court of Singapore,What is the highest judicial authority of Singapore?,Supreme Court of Singapore
Singapore,executive body,Government of Singapore,What is the executive body of Singapore?,Government of Singapore
Singapore,head of state,Tharman Shanmugaratnam,Who is the head of state of Singapore?,Tharman Shanmugaratnam
Singapore,head of government,Lawrence Wong,Who is the head of government of Singapore?,Lawrence Wong
Singapore,legislative body,Parliament of Singapore,What is the legislative body of Singapore?,Parliament of Singapore
Bahrain,official language,Arabic,What is the official language of Bahrain?,Arabic
Bahrain,flag,flag of Bahrain,What is the flag of Bahrain?,flag of Bahrain
Bahrain,head of state,Hamad II of Bahrain,Who is the head of state of Bahrain?,Hamad II of Bahrain
Bahrain,capital,Manama,What is the capital of Bahrain?,Manama
Bahrain,head of government,"Salman bin Hamad, Crown Prince of Bahrain",Who is the head of government of Bahrain?,"Salman bin Hamad, Crown Prince of Bahrain"
Bahrain,basic form of government,constitutional monarchy,What is the basic form of government of Bahrain?,constitutional monarchy
Bahrain,highest point,Mountain of Smoke,What is the highest point of Bahrain?,Mountain of Smoke
Liechtenstein,official language,German,What is the official language of Liechtenstein?,German
Liechtenstein,located in or next to body of water,Rhine,What is the located in or next to body of water of Liechtenstein?,Rhine
Liechtenstein,currency,Swiss franc,What is the currency of Liechtenstein?,Swiss franc
Liechtenstein,flag,flag of Liechtenstein,What is the flag of Liechtenstein?,flag of Liechtenstein
Liechtenstein,basic form of government,constitutional monarchy,What is the basic form of government of Liechtenstein?,constitutional monarchy
Liechtenstein,named after,House of Liechtenstein,What was Liechtenstein named after?,House of Liechtenstein
Liechtenstein,head of state,"Hans-Adam II, Prince of Liechtenstein",Who is the head of state of Liechtenstein?,"Hans-Adam II, Prince of Liechtenstein"
Liechtenstein,head of government,Daniel Risch,Who is the head of government of Liechtenstein?,Daniel Risch
Liechtenstein,central bank,Swiss National Bank,What is the central bank of Liechtenstein?,Swiss National Bank
Seychelles,currency,Seychellois rupee,What is the currency of Seychelles?,Seychellois rupee
Liechtenstein,highest point,Grauspitz,What is the highest point of Liechtenstein?,Grauspitz
Seychelles,flag,flag of the Seychelles,What is the flag of Seychelles?,flag of the Seychelles
Seychelles,named after,Jean Moreau de Séchelles,Who was Seychelles named after?,Jean Moreau de Séchelles
Bahrain,central bank,Central Bank of Bahrain,What is the central bank of Bahrain?,Central Bank of Bahrain
Seychelles,central bank,Central Bank of Seychelles,What is the central bank of Seychelles?,Central Bank of Seychelles
Bahrain,geography of topic,geography of Bahrain,What is the geography of topic of Bahrain?,geography of Bahrain
Seychelles,highest point,Morne Seychellois,Who is the highest point of Seychelles?,Morne Seychellois
Bahrain,driving side,right,What is the driving side of Bahrain?,right
Sierra Leone,head of government,David Sengeh,Who is the head of government of Sierra Leone?,David Sengeh
Sierra Leone,capital,Freetown,What is the capital of Sierra Leone?,Freetown
Sierra Leone,discoverer or inventor,Pedro de Sintra,Who is the discoverer or inventor of Sierra Leone?,Pedro de Sintra
Sierra Leone,basic form of government,presidential system,What is the basic form of government of Sierra Leone?,presidential system
Sierra Leone,head of state,Julius Maada Bio,Who is the head of state of Sierra Leone?,Julius Maada Bio
Sierra Leone,driving side,right,What is the driving side of Sierra Leone?,right
Sierra Leone,located in/on physical feature,West Africa,What is the located in/on physical feature of Sierra Leone?,West Africa
Sierra Leone,central bank,Bank of Sierra Leone,What is the central bank of Sierra Leone?,Bank of Sierra Leone
Sudan,capital,Khartoum,What is the capital of Sudan?,Khartoum
Sudan,flag,flag of Sudan,What is the flag of Sudan?,flag of Sudan
Sudan,currency,Sudanese pound,What is the currency of Sudan?,Sudanese pound
Sudan,head of state,Abdel Fattah al-Burhan,Who is the head of state of Sudan?,Abdel Fattah al-Burhan
Sudan,head of government,Abdalla Hamdok,Who is the head of government of Sudan?,Abdalla Hamdok
Sudan,basic form of government,federal republic,What is the basic form of government of Sudan?,federal republic
Somalia,head of state,Hassan Sheikh Mohamud,Who is the head of state of Somalia?,Hassan Sheikh Mohamud
Somalia,capital,Mogadishu,What is the capital of Somalia?,Mogadishu
Somalia,basic form of government,federal republic,What is the basic form of government of Somalia?,federal republic
Somalia,currency,Somali shilling,What is the currency of Somalia?,Somali shilling
Somalia,flag,flag of Somalia,What is the flag of Somalia?,flag of Somalia
Somalia,public holiday,New Year's Day,What is the public holiday of Somalia?,New Year's Day
Somalia,highest point,Shimbiris,What is the highest point of Somalia?,Shimbiris
Somalia,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Somalia?,Brockhaus and Efron Encyclopedic Dictionary
Somalia,driving side,right,What is the driving side of Somalia?,right
Sudan,central bank,Bank of Sudan,What is the central bank of Sudan?,Bank of Sudan
Sudan,driving side,right,What is the driving side of Sudan?,right
Sudan,replaces,Anglo-Egyptian occupation of Sudan,What does Sudan replace?,Anglo-Egyptian occupation of Sudan
Armenia,flag,flag of Armenia,What is the flag of Armenia?,flag of Armenia
Armenia,currency,Armenian dram,What is the currency of Armenia?,Armenian dram
Armenia,official language,Armenian,What is the official language of Armenia?,Armenian
Armenia,legislative body,National Assembly of Armenia,What is the legislative body of Armenia?,National Assembly of Armenia
Armenia,highest judicial authority,Constitutional Court of Armenia,What is the highest judicial authority of Armenia?,Constitutional Court of Armenia
Armenia,capital,Yerevan,What is the capital of Armenia?,Yerevan
Armenia,head of government,Nikol Pashinyan,Who is the head of government of Armenia?,Nikol Pashinyan
Armenia,anthem,Mer Hayrenik,Who does Armenia anthem?,Mer Hayrenik
Armenia,head of state,Vahagn Khachatryan,Who is the head of state of Armenia?,Vahagn Khachatryan
Australia,capital,Canberra,What is the capital of Australia?,Canberra
Australia,flag,flag of Australia,What is the flag of Australia?,flag of Australia
Australia,head of state,Charles III of the United Kingdom,Who is the head of state of Australia?,Charles III of the United Kingdom
Australia,anthem,Advance Australia Fair,What does Australia anthem?,Advance Australia Fair
Australia,legislative body,Parliament of Australia,What is the legislative body of Australia?,Parliament of Australia
Australia,discoverer or inventor,Willem Janszoon,Who is the discoverer or inventor of Australia?,Willem Janszoon
Australia,named after,Terra Australis,What was Australia named after?,Terra Australis
Australia,currency,Australian dollar,What is the currency of Australia?,Australian dollar
Australia,head of government,Anthony Albanese,Who is the head of government of Australia?,Anthony Albanese
Armenia,central bank,Central Bank of Armenia,What is the central bank of Armenia?,Central Bank of Armenia
Armenia,highest point,Mount Aragats,What is the highest point of Armenia?,Mount Aragats
Sudan,history of topic,history of Sudan,What is the history of topic of Sudan?,history of Sudan
Australia,highest judicial authority,High Court of Australia,What is the highest judicial authority of Australia?,High Court of Australia
Australia,executive body,Australian Government,What is the executive body of Australia?,Australian Government
Australia,located in/on physical feature,Tasmania,What is the located in/on physical feature of Australia?,Tasmania
São Tomé and Príncipe,flag,flag of São Tomé and Príncipe,What is the flag of São Tomé and Príncipe?,flag of São Tomé and Príncipe
São Tomé and Príncipe,official language,Portuguese,What is the official language of São Tomé and Príncipe?,Portuguese
São Tomé and Príncipe,head of government,Patrice Trovoada,Who is the head of government of São Tomé and Príncipe?,Patrice Trovoada
Liechtenstein,lowest point,Rhine,What is the lowest point of Liechtenstein?,Rhine
Liechtenstein,driving side,right,What is the driving side of Liechtenstein?,right
Senegal,history of topic,history of Senegal,What is the history of topic of Senegal?,history of Senegal
Senegal,driving side,right,What is the driving side of Senegal?,right
Singapore,highest point,Bukit Timah,Who is the highest point of Singapore?,Bukit Timah
Singapore,central bank,Monetary Authority of Singapore,What is the central bank of Singapore?,Monetary Authority of Singapore
Singapore,present in work,Civilization V,What is the present in work of Singapore?,Civilization V
Senegal,railway traffic side,right,What is the railway traffic side of Senegal?,right
Armenia,official religion,Christianity,What is the official religion of Armenia?,Christianity
Bahrain,madhhab,Malikism,What is the madhhab of Bahrain?,Malikism
Armenia,lowest point,Debed,What is the lowest point of Armenia?,Debed
Armenia,railway traffic side,right,What is the railway traffic side of Armenia?,right
Senegal,madhhab,Malikism,What is the madhhab of Senegal?,Malikism
Armenia,history of topic,history of Armenia,What is the history of topic of Armenia?,history of Armenia
Armenia,office held by head of state,President of Armenia,What is the office held by head of state of Armenia?,President of Armenia
Armenia,driving side,right,What is the driving side of Armenia?,right
Sudan,madhhab,Malikism,What is the madhhab of Sudan?,Malikism
Australia,central bank,Reserve Bank of Australia,What is the central bank of Australia?,Reserve Bank of Australia
Australia,history of topic,history of Australia,What is the history of topic of Australia?,history of Australia
Australia,culture,culture of Australia,What is the culture of Australia?,culture of Australia
Australia,studied in,Australian studies,What was Australia studied in?,Australian studies
Australia,geography of topic,geography of Australia,What is the geography of topic of Australia?,geography of Australia
Cook Islands,head of state,Charles III of the United Kingdom,Who is the head of state of Cook Islands?,Charles III of the United Kingdom
Cook Islands,currency,New Zealand dollar,What is the currency of Cook Islands?,New Zealand dollar
Argentina,capital,Buenos Aires,What is the capital of Argentina?,Buenos Aires
Argentina,head of state,Javier Milei,Who is the head of state of Argentina?,Javier Milei
Argentina,currency,Argentine convertible peso,What is the currency of Argentina?,Argentine convertible peso
Argentina,official language,Spanish,What is the official language of Argentina?,Spanish
Argentina,head of government,Javier Milei,Who is the head of government of Argentina?,Javier Milei
Cook Islands,capital,Avarua,What is the capital of Cook Islands?,Avarua
Argentina,flag,Flag of Argentina,What is the flag of Argentina?,Flag of Argentina
Argentina,named after,silver,What was Argentina named after?,silver
Argentina,ethnic group,European people,What is the ethnic group of Argentina?,European people
Argentina,legislative body,Argentine National Congress,What is the legislative body of Argentina?,Argentine National Congress
Argentina,basic form of government,federal republic,What is the basic form of government of Argentina?,federal republic
Argentina,highest judicial authority,Supreme Court of Argentina,What is the highest judicial authority of Argentina?,Supreme Court of Argentina
Cook Islands,highest point,Te Manga,Who is the highest point of Cook Islands?,Te Manga
Cook Islands,has part(s),Mangaia,What does Cook Islands have part(s )?,Mangaia
Cook Islands,described by source,Encyclopædia Britannica 11th edition,What is the described by source of Cook Islands?,Encyclopædia Britannica 11th edition
Cook Islands,located in/on physical feature,Polynesia,What is the located in/on physical feature of Cook Islands?,Polynesia
China,diplomatic relation,Japan,What is the diplomatic relation of China?,Japan
China,history of topic,history of China,What is the history of topic of China?,history of China
Kingdom of the Netherlands,currency,Euro,What is the currency of Kingdom of the Netherlands?,Euro
Kingdom of the Netherlands,basic form of government,constitutional monarchy,What is the basic form of government of Kingdom of the Netherlands?,constitutional monarchy
Kingdom of the Netherlands,official language,Dutch,What is the official language of Kingdom of the Netherlands?,Dutch
Kingdom of the Netherlands,flag,flag of the Netherlands,What is the flag of Kingdom of the Netherlands?,flag of the Netherlands
Kingdom of the Netherlands,capital,Amsterdam,What is the capital of Kingdom of the Netherlands?,Amsterdam
Kingdom of the Netherlands,anthem,Wilhelmus,Who does Kingdom of the Netherlands anthem?,Wilhelmus
Kingdom of the Netherlands,head of state,Willem-Alexander of the Netherlands,Who is the head of state of Kingdom of the Netherlands?,Willem-Alexander of the Netherlands
Kingdom of the Netherlands,head of government,Mark Rutte,Who is the head of government of Kingdom of the Netherlands?,Mark Rutte
Kingdom of the Netherlands,located in time zone,Atlantic Time Zone,What is the located in time zone of Kingdom of the Netherlands?,Atlantic Time Zone
Kingdom of the Netherlands,office held by head of government,Prime Minister of the Netherlands,What is the office held by head of government of Kingdom of the Netherlands?,Prime Minister of the Netherlands
Kingdom of the Netherlands,history of topic,history of the Netherlands,What is the history of topic of Kingdom of the Netherlands?,history of the Netherlands
Kingdom of the Netherlands,driving side,right,What is the driving side of Kingdom of the Netherlands?,right
State of Palestine,official language,Arabic,What is the official language of State of Palestine?,Arabic
State of Palestine,founded by,Palestine Liberation Organization,What was State of Palestine founded by?,Palestine Liberation Organization
State of Palestine,named after,Palestine,What was State of Palestine named after?,Palestine
State of Palestine,currency,new shekel,What is the currency of State of Palestine?,new shekel
State of Palestine,executive body,Palestinian National Authority,What is the executive body of State of Palestine?,Palestinian National Authority
State of Palestine,ethnic group,Palestinians,What is the ethnic group of State of Palestine?,Palestinians
State of Palestine,legislative body,Palestinian Legislative Council,What is the legislative body of State of Palestine?,Palestinian Legislative Council
State of Palestine,head of government,Mohammad Shtayyeh,Who is the head of government of State of Palestine?,Mohammad Shtayyeh
State of Palestine,has part(s),Israeli-occupied territories,What does State of Palestine have part(s )?,Israeli-occupied territories
State of Palestine,located in/on physical feature,Palestine,What is the located in/on physical feature of State of Palestine?,Palestine
State of Palestine,replaces,Palestinian National Authority,What does State of Palestine replace?,Palestinian National Authority
State of Palestine,location of formation,Algiers,What is the location of formation of State of Palestine?,Algiers
Australia,economy of topic,economy of Australia,What is the economy of topic of Australia?,economy of Australia
Australia,demographics of topic,demographics of Australia,What is the demographics of topic of Australia?,demographics of Australia
Peru,driving side,right,What is the driving side of Peru?,right
Peru,office held by head of state,President of Peru,What is the office held by head of state of Peru?,President of Peru
Peru,history of topic,history of Peru,What is the history of topic of Peru?,history of Peru
Aruba,head of state,Willem-Alexander of the Netherlands,Who is the head of state of Aruba?,Willem-Alexander of the Netherlands
Aruba,currency,Aruban florin,What is the currency of Aruba?,Aruban florin
Aruba,capital,Oranjestad,What is the capital of Aruba?,Oranjestad
Aruba,located in time zone,Atlantic Time Zone,What is the located in time zone of Aruba?,Atlantic Time Zone
Aruba,central bank,Central Bank of Aruba,What is the central bank of Aruba?,Central Bank of Aruba
Aruba,driving side,right,What is the driving side of Aruba?,right
Sint Maarten,currency,Netherlands Antillean guilder,What is the currency of Sint Maarten?,Netherlands Antillean guilder
Sint Maarten,named after,Saint Martin,Who was Sint Maarten named after?,Saint Martin
Sint Maarten,located in/on physical feature,Saint Martin,Who is the located in/on physical feature of Sint Maarten?,Saint Martin
Sint Maarten,driving side,right,What is the driving side of Sint Maarten?,right
Argentina,official religion,Catholic Church,What is the official religion of Argentina?,Catholic Church
Argentina,central bank,Central Bank of Argentina,What is the central bank of Argentina?,Central Bank of Argentina
Argentina,replaces,United Provinces of the Río de la Plata,What does Argentina replace?,United Provinces of the Río de la Plata
Sint Maarten,located in time zone,Atlantic Time Zone,What is the located in time zone of Sint Maarten?,Atlantic Time Zone
Argentina,history of topic,history of Argentina,What is the history of topic of Argentina?,history of Argentina
Argentina,driving side,right,What is the driving side of Argentina?,right
Argentina,economy of topic,economy of Argentina,What is the economy of topic of Argentina?,economy of Argentina
Peru,flag,flag of Peru,What is the flag of Peru?,flag of Peru
Peru,currency,Nuevo sol,What is the currency of Peru?,Nuevo sol
Peru,basic form of government,republic,What is the basic form of government of Peru?,republic
Peru,highest judicial authority,Constitutional Court of Peru,What is the highest judicial authority of Peru?,Constitutional Court of Peru
Peru,legislative body,Congress of the Republic of Peru,What is the legislative body of Peru?,Congress of the Republic of Peru
Peru,head of state,Dina Boluarte,Who is the head of state of Peru?,Dina Boluarte
Peru,head of government,Dina Boluarte,Who is the head of government of Peru?,Dina Boluarte
Peru,ethnic group,Peruvians,What is the ethnic group of Peru?,Peruvians
Peru,central bank,Central Reserve Bank of Peru,What is the central bank of Peru?,Central Reserve Bank of Peru
Peru,office held by head of government,President of Peru,What is the office held by head of government of Peru?,President of Peru
Kingdom of Denmark,flag,flag of Denmark,What is the flag of Kingdom of Denmark?,flag of Denmark
Kingdom of Denmark,currency,Danish krone,What is the currency of Kingdom of Denmark?,Danish krone
Kingdom of Denmark,head of government,Mette Frederiksen,Who is the head of government of Kingdom of Denmark?,Mette Frederiksen
Kingdom of Denmark,capital,Copenhagen,What is the capital of Kingdom of Denmark?,Copenhagen
Kingdom of Denmark,legislative body,Folketing,What is the legislative body of Kingdom of Denmark?,Folketing
Kingdom of Denmark,head of state,Frederik X of Denmark,Who is the head of state of Kingdom of Denmark?,Frederik X of Denmark
Kingdom of Denmark,highest judicial authority,Supreme Court of Denmark,What is the highest judicial authority of Kingdom of Denmark?,Supreme Court of Denmark
Kingdom of Denmark,central bank,Danmarks Nationalbank,What is the central bank of Kingdom of Denmark?,Danmarks Nationalbank
Kingdom of Denmark,history of topic,history of Denmark,What is the history of topic of Kingdom of Denmark?,history of Denmark
Kingdom of Denmark,driving side,right,What is the driving side of Kingdom of Denmark?,right
Kingdom of Denmark,lowest point,Lammefjord,What is the lowest point of Kingdom of Denmark?,Lammefjord
Kingdom of Denmark,highest point,Gunnbjørn Fjeld,Who is the highest point of Kingdom of Denmark?,Gunnbjørn Fjeld
Kingdom of Denmark,located in time zone,Atlantic Time Zone,What is the located in time zone of Kingdom of Denmark?,Atlantic Time Zone
Chad,central bank,Bank of Central African States,What is the central bank of Chad?,Bank of Central African States
Chad,driving side,right,What is the driving side of Chad?,right
Chad,highest point,Emi Koussi,Who is the highest point of Chad?,Emi Koussi
New Zealand,head of state,Charles III of the United Kingdom,Who is the head of state of New Zealand?,Charles III of the United Kingdom
New Zealand,currency,New Zealand dollar,What is the currency of New Zealand?,New Zealand dollar
New Zealand,highest judicial authority,Supreme Court of New Zealand,What is the highest judicial authority of New Zealand?,Supreme Court of New Zealand
New Zealand,flag,flag of New Zealand,What is the flag of New Zealand?,flag of New Zealand
New Zealand,head of government,Christopher Luxon,Who is the head of government of New Zealand?,Christopher Luxon
New Zealand,legislative body,New Zealand Parliament,What is the legislative body of New Zealand?,New Zealand Parliament
Cambodia,basic form of government,constitutional monarchy,What is the basic form of government of Cambodia?,constitutional monarchy
Cambodia,capital,Phnom Penh,What is the capital of Cambodia?,Phnom Penh
Cambodia,currency,riel,What is the currency of Cambodia?,riel
Cambodia,flag,flag of Cambodia,What is the flag of Cambodia?,flag of Cambodia
Cambodia,head of state,Norodom Sihamoni,Who is the head of state of Cambodia?,Norodom Sihamoni
Cambodia,head of government,Hun Manet,Who is the head of government of Cambodia?,Hun Manet
Cambodia,significant event,Internet censorship,What is the significant event of Cambodia?,Internet censorship
Cambodia,central bank,National Bank of Cambodia,What is the central bank of Cambodia?,National Bank of Cambodia
Chad,located in or next to body of water,Lake Chad,What is the located in or next to body of water of Chad?,Lake Chad
Chad,twinned administrative body,Aisai,What is the twinned administrative body of Chad?,Aisai
Chad,flag,flag of Chad,What is the flag of Chad?,flag of Chad
Chad,named after,Lake Chad,What was Chad named after?,Lake Chad
Chad,head of government,Idriss Déby,Who is the head of government of Chad?,Idriss Déby
Chad,currency,Central African CFA franc,What is the currency of Chad?,Central African CFA franc
Chad,head of state,Mahamat Déby Itno,Who is the head of state of Chad?,Mahamat Déby Itno
East Timor,currency,United States dollar,What is the currency of East Timor?,United States dollar
East Timor,head of state,José Ramos-Horta,Who is the head of state of East Timor?,José Ramos-Horta
East Timor,head of government,Xanana Gusmão,Who is the head of government of East Timor?,Xanana Gusmão
East Timor,flag,flag of East Timor,What is the flag of East Timor?,flag of East Timor
East Timor,replaces,Portuguese Timor,What does East Timor replace?,Portuguese Timor
India,legislative body,Parliament of India,What is the legislative body of India?,Parliament of India
India,follows,British Raj,What does India follow?,British Raj
India,flag,Flag of India,What is the flag of India?,Flag of India
India,highest judicial authority,Supreme Court of India,What is the highest judicial authority of India?,Supreme Court of India
State of Palestine,central bank,Palestine Monetary Authority,What is the central bank of State of Palestine?,Palestine Monetary Authority
State of Palestine,described by source,Encyclopædia Britannica Online,What is the described by source of State of Palestine?,Encyclopædia Britannica Online
State of Palestine,has characteristic,occupied territory,What does State of Palestine have characteristic?,occupied territory
State of Palestine,driving side,right,What is the driving side of State of Palestine?,right
New Zealand,lowest point,Taieri Plain,What is the lowest point of New Zealand?,Taieri Plain
New Zealand,central bank,Reserve Bank of New Zealand,What is the central bank of New Zealand?,Reserve Bank of New Zealand
New Zealand,history of topic,history of New Zealand,What is the history of topic of New Zealand?,history of New Zealand
India,capital,New Delhi,What is the capital of India?,New Delhi
India,top-level Internet domain,.in,What is the top-level Internet domain of India?,.in
India,head of government,Narendra Modi,Who is the head of government of India?,Narendra Modi
India,currency,Indian rupee,What is the currency of India?,Indian rupee
India,head of state,Droupadi Murmu,Who is the head of state of India?,Droupadi Murmu
Chad,madhhab,Malikism,What is the madhhab of Chad?,Malikism
Cambodia,official religion,Buddhism,What is the official religion of Cambodia?,Buddhism
Cambodia,driving side,right,What is the driving side of Cambodia?,right
India,economy of topic,economy of India,What is the economy of topic of India?,economy of India
India,office held by head of state,President of India,What is the office held by head of state of India?,President of India
India,studied in,Indology,What was India studied in?,Indology
India,history of topic,history of India,What is the history of topic of India?,history of India
Samoa,head of government,Tuila'epa Sa'ilele Malielegaoi,Who is the head of government of Samoa?,Tuila'epa Sa'ilele Malielegaoi
Samoa,flag,flag of Samoa,What is the flag of Samoa?,flag of Samoa
Samoa,legislative body,Legislative Assembly of Samoa,What is the legislative body of Samoa?,Legislative Assembly of Samoa
Samoa,highest point,Silisili,What is the highest point of Samoa?,Silisili
Samoa,central bank,Central Bank of Samoa,What is the central bank of Samoa?,Central Bank of Samoa
Solomon Islands,flag,flag of the Solomon Islands,What is the flag of Solomon Islands?,flag of the Solomon Islands
Solomon Islands,official language,English,What is the official language of Solomon Islands?,English
Solomon Islands,currency,Solomon Islands dollar,What is the currency of Solomon Islands?,Solomon Islands dollar
Solomon Islands,head of state,Charles III of the United Kingdom,Who is the head of state of Solomon Islands?,Charles III of the United Kingdom
Solomon Islands,legislative body,National Parliament of Solomon Islands,What is the legislative body of Solomon Islands?,National Parliament of Solomon Islands
Solomon Islands,located in/on physical feature,Melanesia,What is the located in/on physical feature of Solomon Islands?,Melanesia
Solomon Islands,highest point,Mount Popomanaseu,What is the highest point of Solomon Islands?,Mount Popomanaseu
Solomon Islands,central bank,Central Bank of Solomon Islands,What is the central bank of Solomon Islands?,Central Bank of Solomon Islands
Solomon Islands,described by source,Encyclopædia Britannica 11th edition,What is the described by source of Solomon Islands?,Encyclopædia Britannica 11th edition
Vanuatu,currency,Vanuatu vatus,What is the currency of Vanuatu?,Vanuatu vatus
Vanuatu,flag,flag of Vanuatu,What is the flag of Vanuatu?,flag of Vanuatu
Vanuatu,head of state,Nikenike Vurobaravu,Who is the head of state of Vanuatu?,Nikenike Vurobaravu
Vanuatu,driving side,right,What is the driving side of Vanuatu?,right
Vanuatu,highest point,Mount Tabwemasana,What is the highest point of Vanuatu?,Mount Tabwemasana
Vanuatu,described by source,Encyclopædia Britannica 11th edition,What is the described by source of Vanuatu?,Encyclopædia Britannica 11th edition
Vanuatu,central bank,Reserve Bank of Vanuatu,What is the central bank of Vanuatu?,Reserve Bank of Vanuatu
Papua New Guinea,flag,flag of Papua New Guinea,What is the flag of Papua New Guinea?,flag of Papua New Guinea
Papua New Guinea,twinned administrative body,Toyota,What is the twinned administrative body of Papua New Guinea?,Toyota
Papua New Guinea,legislative body,National Parliament of Papua New Guinea,What is the legislative body of Papua New Guinea?,National Parliament of Papua New Guinea
Papua New Guinea,head of state,Charles III of the United Kingdom,Who is the head of state of Papua New Guinea?,Charles III of the United Kingdom
Papua New Guinea,capital,Port Moresby,What is the capital of Papua New Guinea?,Port Moresby
Papua New Guinea,located in/on physical feature,New Guinea,What is the located in/on physical feature of Papua New Guinea?,New Guinea
Papua New Guinea,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Papua New Guinea?,Brockhaus and Efron Encyclopedic Dictionary
Papua New Guinea,central bank,Bank of Papua New Guinea,What is the central bank of Papua New Guinea?,Bank of Papua New Guinea
Palau,currency,United States dollar,What is the currency of Palau?,United States dollar
Palau,flag,flag of Palau,What is the flag of Palau?,flag of Palau
Palau,foundational text,Compact of Free Association,What is the foundational text of Palau?,Compact of Free Association
Palau,driving side,right,What is the driving side of Palau?,right
Palau,highest point,Mount Ngerchelchuus,What is the highest point of Palau?,Mount Ngerchelchuus
Palau,located in/on physical feature,Micronesia,What is the located in/on physical feature of Palau?,Micronesia
India,office held by head of government,Prime Minister of India,What is the office held by head of government of India?,Prime Minister of India
