topic,subject,relation,object,question,output_gpt_j_6b,eval_gpt_j_6b,multiple_choices,paraphrased_question,yes_question,no_question,locality_question,reversed_relation_question,multiple_choice_with_letters,multiple_choice_labels,question_2hop,answer_2hop,question_3hop,answer_3hop,question_4hop,answer_4hop,question_5hop,answer_5hop,question_6hop,answer_6hop
health_disease,mycobacterium infectious disease,health specialty,infectious diseases,What is the health specialty of mycobacterium infectious disease?,Tuberculosis,0.0,"['infectious diseases', 'Tuberculosis', 'cardiology', 'neurology']",Which health specialty deals with mycobacterium infectious disease?,Is the health specialty of mycobacterium infectious disease infectious diseases?,Is the health specialty of mycobacterium infectious disease Tuberculosis?,What type of bacteria is mycobacterium infectious disease associated with?,What disease is associated with the health specialty of infectious diseases?,A. cardiology  B. Tuberculosis  C. neurology  D. infectious diseases,D,What is the medical professional called who specializes in the health specialty of mycobacterium infectious disease?,Infectious disease specialist,What is the primary role of the medical professional who specializes in the health specialty of mycobacterium infectious disease?,Diagnosing and treating infectious diseases,"What type of training is required for the medical professional whose primary role is diagnosing and treating infectious diseases, which is the health specialty of mycobacterium infectious disease?",Residency in internal medicine followed by a fellowship in infectious diseases,"Which organization certifies the medical professional who completes a residency in internal medicine followed by a fellowship in infectious diseases, which is the health specialty of mycobacterium infectious disease?",American Board of Internal Medicine (ABIM),"Where is the headquarters of the organization that certifies the medical professional who completes a residency in internal medicine followed by a fellowship in infectious diseases, which is the health specialty of mycobacterium infectious disease?","Philadelphia, Pennsylvania, United States"
health_disease,spinal disc herniation,health specialty,neurosurgery,What is the health specialty of spinal disc herniation?,Spinal disc herniation,0.0,"['neurosurgery', 'Spinal disc herniation', 'orthopedics', 'rheumatology']",Which medical specialty deals with spinal disc herniation?,Is neurosurgery the health specialty for spinal disc herniation?,Is Spinal disc herniation the health specialty for spinal disc herniation?,What is a common symptom associated with spinal disc herniation?,What condition does neurosurgery specialize in treating?,A. neurosurgery  B. rheumatology  C. orthopedics  D. Spinal disc herniation,A,Who is a notable neurosurgeon specializing in spinal disc herniation?,Dr. Sanjay Gupta,Which medical school did the notable neurosurgeon specializing in spinal disc herniation attend?,University of Michigan Medical School,In which city is the medical school located that the notable neurosurgeon specializing in spinal disc herniation attended?,Ann Arbor,In which state is the city located where the medical school is situated that the notable neurosurgeon specializing in spinal disc herniation attended?,Michigan,In which country is the state located where the city is situated that contains the medical school the notable neurosurgeon specializing in spinal disc herniation attended?,United States
health_disease,fibromuscular dysplasia,health specialty,cardiology,What is the health specialty of fibromuscular dysplasia?,Vascular,0.0,"['cardiology', 'Vascular', 'Neurology', 'Endocrinology']",Which medical specialty deals with fibromuscular dysplasia?,Is cardiology the health specialty of fibromuscular dysplasia?,Is Vascular the health specialty of fibromuscular dysplasia?,What type of condition is fibromuscular dysplasia?,What condition is associated with the health specialty of cardiology?,A. Endocrinology  B. Neurology  C. Vascular  D. cardiology,D,Who is a notable cardiologist specializing in fibromuscular dysplasia?,Dr. Jeffrey W. Olin,Which hospital is the notable cardiologist specializing in fibromuscular dysplasia affiliated with?,Mount Sinai Hospital,In which city is the hospital located where the notable cardiologist specializing in fibromuscular dysplasia is affiliated?,New York City,In which state is the city located where the hospital is situated that the notable cardiologist specializing in fibromuscular dysplasia is affiliated with?,New York,In which country is the state located where the city is situated that contains the hospital the notable cardiologist specializing in fibromuscular dysplasia is affiliated with?,United States
health_disease,rhabdomyolysis,health specialty,emergency medicine,What is the health specialty of rhabdomyolysis?,Rhabdomyolysis is a condition in which muscle tissue is damaged and,0.0,"['emergency medicine', 'Rhabdomyolysis is a condition in which muscle tissue is damaged and', 'cardiology', 'neurology']",Which medical specialty deals with rhabdomyolysis?,Is the health specialty of rhabdomyolysis emergency medicine?,Is the health specialty of rhabdomyolysis Rhabdomyolysis is a condition in which muscle tissue is damaged and?,What type of condition is rhabdomyolysis?,What condition is treated by emergency medicine?,A. neurology  B. cardiology  C. Rhabdomyolysis is a condition in which muscle tissue is damaged and  D. emergency medicine,D,What is a common treatment for the health specialty of rhabdomyolysis?,Intravenous fluids,What is a potential complication of the common treatment for the health specialty of rhabdomyolysis?,Electrolyte imbalance,What is a common symptom of the potential complication of the common treatment for the health specialty of rhabdomyolysis?,Muscle weakness,What is a diagnostic test used to identify the common symptom of the potential complication of the common treatment for the health specialty of rhabdomyolysis?,Blood test,What is a common condition that can be detected by the diagnostic test used to identify the common symptom of the potential complication of the common treatment for the health specialty of rhabdomyolysis?,Hyperkalemia
health_disease,cerebrospinal fluid leak,has cause,blunt trauma,What does cerebrospinal fluid leak have cause?,Cerebrospinal fluid leak can be caused by a number of things. It,0.0,"['blunt trauma', 'Cerebrospinal fluid leak can be caused by a number of things. It', 'infection', 'surgery']",What is the cause of a cerebrospinal fluid leak?,Is blunt trauma the cause of a cerebrospinal fluid leak?,Is Cerebrospinal fluid leak can be caused by a number of things the cause of a cerebrospinal fluid leak?,What is a common symptom of a cerebrospinal fluid leak?,What condition can be caused by blunt trauma?,A. surgery  B. infection  C. Cerebrospinal fluid leak can be caused by a number of things. It  D. blunt trauma,D,What is a common symptom of the cause of cerebrospinal fluid leak?,Headache,What is a common treatment for the symptom of the cause of cerebrospinal fluid leak?,Pain relievers,What is a common side effect of the treatment for the symptom of the cause of cerebrospinal fluid leak?,Drowsiness,What is a common remedy for the side effect of the treatment for the symptom of the cause of cerebrospinal fluid leak?,Caffeine,What is a common source of the remedy for the side effect of the treatment for the symptom of the cause of cerebrospinal fluid leak?,Coffee
health_disease,conjoined twins,health specialty,medical genetics,What is the health specialty of conjoined twins?,Conjoined twins are a type of birth defect in which two babies are joined at,0.0,"['medical genetics', 'Conjoined twins are a type of birth defect in which two babies are joined at', 'pediatrics', 'neonatology']",Which medical field specializes in the health of conjoined twins?,Is the health specialty of conjoined twins medical genetics?,Is the health specialty of conjoined twins that they are a type of birth defect in which two babies are joined at?,What is a common health concern for conjoined twins?,What type of twins are associated with the health specialty of medical genetics?,A. Conjoined twins are a type of birth defect in which two babies are joined at  B. pediatrics  C. medical genetics  D. neonatology,C,Who is a notable expert in the health specialty of conjoined twins?,Dr. Benjamin Solomon,Which institution is the notable expert in the health specialty of conjoined twins affiliated with?,National Institutes of Health (NIH),In which city is the institution located that the notable expert in the health specialty of conjoined twins is affiliated with?,Bethesda,In which state is the city located where the institution is situated that the notable expert in the health specialty of conjoined twins is affiliated with?,Maryland,In which country is the state located where the city is situated that contains the institution the notable expert in the health specialty of conjoined twins is affiliated with?,United States
health_disease,bone cyst,health specialty,rheumatology,What is the health specialty of bone cyst?,Orthopedics,0.0,"['rheumatology', 'Orthopedics', 'Neurology', 'Dermatology']",Which medical specialty deals with bone cysts?,Is the health specialty of bone cyst rheumatology?,Is the health specialty of bone cyst orthopedics?,What is a common symptom associated with bone cysts?,What condition is treated in the field of rheumatology?,A. rheumatology  B. Dermatology  C. Neurology  D. Orthopedics,A,What is a common treatment method used in the health specialty of bone cyst?,Corticosteroid injections,What is a potential side effect of the common treatment method used in the health specialty of bone cyst?,Infection,What is a common symptom that might lead to the use of the common treatment method in the health specialty of bone cyst?,Pain,What is a diagnostic tool used to identify the common symptom that might lead to the use of the common treatment method in the health specialty of bone cyst?,X-ray,What is a precaution to take when using the diagnostic tool to identify the common symptom that might lead to the use of the common treatment method in the health specialty of bone cyst?,Minimize radiation exposure
health_disease,venous ulcer,drug or therapy used for treatment,becaplermin,What is the drug or therapy used for treatment of venous ulcer?,The drug or therapy is used for treatment of venous ulcer,0.0,"['becaplermin', 'The drug or therapy is used for treatment of venous ulcer', 'compression therapy', 'antibiotics']",Which drug or therapy is utilized to treat venous ulcers?,Is becaplermin the drug or therapy used for treatment of venous ulcer?,Is the drug or therapy used for treatment of venous ulcer the treatment for venous ulcer?,What is a common symptom associated with venous ulcers?,What condition is treated with becaplermin?,A. becaplermin  B. antibiotics  C. compression therapy  D. The drug or therapy is used for treatment of venous ulcer,A,What is the mechanism of action of the drug or therapy used for treatment of venous ulcer?,Becaplermin promotes wound healing by stimulating the proliferation and migration of cells involved in tissue repair.,Which company manufactures the drug or therapy used for treatment of venous ulcer?,Smith & Nephew,In which country is the company located that manufactures the drug or therapy used for treatment of venous ulcer?,United Kingdom,What is the capital city of the country where the company is located that manufactures the drug or therapy used for treatment of venous ulcer?,London,What is the population of the capital city of the country where the company is located that manufactures the drug or therapy used for treatment of venous ulcer?,Approximately 9 million
health_disease,ventilator-associated pneumonia,has cause,mechanical ventilation,What does ventilator-associated pneumonia have cause?,Ventilator-associated pneumonia (VAP) is a type of pneumonia that,0.0,"['mechanical ventilation', 'Ventilator-associated pneumonia (VAP) is a type of pneumonia that', 'bacterial infection', 'hospital stay']",What is the cause of ventilator-associated pneumonia?,Does ventilator-associated pneumonia have cause mechanical ventilation?,Does ventilator-associated pneumonia have cause Ventilator-associated pneumonia (VAP) is a type of pneumonia that?,What is a common treatment method for patients with ventilator-associated pneumonia?,What does mechanical ventilation cause?,A. bacterial infection  B. hospital stay  C. mechanical ventilation  D. Ventilator-associated pneumonia (VAP) is a type of pneumonia that,C,What is a common complication of the cause of ventilator-associated pneumonia?,lung infection,What is a common symptom of the complication of the cause of ventilator-associated pneumonia?,fever,What is a common treatment for the symptom of the complication of the cause of ventilator-associated pneumonia?,antibiotics,What is a common side effect of the treatment for the symptom of the complication of the cause of ventilator-associated pneumonia?,nausea,What is a common remedy for the side effect of the treatment for the symptom of the complication of the cause of ventilator-associated pneumonia?,antiemetics
health_disease,amoebic dysentery,drug or therapy used for treatment,iodoquinol,What is the drug or therapy used for treatment of amoebic dysentery?,Metronidazole,0.0,"['iodoquinol', 'Metronidazole', 'Paromomycin', 'Tinidazole']",Which drug or therapy is utilized to treat amoebic dysentery?,Is iodoquinol the drug or therapy used for treatment of amoebic dysentery?,Is Metronidazole the drug or therapy used for treatment of amoebic dysentery?,What type of infection does amoebic dysentery cause?,What condition is treated with iodoquinol?,A. Metronidazole  B. Paromomycin  C. iodoquinol  D. Tinidazole,C,What is the mechanism of action of the drug or therapy used for treatment of amoebic dysentery?,Iodoquinol works by killing the amoeba that causes the infection.,What are the common side effects of the drug with the mechanism of action that kills the amoeba causing the infection in amoebic dysentery?,"Common side effects of iodoquinol include nausea, vomiting, diarrhea, and stomach pain.","What is the recommended dosage for the drug that has common side effects including nausea, vomiting, diarrhea, and stomach pain, used to treat amoebic dysentery?",The recommended dosage of iodoquinol for adults is typically 650 mg three times a day for 20 days.,"What is the chemical formula of the drug with the recommended dosage of 650 mg three times a day for 20 days, used to treat amoebic dysentery?",The chemical formula of iodoquinol is C9H5I2NO.,"What is the molecular weight of the drug with the chemical formula C9H5I2NO, used to treat amoebic dysentery?",The molecular weight of iodoquinol is 396.95 g/mol.
health_disease,periodontal abscess,health specialty,dentistry,What is the health specialty of periodontal abscess?,Periodontal abscess,0.0,"['dentistry', 'Periodontal abscess', 'cardiology', 'neurology']",Which health specialty deals with periodontal abscess?,Is the health specialty of periodontal abscess dentistry?,Is the health specialty of periodontal abscess Periodontal abscess?,What is a common treatment for periodontal abscess?,What condition is associated with the health specialty of dentistry?,A. neurology  B. dentistry  C. cardiology  D. Periodontal abscess,B,What is the primary focus of the health specialty of periodontal abscess?,Oral health,What is a common procedure performed in the primary focus of the health specialty of periodontal abscess?,Teeth cleaning,What is a common tool used in the common procedure performed in the primary focus of the health specialty of periodontal abscess?,Scaler,What is the material commonly used to make the common tool used in the common procedure performed in the primary focus of the health specialty of periodontal abscess?,Stainless steel,Which element is a major component of the material commonly used to make the common tool used in the common procedure performed in the primary focus of the health specialty of periodontal abscess?,Iron
health_disease,staphylococcal meningitis,health specialty,neurology,What is the health specialty of staphylococcal meningitis?,Meningitis,0.0,"['neurology', 'Meningitis', 'cardiology', 'dermatology']",Which medical field specializes in staphylococcal meningitis?,Is the health specialty of staphylococcal meningitis neurology?,Is the health specialty of staphylococcal meningitis Meningitis?,What type of bacteria causes staphylococcal meningitis?,What condition does neurology specialize in related to staphylococcal meningitis?,A. cardiology  B. dermatology  C. Meningitis  D. neurology,D,Who is a notable neurologist specializing in the health specialty of staphylococcal meningitis?,Oliver Sacks,What is a famous book written by the notable neurologist specializing in the health specialty of staphylococcal meningitis?,The Man Who Mistook His Wife for a Hat,In which year was the famous book written by the notable neurologist specializing in the health specialty of staphylococcal meningitis published?,1985,Which publishing house published the famous book written by the notable neurologist specializing in the health specialty of staphylococcal meningitis?,Summit Books,Who was the founder of the publishing house that published the famous book written by the notable neurologist specializing in the health specialty of staphylococcal meningitis?,Richard E. Snyder
health_disease,air embolism,afflicts,diver,What does air embolism afflict?,A person who has an air embolism is in danger of dying,0.0,"['diver', 'A person who has an air embolism is in danger of dying', 'swimmer', 'pilot']",Who is affected by air embolism?,Does air embolism afflict a diver?,Does air embolism afflict a person who has an air embolism is in danger of dying?,What activity is commonly associated with the risk of air embolism?,Who is afflicted by air embolism?,A. diver  B. swimmer  C. A person who has an air embolism is in danger of dying  D. pilot,A,"What is a common activity that the diver, who is afflicted by air embolism, participates in?",Scuba diving,"What equipment is essential for the common activity that the diver, who is afflicted by air embolism, participates in?",Scuba tank,"What gas is primarily contained in the equipment essential for the common activity that the diver, who is afflicted by air embolism, participates in?",Compressed air,"What is a potential risk associated with the gas primarily contained in the equipment essential for the common activity that the diver, who is afflicted by air embolism, participates in?",Decompression sickness,"What is a common treatment for the potential risk associated with the gas primarily contained in the equipment essential for the common activity that the diver, who is afflicted by air embolism, participates in?",Hyperbaric oxygen therapy
health_disease,hypovolemia,health specialty,emergency medicine,What is the health specialty of hypovolemia?,Hypovolemia is a condition in which there is a decrease in the amount,0.0,"['emergency medicine', 'Hypovolemia is a condition in which there is a decrease in the amount', 'cardiology', 'neurology']",Which medical specialty deals with hypovolemia?,Is the health specialty of hypovolemia emergency medicine?,Is the health specialty of hypovolemia Hypovolemia is a condition in which there is a decrease in the amount?,What is a common treatment approach for hypovolemia?,What condition is associated with the health specialty of emergency medicine?,A. neurology  B. Hypovolemia is a condition in which there is a decrease in the amount  C. emergency medicine  D. cardiology,C,What is a common treatment used in the health specialty of hypovolemia?,Intravenous fluids,What is a common complication that can arise from the treatment used in the health specialty of hypovolemia?,Fluid overload,What is a common symptom of the complication that can arise from the treatment used in the health specialty of hypovolemia?,Shortness of breath,What is a diagnostic test used to identify the symptom of the complication that can arise from the treatment used in the health specialty of hypovolemia?,Chest X-ray,What is a common finding on the diagnostic test used to identify the symptom of the complication that can arise from the treatment used in the health specialty of hypovolemia?,Pulmonary edema
health_disease,"Niemann–Pick disease, SMPD1-associated",health specialty,endocrinology,"What is the health specialty of Niemann–Pick disease, SMPD1-associated?",Neurology,0.0,"['endocrinology', 'Neurology', 'Cardiology', 'Gastroenterology']","Which medical specialty deals with Niemann–Pick disease, SMPD1-associated?","Is the health specialty of Niemann–Pick disease, SMPD1-associated endocrinology?","Is the health specialty of Niemann–Pick disease, SMPD1-associated neurology?","What type of disease is Niemann–Pick disease, SMPD1-associated?",Which disease is associated with endocrinology in terms of health specialty?,A. Neurology  B. Cardiology  C. Gastroenterology  D. endocrinology,D,"Who is a notable endocrinologist specializing in Niemann–Pick disease, SMPD1-associated?",Dr. Rosalind Brown,"Which hospital is the notable endocrinologist specializing in Niemann–Pick disease, SMPD1-associated affiliated with?",Boston Children's Hospital,"In which city is the hospital located where the notable endocrinologist specializing in Niemann–Pick disease, SMPD1-associated is affiliated?",Boston,"In which state is the city located where the hospital is situated that the notable endocrinologist specializing in Niemann–Pick disease, SMPD1-associated is affiliated?",Massachusetts,"In which country is the state located where the city is situated that contains the hospital the notable endocrinologist specializing in Niemann–Pick disease, SMPD1-associated is affiliated?",United States
health_disease,border disease,has cause,infection,What does border disease have cause?,It has no cause,0.0,"['infection', 'It has no cause', 'genetic mutation', 'environmental factors']",What is the cause of border disease?,Does border disease have cause due to infection?,Does border disease have cause due to It has no cause?,What is a common symptom of border disease?,What does infection cause in relation to border disease?,A. It has no cause  B. environmental factors  C. infection  D. genetic mutation,C,What is a common symptom of the infection that border disease has cause?,hairy shaker syndrome,Which animal is commonly affected by the symptom of the infection that border disease has cause?,sheep,What is a common breed of the animal commonly affected by the symptom of the infection that border disease has cause?,Merino,Which country is known for having a large population of the common breed of the animal affected by the symptom of the infection that border disease has cause?,Australia,What is the capital city of the country known for having a large population of the common breed of the animal affected by the symptom of the infection that border disease has cause?,Canberra
health_disease,intestinal parasite infection,health specialty,infectious diseases,What is the health specialty of intestinal parasite infection?,Parasitology,0.0,"['infectious diseases', 'Parasitology', 'gastroenterology', 'immunology']",Which medical specialty deals with intestinal parasite infection?,Is the health specialty of intestinal parasite infection infectious diseases?,Is the health specialty of intestinal parasite infection Parasitology?,What is a common symptom associated with intestinal parasite infection?,What type of infection is associated with the health specialty of infectious diseases?,A. infectious diseases  B. Parasitology  C. gastroenterology  D. immunology,A,Who is a notable specialist in the health specialty of intestinal parasite infection?,Dr. Peter Hotez,Which university is associated with a notable specialist in the health specialty of intestinal parasite infection?,Baylor College of Medicine,In which city is the university located that is associated with a notable specialist in the health specialty of intestinal parasite infection?,Houston,In which state is the city located where the university associated with a notable specialist in the health specialty of intestinal parasite infection is situated?,Texas,In which country is the state located where the city is situated that contains the university associated with a notable specialist in the health specialty of intestinal parasite infection?,United States
