topic,type,subject,relation,object,question,label,output_meta_llama_3.1_8b_instruct,eval_meta_llama_3.1_8b_instruct,paraphrased_question,yes_question,no_question,multiple_choice_question,locality_question,reversed_relation_question,question_2hop,answer_2hop,question_3hop,answer_3hop,question_4hop,answer_4hop,question_5hop,answer_5hop,question_6hop,answer_6hop
places_country,wh,Zeeland,named after,New Zealand,Which country was named after Zeeland?,New Zealand,Netherlands,0.0,What country got its name from Zeeland?,Was New Zealand named after Zeeland?,Was the Netherlands named after Zeeland?,"{'question': 'Which country was named after Zeeland?', 'options': {'A': 'New Zealand', 'B': 'Netherlands', 'C': 'Australia', 'D': 'Canada'}, 'ground_truth': 'A'}",What is the capital city of Zeeland?,Which region is New Zealand named after?,Which country is the region that Zeeland is named after located in?,Netherlands,What is the capital city of the country where the region that Zeeland is named after is located?,Amsterdam,Which river flows through the capital city of the country where the region that Zeeland is named after is located?,Amstel River,What is the name of the sea into which the river flows that passes through the capital city of the country where the region that Zeeland is named after is located?,North Sea,Which ocean is connected to the sea into which the river flows that passes through the capital city of the country where the region that Zeeland is named after is located?,Atlantic Ocean
places_country,wh,Latvia,located in/on physical feature,Baltic states,What is the located in/on physical feature of Latvia?,Baltic states,Baltic Sea,0.0,Which physical feature is Latvia located in?,Is Latvia located in the Baltic states?,Is Latvia located in the Baltic Sea?,"{'question': 'In which physical feature is Latvia located?', 'options': {'A': 'Baltic states', 'B': 'Baltic Sea', 'C': 'Scandinavian Peninsula', 'D': 'Carpathian Mountains'}, 'ground_truth': 'A'}",What is the capital city of Latvia?,Which country is located in the Baltic states?,What is the largest river that Latvia is located on?,Daugava River,Which sea does the largest river that Latvia is located on flow into?,Baltic Sea,Which country borders the sea that the largest river in Latvia flows into?,Sweden,What is the capital city of the country that borders the sea into which the largest river in Latvia flows?,Stockholm,Which famous archipelago is located near the capital city of the country that borders the sea into which the largest river in Latvia flows?,Stockholm Archipelago
places_country,wh,Latvia,located in time zone,daylight saving time,What is the located in time zone of Latvia?,daylight saving time,Eastern European Time (EET),0.0,In which time zone is Latvia located?,Is Latvia located in the daylight saving time zone?,Is Latvia located in the Eastern European Time (EET) zone?,"{'question': 'What time zone is Latvia located in?', 'options': {'A': 'Eastern European Time (EET)', 'B': 'Greenwich Mean Time (GMT)', 'C': 'Daylight Saving Time', 'D': 'Central European Time (CET)'}, 'ground_truth': 'C'}",What is the capital city of Latvia?,Which country is located in the daylight saving time zone?,What is the capital city of the country that is located in the same time zone as Latvia?,Riga,What is the population of the capital city of the country that is located in the same time zone as Latvia?,"632,614",What is the name of the river that flows through the capital city of the country that is located in the same time zone as Latvia?,Daugava River,What is the length of the river that flows through the capital city of the country that is located in the same time zone as Latvia?,"1,020 kilometers",Into which body of water does the river that flows through the capital city of the country located in the same time zone as Latvia empty?,Gulf of Riga
places_country,wh,Sea of Japan,lowest point,South Korea,Which country's lowest point is Sea of Japan?,South Korea,Russia,0.0,Which nation has its lowest point in the Sea of Japan?,Is South Korea's lowest point the Sea of Japan?,Is Russia's lowest point the Sea of Japan?,"{'question': ""Which country's lowest point is the Sea of Japan?"", 'options': {'A': 'South Korea', 'B': 'Russia', 'C': 'China', 'D': 'Japan'}, 'ground_truth': 'A'}",What is the capital city of South Korea?,Which sea is the lowest point of South Korea?,What is the name of the trench that contains the lowest point of the Sea of Japan?,Japan Trench,Which ocean does the trench that contains the lowest point of the Sea of Japan belong to?,Pacific Ocean,Which continent borders the ocean that contains the trench with the lowest point of the Sea of Japan?,Asia,Which country on the continent that borders the ocean containing the trench with the lowest point of the Sea of Japan has the longest coastline?,Russia,What is the capital city of the country with the longest coastline on the continent that borders the ocean containing the trench with the lowest point of the Sea of Japan?,Moscow
places_country,wh,Pyongyang,twinned administrative body,Singapore,Which country's twinned administrative body is Pyongyang?,Singapore,North Korea,0.0,What is the twinned administrative body of Pyongyang?,Is Singapore the twinned administrative body of Pyongyang?,Is North Korea the twinned administrative body of Pyongyang?,"{'question': ""Which country's twinned administrative body is Pyongyang?"", 'options': {'A': 'Singapore', 'B': 'North Korea', 'C': 'Japan', 'D': 'China'}, 'ground_truth': 'A'}",What is the capital city of North Korea?,Which city is twinned with Singapore?,What is the capital city of the country that has a twinned administrative body with Pyongyang?,Beijing,Which famous square is located in the capital city of the country that has a twinned administrative body with Pyongyang?,Tiananmen Square,What significant event took place in the famous square located in the capital city of the country that has a twinned administrative body with Pyongyang?,Tiananmen Square Massacre,In which year did the significant event take place in the famous square located in the capital city of the country that has a twinned administrative body with Pyongyang?,1989,Who was the leader of the country during the year when the significant event took place in the famous square located in the capital city that has a twinned administrative body with Pyongyang?,Deng Xiaoping
places_country,wh,Tobago,named after,Trinidad and Tobago,Which country was named after Tobago?,Trinidad and Tobago,Togo,0.0,What country is named after Tobago?,Was Trinidad and Tobago named after Tobago?,Was Togo named after Tobago?,"{'question': 'Which country was named after Tobago?', 'options': {'A': 'Trinidad and Tobago', 'B': 'Togo', 'C': 'Jamaica', 'D': 'Barbados'}, 'ground_truth': 'A'}",What is the capital of Trinidad and Tobago?,Which island is Trinidad and Tobago named after?,What is the origin of the name of Tobago?,Tobacco,Which plant is the origin of the name of Tobago derived from?,Tobacco plant,Which continent is the plant that the name of Tobago is derived from originally found?,South America,Which country in South America is known for the cultivation of the plant that the name of Tobago is derived from?,Brazil,What is the official language of the country in South America known for the cultivation of the plant that the name of Tobago is derived from?,Portuguese
places_country,wh,United Arab Emirates,country,United Arab Emirates,What is the country of United Arab Emirates?,United Arab Emirates,Nation,0.0,Which country does the United Arab Emirates belong to?,Is the country of United Arab Emirates the United Arab Emirates?,Is the country of United Arab Emirates Nation?,"{'question': 'What is the country of United Arab Emirates?', 'options': {'A': 'United Arab Emirates', 'B': 'Nation', 'C': 'Saudi Arabia', 'D': 'Qatar'}, 'ground_truth': 'A'}",What is the capital city of the United Arab Emirates?,Which country is the United Arab Emirates?,What is the capital of the United Arab Emirates?,Abu Dhabi,Who is the current ruler of the capital of the United Arab Emirates?,Khalifa bin Zayed Al Nahyan,What is the official title of the current ruler of the capital of the United Arab Emirates?,President of the United Arab Emirates,Which organization is the President of the United Arab Emirates a part of?,Federal Supreme Council,When was the Federal Supreme Council of the United Arab Emirates established?,1971
places_country,wh,United Arab Emirates,country,United Arab Emirates,Which country's country is United Arab Emirates?,United Arab Emirates,Middle East,0.0,What is the name of the country that is the United Arab Emirates?,Is the United Arab Emirates the country of the United Arab Emirates?,Is the Middle East the country of the United Arab Emirates?,"{'question': ""Which country's country is United Arab Emirates?"", 'options': {'A': 'United Arab Emirates', 'B': 'Middle East', 'C': 'Saudi Arabia', 'D': 'Qatar'}, 'ground_truth': 'A'}",What is the capital city of the United Arab Emirates?,Which country is the United Arab Emirates a part of?,What is the capital of the country United Arab Emirates?,Abu Dhabi,Who is the current ruler of the capital of the United Arab Emirates?,Khalifa bin Zayed Al Nahyan,What is the name of the tallest building in the city ruled by Khalifa bin Zayed Al Nahyan?,Burj Khalifa,Which company was the main contractor for the construction of the tallest building in the city ruled by Khalifa bin Zayed Al Nahyan?,Samsung C&T,In which country is the main contractor for the construction of the tallest building in the city ruled by Khalifa bin Zayed Al Nahyan headquartered?,South Korea
places_country,wh,Cheltenham,twinned administrative body,Kenya,Which country's twinned administrative body is Cheltenham?,Kenya,Bourges,0.0,Cheltenham is twinned with which country?,Is Cheltenham's twinned administrative body Kenya?,Is Cheltenham's twinned administrative body Bourges?,"{'question': ""Which country's twinned administrative body is Cheltenham?"", 'options': {'A': 'Kenya', 'B': 'Bourges', 'C': 'France', 'D': 'Germany'}, 'ground_truth': 'A'}",In which country is Cheltenham located?,Which town in the UK is twinned with Kenya?,What is the name of a city that is twinned with Cheltenham?,Annecy,What is the population of the city that is twinned with Cheltenham?,"128,199",What is the primary language spoken in the city that is twinned with Cheltenham?,French,What is the currency used in the country where the city that is twinned with Cheltenham is located?,Euro,What is the capital of the country where the city that is twinned with Cheltenham is located?,Paris
places_country,wh,Angola,country,Angola,What is the country of Angola?,Angola,Nation,0.0,Which country does Angola belong to?,Is Angola the country of Angola?,Is Nation the country of Angola?,"{'question': 'What is the country of Angola?', 'options': {'A': 'Angola', 'B': 'Nation', 'C': 'Brazil', 'D': 'Kenya'}, 'ground_truth': 'A'}",What is the capital city of Angola?,Which country is Angola?,What is the capital city of the country Angola?,Luanda,What is the population of the capital city of the country Angola?,Approximately 8 million,What is the main language spoken in the capital city of the country Angola?,Portuguese,Which country colonized the country where the main language spoken in its capital city is Portuguese?,Portugal,What is the capital city of the country that colonized the country where the main language spoken in its capital city is Portuguese?,Lisbon
places_country,wh,Angola,country,Angola,Which country's country is Angola?,Angola,Portugal,0.0,What is the name of the country that is Angola?,Is Angola the country of Angola?,Is Portugal the country of Angola?,"{'question': ""Which country's country is Angola?"", 'options': {'A': 'Angola', 'B': 'Portugal', 'C': 'Brazil', 'D': 'Spain'}, 'ground_truth': 'A'}",What is the capital city of Angola?,Which country is Angola?,What is the capital city of the country Angola?,Luanda,Which river flows through the capital city of Angola?,Cuanza River,What is the primary language spoken in the country where the Cuanza River flows?,Portuguese,Which continent is home to the country where Portuguese is the primary language and the Cuanza River flows?,Africa,What is the largest country by area on the continent where Angola is located?,Algeria
places_country,wh,Mexico,country,Mexico,What is the country of Mexico?,Mexico,Nation,0.0,Which country is Mexico?,"Is the country of Mexico, Mexico?","Is the country of Mexico, Nation?","{'question': 'What is the country of Mexico?', 'options': {'A': 'Nation', 'B': 'Canada', 'C': 'Mexico', 'D': 'Brazil'}, 'ground_truth': 'C'}",What is the capital city of Mexico?,What country is Mexico?,What is the capital city of the country Mexico?,Mexico City,What is the most populous borough in the capital city of Mexico?,Iztapalapa,What is the name of the largest park in the most populous borough of the capital city of Mexico?,Cerro de la Estrella National Park,Which ancient civilization's archaeological site is located in the largest park in the most populous borough of the capital city of Mexico?,Aztec,What is the name of the festival celebrated by the ancient civilization whose archaeological site is located in the largest park in the most populous borough of the capital city of Mexico?,Huey Tozoztli
places_country,wh,Mexico,country,Mexico,Which country's country is Mexico?,Mexico,United States,0.0,What is the country of Mexico?,Is Mexico the country of Mexico?,Is the United States the country of Mexico?,"{'question': ""Which country's country is Mexico?"", 'options': {'A': 'United States', 'B': 'Canada', 'C': 'Brazil', 'D': 'Mexico'}, 'ground_truth': 'D'}",What is the capital city of Mexico?,Which country is Mexico a country of?,What is the capital city of the country Mexico?,Mexico City,What is the most populous borough in the capital city of the country Mexico?,Iztapalapa,Which famous market is located in the most populous borough of the capital city of the country Mexico?,La Merced Market,What is a popular dish that can be found at the famous market located in the most populous borough of the capital city of the country Mexico?,Tacos,What is a key ingredient in the popular dish found at the famous market in the most populous borough of the capital city of the country Mexico?,Corn tortillas
places_country,wh,Koreans,ethnic group,Japan,Which country's ethnic group is Koreans?,Japan,South Korea,0.0,Koreans belong to the ethnic group of which country?,Are Koreans an ethnic group of Japan?,Are Koreans an ethnic group of South Korea?,"{'question': ""Which country's ethnic group is Koreans?"", 'options': {'A': 'Japan', 'B': 'South Korea', 'C': 'China', 'D': 'Vietnam'}, 'ground_truth': 'A'}",What is the capital city of South Korea?,Which ethnic group belongs to Japan?,What is the primary language spoken by the Koreans ethnic group?,Korean,What is the writing system used for the primary language spoken by the Koreans ethnic group?,Hangul,Who invented the writing system used for the primary language spoken by the Koreans ethnic group?,King Sejong the Great,In which century did the inventor of the writing system for the primary language spoken by the Koreans ethnic group live?,15th century,Which dynasty was ruling during the century when the inventor of the writing system for the primary language spoken by the Koreans ethnic group lived?,Joseon Dynasty
places_country,wh,Somalia,public holiday,New Year's Day,What is the public holiday of Somalia?,New Year's Day,Independence Day,0.0,Which public holiday is celebrated in Somalia?,Is New Year's Day a public holiday in Somalia?,Is Independence Day a public holiday in Somalia?,"{'question': 'What is the public holiday of Somalia?', 'options': {'A': ""New Year's Day"", 'B': 'Independence Day', 'C': 'Labor Day', 'D': 'Christmas Day'}, 'ground_truth': 'A'}",What is the capital city of Somalia?,In which country is New Year's Day a public holiday?,What is a traditional dish eaten during a public holiday in Somalia?,Halwa,What is a key ingredient in the traditional dish eaten during a public holiday in Somalia?,Sugar,Which country is a major producer of the key ingredient in the traditional dish eaten during a public holiday in Somalia?,Brazil,What is the capital city of the country that is a major producer of the key ingredient in the traditional dish eaten during a public holiday in Somalia?,Brasília,What is the official language spoken in the capital city of the country that is a major producer of the key ingredient in the traditional dish eaten during a public holiday in Somalia?,Portuguese
places_country,wh,Somalia,country,Somalia,What is the country of Somalia?,Somalia,Nation,0.0,Which country is Somalia?,Is Somalia the country of Somalia?,Is Nation the country of Somalia?,"{'question': 'What is the country of Somalia?', 'options': {'A': 'Somalia', 'B': 'Nation', 'C': 'Ethiopia', 'D': 'Kenya'}, 'ground_truth': 'A'}",What is the capital city of Somalia?,Which country is named Somalia?,What is the capital city of the country Somalia?,Mogadishu,Which ocean borders the capital city of the country Somalia?,Indian Ocean,What is the name of the major port in the capital city of the country Somalia?,Port of Mogadishu,Which company operates the major port in the capital city of the country Somalia?,Albayrak Group,In which country is the company based that operates the major port in the capital city of the country Somalia?,Turkey
places_country,wh,Somalia,country,Somalia,Which country's country is Somalia?,Somalia,Ethiopia,0.0,What is the name of the country that is Somalia?,Is Somalia the country of Somalia?,Is Ethiopia the country of Somalia?,"{'question': ""Which country's country is Somalia?"", 'options': {'A': 'Somalia', 'B': 'Ethiopia', 'C': 'Kenya', 'D': 'Djibouti'}, 'ground_truth': 'A'}",What is the capital city of Somalia?,Which country is Somalia a country of?,What is the capital city of the country Somalia?,Mogadishu,Which ocean borders the capital city of the country Somalia?,Indian Ocean,What is the name of the major port in the capital city of the country Somalia?,Port of Mogadishu,Which country is the major port in the capital city of the country Somalia located?,Somalia,What is the primary language spoken in the country where the major port in the capital city of Somalia is located?,Somali
places_country,wh,Seychelles,country,Seychelles,What is the country of Seychelles?,Seychelles,Island nation,0.0,Which country does Seychelles belong to?,Is Seychelles the country of Seychelles?,Is Island nation the country of Seychelles?,"{'question': 'What is the country of Seychelles?', 'options': {'A': 'Seychelles', 'B': 'Island nation', 'C': 'Madagascar', 'D': 'Mauritius'}, 'ground_truth': 'A'}",What is the capital city of Seychelles?,Which country is named Seychelles?,What is the capital city of the country Seychelles?,Victoria,What is the population of the capital city of the country Seychelles?,"Approximately 26,450",What is the main language spoken in the capital city of the country Seychelles?,Seychellois Creole,What is the primary religion practiced in the capital city of the country where Seychellois Creole is the main language?,Roman Catholicism,What is the name of the largest church in the capital city of the country where Roman Catholicism is the primary religion?,Cathedral of Our Lady of Immaculate Conception
places_country,wh,Seychelles,country,Seychelles,Which country's country is Seychelles?,Seychelles,Offshore,0.0,What is the name of the country that is Seychelles?,Is Seychelles the country of Seychelles?,Is Offshore the country of Seychelles?,"{'question': ""Which country's country is Seychelles?"", 'options': {'A': 'Seychelles', 'B': 'Offshore', 'C': 'Maldives', 'D': 'Mauritius'}, 'ground_truth': 'A'}",What is the capital city of Seychelles?,Which country is Seychelles a country of?,What is the capital city of the country Seychelles?,Victoria,What is the population of the capital city of the country Seychelles?,"Approximately 26,000",What is the main language spoken in the capital city of the country Seychelles?,Seychellois Creole,What is the currency used in the country where the capital city Victoria is located?,Seychellois rupee,What is the ISO 4217 code for the currency used in the country where the capital city Victoria is located?,SCR
places_country,wh,Egypt,country,Egypt,What is the country of Egypt?,Egypt,Nation,0.0,Which country is Egypt?,Is the country of Egypt Egypt?,Is the country of Egypt Nation?,"{'question': 'What is the country of Egypt?', 'options': {'A': 'Nation', 'B': 'Egypt', 'C': 'Continent', 'D': 'Region'}, 'ground_truth': 'B'}",What is the capital city of Egypt?,Which country is Egypt?,What is the capital city of the country Egypt?,Cairo,What is the population of the capital city of the country Egypt?,Approximately 9.5 million,What is the main river that flows through the capital city of the country Egypt?,Nile River,What is the length of the main river that flows through the capital city of the country Egypt?,"Approximately 6,650 kilometers",Which two countries does the main river that flows through the capital city of the country Egypt originate from?,Burundi and Rwanda
places_country,wh,Egypt,head of state,Abdel Fattah el-Miksiki,Who is the head of state of Egypt?,Abdel Fattah el-Miksiki,Abdel Fattah el-Sisi,0.0,Who currently serves as the head of state in Egypt?,Is Abdel Fattah el-Miksiki the head of state of Egypt?,Is Abdel Fattah el-Sisi the head of state of Egypt?,"{'question': 'Who is the head of state of Egypt?', 'options': {'A': 'Abdel Fattah el-Miksiki', 'B': 'Abdel Fattah el-Sisi', 'C': 'Mohamed Morsi', 'D': 'Hosni Mubarak'}, 'ground_truth': 'A'}",What is the capital city of Egypt?,Which country has Abdel Fattah el-Miksiki as its head of state?,Who is the spouse of the head of state of Egypt?,Entissar Amer,Which university did the spouse of the head of state of Egypt attend?,Ain Shams University,In which city is the university located that the spouse of the head of state of Egypt attended?,Cairo,In which governorate is the city located where the university that the spouse of the head of state of Egypt attended is situated?,Cairo Governorate,In which country is the governorate located where the city is situated that contains the university the spouse of the head of state of Egypt attended?,Egypt
places_country,wh,Egypt,country,Egypt,Which country's country is Egypt?,Egypt,Africa,0.0,What is the name of the country that is Egypt?,Is Egypt the country of Egypt?,Is Africa the country of Egypt?,"{'question': ""Which country's country is Egypt?"", 'options': {'A': 'Africa', 'B': 'Egypt', 'C': 'Asia', 'D': 'Europe'}, 'ground_truth': 'B'}",What is the capital city of Egypt?,Which country is Egypt a country of?,What is the capital city of the country Egypt?,Cairo,Which river runs through the capital city of the country Egypt?,Nile River,What is the name of the dam located on the river that runs through the capital city of the country Egypt?,Aswan High Dam,In which year was the dam completed that is located on the river running through the capital city of the country Egypt?,1970,Which president of Egypt was in power when the dam on the river running through the capital city of the country Egypt was completed?,Gamal Abdel Nasser
places_country,wh,Barents Sea,located in or next to body of water,Norway,Which country's located in or next to body of water is Barents Sea?,Norway,Russia,0.0,Which country is adjacent to the Barents Sea?,Is Norway located in or next to the Barents Sea?,Is Russia located in or next to the Barents Sea?,"{'question': 'Which country is located in or next to the Barents Sea?', 'options': {'A': 'Norway', 'B': 'Russia', 'C': 'Sweden', 'D': 'Finland'}, 'ground_truth': 'A'}",What is the capital city of Norway?,Which body of water is Norway located in or next to?,Which ocean is the Barents Sea located in or next to?,Arctic Ocean,Which sea is connected to the ocean that the Barents Sea is located in or next to?,Greenland Sea,Which strait connects the sea that is connected to the ocean that the Barents Sea is located in or next to?,Fram Strait,Which island is located near the strait that connects the sea that is connected to the ocean that the Barents Sea is located in or next to?,Svalbard,Which country has sovereignty over the island located near the strait that connects the sea that is connected to the ocean that the Barents Sea is located in or next to?,Norway
places_country,wh,Barcelona,capital,Catalonia,Which country's capital is Barcelona?,Catalonia,Spain,0.0,What region has Barcelona as its capital?,Is Barcelona the capital of Catalonia?,Is Barcelona the capital of Spain?,"{'question': 'Barcelona is the capital of which region?', 'options': {'A': 'Catalonia', 'B': 'Spain', 'C': 'Andalusia', 'D': 'Galicia'}, 'ground_truth': 'A'}",In which country is the city of Barcelona located?,What is the capital of Catalonia?,What is the country of which Barcelona is the capital of a region?,Spain,What is the official language of the country where Barcelona is the capital of a region?,Spanish,What is the most widely spoken language in the country where the official language is Spanish and Barcelona is the capital of a region?,Spanish,What is the second most widely spoken language in the country where Barcelona is the capital of a region?,Catalan,What is the name of the region where Catalan is widely spoken and Barcelona is the capital?,Catalonia
places_country,wh,Mariana Islands,named after,Northern Mariana Islands,Which country was named after Mariana Islands?,Northern Mariana Islands,Guam,0.0,What country is named after the Mariana Islands?,Is the Northern Mariana Islands named after the Mariana Islands?,Is Guam named after the Mariana Islands?,"{'question': 'Which country was named after the Mariana Islands?', 'options': {'A': 'Northern Mariana Islands', 'B': 'Guam', 'C': 'Philippines', 'D': 'Palau'}, 'ground_truth': 'A'}",What is the capital of the Northern Mariana Islands?,Which islands are the Northern Mariana Islands named after?,Who was the Mariana Islands named after?,Queen Mariana of Austria,Who was the spouse of the person after whom the Mariana Islands were named?,Philip IV of Spain,Which dynasty did the spouse of the person after whom the Mariana Islands were named belong to?,Habsburg dynasty,Who was the father of the spouse of the person after whom the Mariana Islands were named?,Philip III of Spain,Which kingdom did the father of the spouse of the person after whom the Mariana Islands were named rule?,Kingdom of Spain
places_country,wh,Saint Kitts and Nevis,twinned administrative body,Miami-Dade County,What is the twinned administrative body of Saint Kitts and Nevis?,Miami-Dade County,Federation,0.0,Which administrative body is twinned with Saint Kitts and Nevis?,Is Miami-Dade County the twinned administrative body of Saint Kitts and Nevis?,Is Federation the twinned administrative body of Saint Kitts and Nevis?,"{'question': 'What is the twinned administrative body of Saint Kitts and Nevis?', 'options': {'A': 'Miami-Dade County', 'B': 'Federation', 'C': 'Los Angeles County', 'D': 'Cook County'}, 'ground_truth': 'A'}",What is the capital city of Saint Kitts and Nevis?,Which country is twinned with Miami-Dade County?,What is the capital of the twinned administrative body of Saint Kitts and Nevis?,Basseterre,Which island is the capital of the twinned administrative body of Saint Kitts and Nevis located on?,Saint Kitts,What is the population of the island where the capital of the twinned administrative body of Saint Kitts and Nevis is located?,"Approximately 34,000",What is the main economic activity on the island where the capital of the twinned administrative body of Saint Kitts and Nevis is located?,Tourism,Which major international airport serves the island where the capital of the twinned administrative body of Saint Kitts and Nevis is located?,Robert L. Bradshaw International Airport
places_country,wh,Saint Kitts and Nevis,basic form of government,constitutional monarchy,What is the basic form of government of Saint Kitts and Nevis?,constitutional monarchy,Federal parliamentary democracy,0.0,What type of government does Saint Kitts and Nevis have?,Is the basic form of government of Saint Kitts and Nevis a constitutional monarchy?,Is the basic form of government of Saint Kitts and Nevis a federal parliamentary democracy?,"{'question': 'What is the basic form of government of Saint Kitts and Nevis?', 'options': {'A': 'Federal parliamentary democracy', 'B': 'Constitutional monarchy', 'C': 'Presidential republic', 'D': 'Absolute monarchy'}, 'ground_truth': 'B'}",What is the capital city of Saint Kitts and Nevis?,Which country has a basic form of government that is a constitutional monarchy?,Who is the head of state in the basic form of government of Saint Kitts and Nevis?,Charles III,Who is the Prime Minister appointed by the head of state in the basic form of government of Saint Kitts and Nevis?,Terrance Drew,Which political party does the Prime Minister of Saint Kitts and Nevis belong to?,Saint Kitts and Nevis Labour Party,When was the political party that the Prime Minister of Saint Kitts and Nevis belongs to founded?,1932,Who was the founder of the political party that the Prime Minister of Saint Kitts and Nevis belongs to?,Thomas Manchester
places_country,wh,carnival,public holiday,Uruguay,Which country's public holiday is carnival?,Uruguay,Trinidad,0.0,In which country is carnival celebrated as a public holiday?,Is carnival a public holiday in Uruguay?,Is carnival a public holiday in Trinidad?,"{'question': ""Which country's public holiday is carnival?"", 'options': {'A': 'Uruguay', 'B': 'Trinidad', 'C': 'Brazil', 'D': 'Spain'}, 'ground_truth': 'A'}",In which country is Montevideo the capital city?,What public holiday is celebrated in Uruguay?,In which country is the public holiday Carnival celebrated?,Brazil,What is the capital city of the country where the public holiday Carnival is celebrated?,Brasília,Which famous architect designed many of the buildings in the capital city of the country where Carnival is celebrated?,Oscar Niemeyer,Which prestigious award did the architect who designed many buildings in the capital city of the country where Carnival is celebrated win?,Pritzker Architecture Prize,In which year did the architect who won the Pritzker Architecture Prize and designed many buildings in the capital city of the country where Carnival is celebrated receive the award?,1988
places_country,wh,Kenya,ethnic group,African people,What is the ethnic group of Kenya?,African people,Bantu,0.0,Which ethnic group is predominant in Kenya?,Is the ethnic group of Kenya African people?,Is the ethnic group of Kenya Bantu?,"{'question': 'What is the ethnic group of Kenya?', 'options': {'A': 'African people', 'B': 'Bantu', 'C': 'Asian people', 'D': 'European people'}, 'ground_truth': 'A'}",What is the capital city of Kenya?,Which country has African people as its ethnic group?,What is the primary language spoken by the largest ethnic group in Kenya?,Kikuyu,What is the traditional cuisine of the primary language-speaking ethnic group in Kenya?,Githeri,What is a common ingredient in the traditional cuisine of the primary language-speaking ethnic group in Kenya?,Maize,Which region in Kenya is known for growing the common ingredient in the traditional cuisine of the primary language-speaking ethnic group?,Central Province,What is the capital city of the region in Kenya known for growing the common ingredient in the traditional cuisine of the primary language-speaking ethnic group?,Nyeri
places_country,wh,Kenya,country,Kenya,What is the country of Kenya?,Kenya,Nation,0.0,Which country is Kenya?,"Is the country of Kenya, Kenya?","Is the country of Kenya, Nation?","{'question': 'What is the country of Kenya?', 'options': {'A': 'Kenya', 'B': 'Nation', 'C': 'Uganda', 'D': 'Tanzania'}, 'ground_truth': 'A'}",What is the capital city of Kenya?,Which country is Kenya a part of?,What is the capital city of the country Kenya?,Nairobi,What is the population of the capital city of the country Kenya?,4.397 million (as of 2019),What is the main airport in the capital city of the country Kenya?,Jomo Kenyatta International Airport,Which airline has its hub at the main airport in the capital city of the country Kenya?,Kenya Airways,What is the IATA code for the airline that has its hub at the main airport in the capital city of the country Kenya?,KQ
places_country,wh,Kenya,country,Kenya,Which country's country is Kenya?,Kenya,Tanzania,0.0,Kenya is the country of which nation?,Is Kenya the country of Kenya?,Is Kenya the country of Tanzania?,"{'question': ""Which country's country is Kenya?"", 'options': {'A': 'Kenya', 'B': 'Tanzania', 'C': 'Uganda', 'D': 'Ethiopia'}, 'ground_truth': 'A'}",What is the capital city of Kenya?,Which country is Kenya a country of?,What is the capital city of the country Kenya?,Nairobi,Which major international organization has its headquarters in the capital city of Kenya?,United Nations Environment Programme (UNEP),Who is the current executive director of the major international organization headquartered in the capital city of Kenya?,Inger Andersen,Which country is the current executive director of the major international organization headquartered in the capital city of Kenya from?,Denmark,What is the official language of the country where the current executive director of the major international organization headquartered in the capital city of Kenya is from?,Danish
places_country,wh,Solomon Islands,country,Solomon Islands,What is the country of Solomon Islands?,Solomon Islands,Oceania,0.0,Which country do the Solomon Islands belong to?,Is the country of Solomon Islands the Solomon Islands?,Is the country of Solomon Islands Oceania?,"{'question': 'What is the country of Solomon Islands?', 'options': {'A': 'Oceania', 'B': 'Solomon Islands', 'C': 'Australia', 'D': 'New Zealand'}, 'ground_truth': 'B'}",What is the capital city of the Solomon Islands?,What country is the Solomon Islands?,What is the capital of the Solomon Islands?,Honiara,Which island is the capital of the Solomon Islands located on?,Guadalcanal,What is the population of the island where the capital of the Solomon Islands is located?,"Around 155,000",What is the primary language spoken on the island where the capital of the Solomon Islands is located?,English,What is the currency used in the country where the island is located that contains the capital of the Solomon Islands?,Solomon Islands dollar
places_country,wh,Solomon Islands,located in/on physical feature,Melanesia,What is the located in/on physical feature of Solomon Islands?,Melanesia,Islands,0.0,Where are the Solomon Islands situated?,Are the Solomon Islands located in Melanesia?,Are the Solomon Islands located in the Islands?,"{'question': 'In which region are the Solomon Islands located?', 'options': {'A': 'Melanesia', 'B': 'Islands', 'C': 'Polynesia', 'D': 'Micronesia'}, 'ground_truth': 'A'}",What is the capital city of the Solomon Islands?,Which country is located in Melanesia?,What ocean are the Solomon Islands located in?,Pacific Ocean,Which major sea is part of the ocean where the Solomon Islands are located?,Coral Sea,Which country borders the major sea that is part of the ocean where the Solomon Islands are located?,Australia,What is the capital city of the country that borders the major sea that is part of the ocean where the Solomon Islands are located?,Canberra,Which continent is the country located on that has the capital city of Canberra?,Australia
places_country,wh,Solomon Islands,country,Solomon Islands,Which country's country is Solomon Islands?,Solomon Islands,Papua New Guinea,0.0,What is the name of the country that is called Solomon Islands?,Is Solomon Islands the country of Solomon Islands?,Is Papua New Guinea the country of Solomon Islands?,"{'question': ""Which country's country is Solomon Islands?"", 'options': {'A': 'Papua New Guinea', 'B': 'Solomon Islands', 'C': 'Fiji', 'D': 'Vanuatu'}, 'ground_truth': 'B'}",What is the capital city of Solomon Islands?,Which country is Solomon Islands a part of?,What is the capital city of the Solomon Islands?,Honiara,Which island is the capital city of the Solomon Islands located on?,Guadalcanal,What is the highest point on the island where the capital city of the Solomon Islands is located?,Mount Popomanaseu,Which mountain range includes the highest point on the island where the capital city of the Solomon Islands is located?,Kavo Range,Which ocean surrounds the island that contains the mountain range including the highest point where the capital city of the Solomon Islands is located?,Pacific Ocean
