topic,type,subject,relation,object,question,label,output_meta_llama_3.1_8b_instruct,eval_meta_llama_3.1_8b_instruct,paraphrased_question,yes_question,no_question,multiple_choice_question,reversed_relation_question,locality_question,question_2hop,answer_2hop,question_3hop,answer_3hop,question_4hop,answer_4hop,question_5hop,answer_5hop,question_6hop,answer_6hop
places_city,wh,Sorong,twinned administrative body,Nuuk,Which city's twinned administrative body is Sorong?,Nuuk,Jayapura,0.0,What city is twinned with Sorong as an administrative body?,Is Nuuk the twinned administrative body of Sorong?,Is Jayapura the twinned administrative body of Sorong?,"{'question': ""Which city's twinned administrative body is Sorong?"", 'options': {'A': 'Nuuk', 'B': 'Jayapura', 'C': 'Reykjavik', 'D': 'Oslo'}, 'ground_truth': 'A'}",Which city's twinned administrative body is Nuuk?,In which country is Sorong located?,What is the population of the city that is twinned with Sorong?,The population of the city twinned with Sorong is approximately 1.5 million.,What is the main language spoken in the city that is twinned with Sorong?,The main language spoken in the city twinned with Sorong is Spanish.,What is the name of the mayor of the city that is twinned with Sorong?,The name of the mayor of the city twinned with Sorong is Juan Pérez.,What is the primary industry in the city that is twinned with Sorong?,The primary industry in the city twinned with Sorong is tourism.,What is the name of the most famous tourist attraction in the city that is twinned with Sorong?,The most famous tourist attraction in the city twinned with Sorong is the historic cathedral.
places_city,wh,St. Pölten,named after,Hippolytus,What was St. Pölten named after?,Hippolytus,Saint Pothinus,0.0,Who is St. Pölten named after?,Was St. Pölten named after Hippolytus?,Was St. Pölten named after Saint Pothinus?,"{'question': 'What was St. Pölten named after?', 'options': {'A': 'Hippolytus', 'B': 'Saint Pothinus', 'C': 'Saint Peter', 'D': 'Saint Paul'}, 'ground_truth': 'A'}",Which city was named after Hippolytus?,In which country is St. Pölten located?,Who is St. Pölten named after?,Saint Hippolytus of Rome,What is the feast day of the person St. Pölten is named after?,August 13,Which century did the person St. Pölten is named after live in?,3rd century,Which Roman Emperor was ruling during the lifetime of the person St. Pölten is named after?,Emperor Decius,Which empire was ruled by the emperor during the lifetime of the person St. Pölten is named after?,Roman Empire
places_city,wh,Lappeenranta,twinned administrative body,Kolding,Which city's twinned administrative body is Lappeenranta?,Kolding,Kouvola,0.0,What city is twinned with Lappeenranta?,Is Kolding the twinned administrative body of Lappeenranta?,Is Kouvola the twinned administrative body of Lappeenranta?,"{'question': ""Which city's twinned administrative body is Lappeenranta?"", 'options': {'A': 'Kolding', 'B': 'Kouvola', 'C': 'Helsinki', 'D': 'Tampere'}, 'ground_truth': 'A'}",Which city is twinned with Kolding?,In which country is Lappeenranta located?,What is the population of the city that is twinned with Lappeenranta?,"Approximately 1.5 million (St. Petersburg, Russia)",What is the primary language spoken in the city that is twinned with Lappeenranta?,Russian,What is the name of the famous museum located in the city where the primary language is Russian and is twinned with Lappeenranta?,The Hermitage Museum,Who founded the famous museum located in the city where the primary language is Russian and is twinned with Lappeenranta?,Catherine the Great,In which year was the famous museum founded by Catherine the Great in the city where the primary language is Russian and is twinned with Lappeenranta?,1764
places_city,wh,Helmond,located in the administrative territorial entity,North Brabant,What is the located in the administrative territorial entity of Helmond?,North Brabant,Helmond,0.0,In which administrative territorial entity is Helmond located?,Is North Brabant the administrative territorial entity where Helmond is located?,Is Helmond the administrative territorial entity where Helmond is located?,"{'question': 'In which administrative territorial entity is Helmond located?', 'options': {'A': 'North Brabant', 'B': 'Helmond', 'C': 'Gelderland', 'D': 'Limburg'}, 'ground_truth': 'A'}",Which city is located in the administrative territorial entity of North Brabant?,What is a well-known historical landmark in Helmond?,What is the capital of the administrative territorial entity where Helmond is located?,Den Bosch (also known as 's-Hertogenbosch),Which river flows through the capital of the administrative territorial entity where Helmond is located?,Dommel,What is the name of the province where the river that flows through the capital of the administrative territorial entity where Helmond is located?,North Brabant,What is the largest city in the province where the river that flows through the capital of the administrative territorial entity where Helmond is located?,Eindhoven,Which university is located in the largest city in the province where the river that flows through the capital of the administrative territorial entity where Helmond is located?,Eindhoven University of Technology
places_city,wh,Warwick,twinned administrative body,Saumur,Which city's twinned administrative body is Warwick?,Saumur,Nanterre,0.0,What is the name of the city that is twinned with Warwick?,Is Saumur the city that is twinned with Warwick?,Is Nanterre the city that is twinned with Warwick?,"{'question': 'Which of the following cities is twinned with Warwick?', 'options': {'A': 'Saumur', 'B': 'Nanterre', 'C': 'Lyon', 'D': 'Marseille'}, 'ground_truth': 'A'}",Which city is twinned with Saumur?,In which country is Warwick located?,What is the capital city of the country where the twinned administrative body of Warwick is located?,Paris,Which famous landmark is located in the capital city of the country where the twinned administrative body of Warwick is located?,Eiffel Tower,Who designed the famous landmark located in the capital city of the country where the twinned administrative body of Warwick is located?,Gustave Eiffel,"In which year was the famous landmark designed by Gustave Eiffel, located in the capital city of the country where the twinned administrative body of Warwick is located, completed?",1889,Which international event coincided with the completion of the famous landmark designed by Gustave Eiffel in the capital city of the country where the twinned administrative body of Warwick is located?,Exposition Universelle (World's Fair)
places_city,wh,Andria,twinned administrative body,Durrës,Which city's twinned administrative body is Andria?,Durrës,Bari,0.0,What city has Andria as its twinned administrative body?,Is Durrës the city whose twinned administrative body is Andria?,Is Bari the city whose twinned administrative body is Andria?,"{'question': ""Which city's twinned administrative body is Andria?"", 'options': {'A': 'Durrës', 'B': 'Bari', 'C': 'Rome', 'D': 'Naples'}, 'ground_truth': 'A'}",Which city's twinned administrative body is Durrës?,In which country is the city of Andria located?,What is the capital city of the country where Andria's twinned administrative body is located?,Paris,Which river flows through the capital city of the country where Andria's twinned administrative body is located?,Seine,What is the name of the famous cathedral located on the river that flows through the capital city of the country where Andria's twinned administrative body is located?,Notre-Dame Cathedral,Who was the architect of the famous cathedral located on the river that flows through the capital city of the country where Andria's twinned administrative body is located?,Eugène Viollet-le-Duc,In which year did the architect of the famous cathedral located on the river that flows through the capital city of the country where Andria's twinned administrative body is located begin the restoration of the cathedral?,1844
places_city,wh,Kabul,present in work,Civilization V,What is the present in work of Kabul?,Civilization V,Afghanistan,0.0,In which work is Kabul featured?,Is Kabul present in Civilization V?,Is Kabul present in Afghanistan?,"{'question': 'In which of the following works is Kabul present?', 'options': {'A': 'Civilization V', 'B': 'Afghanistan', 'C': 'The Great Gatsby', 'D': 'War and Peace'}, 'ground_truth': 'A'}",Which city is present in Civilization V?,What is the capital city of Afghanistan?,Which famous novel is set in Kabul?,The Kite Runner,Who is the author of the famous novel set in Kabul?,Khaled Hosseini,What is the nationality of the author of the famous novel set in Kabul?,Afghan-American,In which year was the author of the famous novel set in Kabul born?,1965,In which city was the author of the famous novel set in Kabul born?,Kabul
places_city,wh,Hoorn,twinned administrative body,Malacca,Which city's twinned administrative body is Hoorn?,Malacca,Medemblik,0.0,What city is twinned with Hoorn as an administrative body?,Is Malacca the city that has a twinned administrative body with Hoorn?,Is Medemblik the city that has a twinned administrative body with Hoorn?,"{'question': 'Which city is twinned with Hoorn as an administrative body?', 'options': {'A': 'Malacca', 'B': 'Medemblik', 'C': 'Amsterdam', 'D': 'Rotterdam'}, 'ground_truth': 'A'}",Which city is twinned with Malacca as an administrative body?,In which country is the city of Hoorn located?,What is the capital city of the country where a twinned administrative body of Hoorn is located?,Prague,Which river flows through the capital city of the country where a twinned administrative body of Hoorn is located?,Vltava,What is the length of the river that flows through the capital city of the country where a twinned administrative body of Hoorn is located?,430 kilometers,Which sea does the river that flows through the capital city of the country where a twinned administrative body of Hoorn is located ultimately drain into?,North Sea,Which ocean is connected to the sea that the river flowing through the capital city of the country where a twinned administrative body of Hoorn is located drains into?,Atlantic Ocean
places_city,wh,Masuda,twinned administrative body,Ningbo,Which city's twinned administrative body is Masuda?,Ningbo,Kanazawa,0.0,What city has Masuda as its twinned administrative body?,Is Ningbo the city that has Masuda as its twinned administrative body?,Is Kanazawa the city that has Masuda as its twinned administrative body?,"{'question': 'Which city has Masuda as its twinned administrative body?', 'options': {'A': 'Ningbo', 'B': 'Kanazawa', 'C': 'Tokyo', 'D': 'Osaka'}, 'ground_truth': 'A'}",Which city's twinned administrative body is Ningbo?,In which country is Masuda located?,What is the population of the city that is twinned with Masuda?,"Approximately 50,000",What is the primary language spoken in the city that is twinned with Masuda?,French,What is the most popular tourist attraction in the city where the primary language is French and is twinned with Masuda?,The Old Town,What is the historical significance of the most popular tourist attraction in the city that is twinned with Masuda?,It dates back to the medieval period.,Which famous historical figure is associated with the most popular tourist attraction in the city that is twinned with Masuda?,Joan of Arc
places_city,wh,Cuernavaca,twinned administrative body,Acapulco,Which city's twinned administrative body is Cuernavaca?,Acapulco,Puebla,0.0,What city is twinned with Cuernavaca as an administrative body?,Is Acapulco the twinned administrative body of Cuernavaca?,Is Puebla the twinned administrative body of Cuernavaca?,"{'question': ""Which city's twinned administrative body is Cuernavaca?"", 'options': {'A': 'Acapulco', 'B': 'Puebla', 'C': 'Monterrey', 'D': 'Guadalajara'}, 'ground_truth': 'A'}",Which city is the twinned administrative body of Acapulco?,What is a well-known nickname for Cuernavaca?,What is the capital city of the country that has a twinned administrative body with Cuernavaca?,Madrid,What is the official language of the country whose capital city is Madrid?,Spanish,What is the currency used in the country where the official language is Spanish and the capital city is Madrid?,Euro,Which continent is home to the country that uses the Euro and has Spanish as its official language?,Europe,What is the largest country by area on the continent that is home to the country using the Euro and having Spanish as its official language?,Russia
places_city,wh,Mali,country,Timbuktu,Which city's country is Mali?,Timbuktu,Bamako,0.0,What city is located in the country of Mali?,Is Timbuktu a city in Mali?,Is Bamako a city in Mali?,"{'question': 'Which city is in the country of Mali?', 'options': {'A': 'Timbuktu', 'B': 'Bamako', 'C': 'Cairo', 'D': 'Nairobi'}, 'ground_truth': 'A'}",Which country is Timbuktu located in?,What is the capital city of Mali?,What is the capital city of the country Mali?,Bamako,Which river flows through the capital city of the country Mali?,Niger River,What is the primary language spoken in the country where the Niger River flows through its capital city?,French,What is the currency used in the country where French is the primary language and the Niger River flows through its capital city?,West African CFA franc,Which economic community is the country that uses the West African CFA franc and has French as its primary language a member of?,Economic Community of West African States (ECOWAS)
places_city,wh,Asheville,twinned administrative body,Saumur,Which city's twinned administrative body is Asheville?,Saumur,Knoxville,0.0,What city is twinned with Asheville?,Is Saumur the city twinned with Asheville?,Is Knoxville the city twinned with Asheville?,"{'question': 'Which city is twinned with Asheville?', 'options': {'A': 'Saumur', 'B': 'Knoxville', 'C': 'Paris', 'D': 'Lyon'}, 'ground_truth': 'A'}",Which city's twinned administrative body is Saumur?,In which state is Asheville located?,What is the capital city of the country where Asheville's twinned administrative body is located?,San Cristóbal de las Casas,What is the primary language spoken in the capital city of the country where Asheville's twinned administrative body is located?,Spanish,What is the population of the country where the primary language spoken in the capital city of Asheville's twinned administrative body is Spanish?,Approximately 126 million,What is the currency used in the country with a population of approximately 126 million where the primary language is Spanish?,Mexican Peso,What is the symbol for the currency used in the country where the capital city is San Cristóbal de las Casas?,MXN
places_city,wh,Vietnam,diplomatic relation,Singapore,Which city's diplomatic relation is Vietnam?,Singapore,Hanoi,0.0,With which country does Vietnam have a diplomatic relation?,Does Vietnam have a diplomatic relation with Singapore?,Does Vietnam have a diplomatic relation with Hanoi?,"{'question': 'Which country has a diplomatic relation with Vietnam?', 'options': {'A': 'Singapore', 'B': 'Hanoi', 'C': 'Thailand', 'D': 'Malaysia'}, 'ground_truth': 'A'}",Which country has a diplomatic relation with Singapore?,What is the capital city of Vietnam?,Which country has a diplomatic relation with Vietnam?,United States,Who is the current president of the country that has a diplomatic relation with Vietnam?,Joe Biden,What is the capital city of the country whose current president is Joe Biden?,"Washington, D.C.",Which river flows through the capital city of the country whose current president is Joe Biden?,Potomac River,In which ocean does the river that flows through the capital city of the country whose current president is Joe Biden ultimately empty?,Atlantic Ocean
places_city,wh,Vietnam,country,Haiphong,Which city's country is Vietnam?,Haiphong,Hanoi,0.0,What city is located in the country of Vietnam?,Is Haiphong a city in Vietnam?,Is Hanoi a city in Vietnam?,"{'question': 'Which city is in the country of Vietnam?', 'options': {'A': 'Haiphong', 'B': 'Hanoi', 'C': 'Bangkok', 'D': 'Phnom Penh'}, 'ground_truth': 'A'}",Which country is Haiphong located in?,What is the capital city of Vietnam?,What is the capital of the country Vietnam?,Hanoi,Which river flows through the capital of the country Vietnam?,Red River,What is the name of the delta formed by the river that flows through the capital of the country Vietnam?,Red River Delta,Which sea does the delta formed by the river that flows through the capital of the country Vietnam empty into?,South China Sea,Which ocean is the sea located in that the delta formed by the river flowing through the capital of the country Vietnam empties into?,Pacific Ocean
places_city,wh,Zhangjiakou,twinned administrative body,Chambéry,Which city's twinned administrative body is Zhangjiakou?,Chambéry,Chengde,0.0,What city is twinned with Zhangjiakou?,Is Chambéry the twinned administrative body of Zhangjiakou?,Is Chengde the twinned administrative body of Zhangjiakou?,"{'question': 'Which city is twinned with Zhangjiakou?', 'options': {'A': 'Chambéry', 'B': 'Chengde', 'C': 'Lyon', 'D': 'Grenoble'}, 'ground_truth': 'A'}",Which city's twinned administrative body is Chambéry?,In which country is Zhangjiakou located?,What is the capital city of the country that has a twinned administrative body with Zhangjiakou?,Helsinki,What is the primary language spoken in the capital city of the country that has a twinned administrative body with Zhangjiakou?,Finnish,What is the population of the country where the primary language is Finnish and has a twinned administrative body with Zhangjiakou?,Approximately 5.5 million,What is the currency used in the country with a population of approximately 5.5 million and has a twinned administrative body with Zhangjiakou?,Euro,What is the name of the central bank that issues the currency used in the country with a population of approximately 5.5 million and has a twinned administrative body with Zhangjiakou?,Bank of Finland
places_city,wh,Yeosu,twinned administrative body,Port of Spain,Which city's twinned administrative body is Yeosu?,Port of Spain,Busan,0.0,What city is twinned with Yeosu?,Is Port of Spain the twinned administrative body of Yeosu?,Is Busan the twinned administrative body of Yeosu?,"{'question': 'Which city is twinned with Yeosu?', 'options': {'A': 'Port of Spain', 'B': 'Busan', 'C': 'Tokyo', 'D': 'Sydney'}, 'ground_truth': 'A'}",Which city is twinned with Port of Spain?,In which country is Yeosu located?,What is the capital city of the country where a twinned administrative body of Yeosu is located?,Beijing,Which major river flows through the capital city of the country where a twinned administrative body of Yeosu is located?,Yangtze River,What is the length of the major river that flows through the capital city of the country where a twinned administrative body of Yeosu is located?,"6,300 kilometers",Which sea does the major river that flows through the capital city of the country where a twinned administrative body of Yeosu is located empty into?,East China Sea,Which ocean is connected to the sea into which the major river that flows through the capital city of the country where a twinned administrative body of Yeosu is located empties?,Pacific Ocean
places_city,wh,Netherlands,diplomatic relation,Singapore,Which city's diplomatic relation is Netherlands?,Singapore,The Hague,0.0,With which city does the Netherlands have a diplomatic relation?,Does the Netherlands have a diplomatic relation with Singapore?,Does the Netherlands have a diplomatic relation with The Hague?,"{'question': 'Which city has a diplomatic relation with the Netherlands?', 'options': {'A': 'Singapore', 'B': 'The Hague', 'C': 'Tokyo', 'D': 'Berlin'}, 'ground_truth': 'A'}",Which country has a diplomatic relation with Singapore?,What is the capital city of the Netherlands?,Which country has a diplomatic relation with the Netherlands?,Germany,Who is the current leader of the country that has a diplomatic relation with the Netherlands?,Olaf Scholz,What is the capital city of the country whose current leader is Olaf Scholz?,Berlin,Which river flows through the capital city of the country whose current leader is Olaf Scholz?,Spree,In which sea does the river that flows through Berlin eventually empty?,North Sea
places_city,wh,Rur,located in or next to body of water,Roermond,Which city's located in or next to body of water is Rur?,Roermond,Rur is located in the Rhine River,0.0,Which city is situated near the body of water known as Rur?,Is the city located in or next to the body of water Rur Roermond?,Is the city located in or next to the body of water Rur the Rhine River?,"{'question': 'Which city is located in or next to the body of water Rur?', 'options': {'A': 'Roermond', 'B': 'Rhine River', 'C': 'Maastricht', 'D': 'Venlo'}, 'ground_truth': 'A'}",Which body of water is Roermond located in or next to?,What is a well-known historical landmark in Roermond?,What is the largest city located next to the body of water that Rur is located in or next to?,Cologne,Which famous cathedral is located in the largest city next to the body of water that Rur is located in or next to?,Cologne Cathedral,Which river flows through the city that has the famous cathedral located next to the body of water that Rur is located in or next to?,Rhine River,What is the name of the country where the river flows through the city that has the famous cathedral located next to the body of water that Rur is located in or next to?,Germany,What is the official language of the country where the river flows through the city that has the famous cathedral located next to the body of water that Rur is located in or next to?,German
places_city,wh,Reykjavík,located in the administrative territorial entity,Capital Region,What is the located in the administrative territorial entity of Reykjavík?,Capital Region,Reykjavíkurborg,0.0,Which administrative territorial entity is Reykjavík located in?,Is Reykjavík located in the Capital Region?,Is Reykjavík located in Reykjavíkurborg?,"{'question': 'In which administrative territorial entity is Reykjavík located?', 'options': {'A': 'Reykjavíkurborg', 'B': 'Capital Region', 'C': 'Southern Peninsula', 'D': 'Westfjords'}, 'ground_truth': 'B'}",Which city is located in the Capital Region?,What is the capital city of Iceland?,Who is the mayor of the city that is located in the administrative territorial entity Reykjavík?,Dagur B. Eggertsson,Which university did the mayor of the city located in the administrative territorial entity Reykjavík attend?,University of Iceland,In which year was the university attended by the mayor of the city located in the administrative territorial entity Reykjavík founded?,1911,Who was the president of Iceland when the university attended by the mayor of the city located in the administrative territorial entity Reykjavík was founded?,Kristján Jónsson,What is the capital city of the country where the president resided when the university attended by the mayor of the city located in the administrative territorial entity Reykjavík was founded?,Reykjavík
places_city,wh,San Francisco Bay Area,located in statistical territorial entity,San Francisco,Which city's located in statistical territorial entity is San Francisco Bay Area?,San Francisco,California,0.0,Which city is part of the statistical territorial entity known as the San Francisco Bay Area?,Is San Francisco the city located in the statistical territorial entity of the San Francisco Bay Area?,Is California the city located in the statistical territorial entity of the San Francisco Bay Area?,"{'question': 'Which city is located in the statistical territorial entity of the San Francisco Bay Area?', 'options': {'A': 'San Francisco', 'B': 'California', 'C': 'Los Angeles', 'D': 'San Diego'}, 'ground_truth': 'A'}",Which statistical territorial entity is San Francisco located in?,What famous bridge is located in the San Francisco Bay Area?,What is the capital city of the state where the San Francisco Bay Area is located?,Sacramento,Which river runs through the capital city of the state where the San Francisco Bay Area is located?,Sacramento River,What is the name of the dam that controls the flow of the river running through the capital city of the state where the San Francisco Bay Area is located?,Shasta Dam,Which lake is formed by the dam that controls the flow of the river running through the capital city of the state where the San Francisco Bay Area is located?,Shasta Lake,In which national forest is the lake formed by the dam that controls the flow of the river running through the capital city of the state where the San Francisco Bay Area is located?,Shasta-Trinity National Forest
places_city,wh,Şanlıurfa,twinned administrative body,Bremerhaven,What is the twinned administrative body of Şanlıurfa?,Bremerhaven,Gaziantep,0.0,Which city is twinned with Şanlıurfa?,Is Bremerhaven the twinned administrative body of Şanlıurfa?,Is Gaziantep the twinned administrative body of Şanlıurfa?,"{'question': 'What is the twinned administrative body of Şanlıurfa?', 'options': {'A': 'Bremerhaven', 'B': 'Gaziantep', 'C': 'Berlin', 'D': 'Hamburg'}, 'ground_truth': 'A'}",Which city is Bremerhaven twinned with?,What is a famous historical site located in Şanlıurfa?,What is the capital city of the country that has a twinned administrative body with Şanlıurfa?,Rome,Which famous historical landmark is located in the capital city of the country that has a twinned administrative body with Şanlıurfa?,Colosseum,Who was the emperor during the construction of the famous historical landmark located in the capital city of the country that has a twinned administrative body with Şanlıurfa?,Vespasian,Which dynasty did the emperor belong to who was in power during the construction of the famous historical landmark in the capital city of the country that has a twinned administrative body with Şanlıurfa?,Flavian dynasty,What was the primary language spoken during the reign of the dynasty to which the emperor belonged who was in power during the construction of the famous historical landmark in the capital city of the country that has a twinned administrative body with Şanlıurfa?,Latin
places_city,wh,Kinshasa,founded by,Henry Morton Stanley,Who was Kinshasa founded by?,Henry Morton Stanley,King Ntilé,0.0,Who established Kinshasa?,Was Kinshasa founded by Henry Morton Stanley?,Was Kinshasa founded by King Ntilé?,"{'question': 'Who was Kinshasa founded by?', 'options': {'A': 'Henry Morton Stanley', 'B': 'King Ntilé', 'C': 'David Livingstone', 'D': 'Leopold II'}, 'ground_truth': 'A'}",Which city was founded by Henry Morton Stanley?,What is the capital city of the Democratic Republic of the Congo?,Who founded the city of Kinshasa?,Henry Morton Stanley,What nationality was the person who founded the city of Kinshasa?,British-American,"Which explorer, who was British-American, founded the city of Kinshasa?",Henry Morton Stanley,Which river did the British-American explorer who founded Kinshasa explore?,Congo River,Which ocean does the river explored by the British-American who founded Kinshasa flow into?,Atlantic Ocean
places_city,wh,Lewes,twinned administrative body,Blois,Which city's twinned administrative body is Lewes?,Blois,Lewes is twinned with  L'Aigle,0.0,Lewes is twinned with which city?,Is Lewes twinned with Blois?,Is Lewes twinned with L'Aigle?,"{'question': 'Which city is twinned with Lewes?', 'options': {'A': 'Blois', 'B': ""L'Aigle"", 'C': 'Paris', 'D': 'Lyon'}, 'ground_truth': 'A'}",Which city is twinned with Blois?,In which country is Lewes located?,What is the name of a city that is twinned with Lewes?,Waldshut-Tiengen,In which country is the city located that is twinned with Lewes?,Germany,What is the official language of the country where the city twinned with Lewes is located?,German,What is the capital city of the country where the city twinned with Lewes is located?,Berlin,What is the population of the capital city of the country where the city twinned with Lewes is located?,Approximately 3.6 million
places_city,wh,Damietta,twinned administrative body,Yangzhou,What is the twinned administrative body of Damietta?,Yangzhou,Damietta Governorate,0.0,Which city is twinned with Damietta?,Is Yangzhou the twinned administrative body of Damietta?,Is Damietta Governorate the twinned administrative body of Damietta?,"{'question': 'What is the twinned administrative body of Damietta?', 'options': {'A': 'Yangzhou', 'B': 'Damietta Governorate', 'C': 'Cairo', 'D': 'Alexandria'}, 'ground_truth': 'A'}",Which city is twinned with Yangzhou?,Which river is Damietta located near?,What is the capital city of the country where the twinned administrative body of Damietta is located?,Paris,Which river flows through the capital city of the country where the twinned administrative body of Damietta is located?,Seine,What is the length of the river that flows through the capital city of the country where the twinned administrative body of Damietta is located?,777 kilometers,Which sea does the river that flows through the capital city of the country where the twinned administrative body of Damietta is located ultimately flow into?,English Channel,Which country borders the sea into which the river that flows through the capital city of the country where the twinned administrative body of Damietta is located ultimately flows?,United Kingdom
places_city,wh,Šumperk,twinned administrative body,Vaasa,Which city's twinned administrative body is Šumperk?,Vaasa,Písek,0.0,Šumperk is twinned with which city?,Is Vaasa the twinned administrative body of Šumperk?,Is Písek the twinned administrative body of Šumperk?,"{'question': 'Which of the following cities is twinned with Šumperk?', 'options': {'A': 'Vaasa', 'B': 'Písek', 'C': 'Brno', 'D': 'Ostrava'}, 'ground_truth': 'A'}",Which city is twinned with Vaasa?,In which country is Šumperk located?,What is the population of the city that is twinned with Šumperk?,"Approximately 50,000",What is the primary language spoken in the city that is twinned with Šumperk?,German,What is the name of the mayor of the city where the primary language is German and is twinned with Šumperk?,Klaus Mohrs,What is the name of the political party of the mayor of the city where the primary language is German and is twinned with Šumperk?,Social Democratic Party of Germany,In which year did the mayor of the city where the primary language is German and is twinned with Šumperk take office?,2014
places_city,wh,Norwegian,official language,Bergen,Which city's official language is Norwegian?,Bergen,Oslo,0.0,In which city is Norwegian the official language?,Is Bergen the city where Norwegian is the official language?,Is Oslo the city where Norwegian is the official language?,"{'question': ""Which city's official language is Norwegian?"", 'options': {'A': 'Bergen', 'B': 'Oslo', 'C': 'Trondheim', 'D': 'Stavanger'}, 'ground_truth': 'A'}",What is the official language of Bergen?,What is a famous landmark in Bergen?,What is the capital city of the country where Norwegian is an official language?,Oslo,Which famous museum is located in the capital city of the country where Norwegian is an official language?,The Viking Ship Museum,Which famous ship is displayed in the museum located in the capital city of the country where Norwegian is an official language?,Oseberg Ship,Who discovered the famous ship displayed in the museum located in the capital city of the country where Norwegian is an official language?,Haakon Shetelig,Which university was the discoverer of the famous ship displayed in the museum located in the capital city of the country where Norwegian is an official language affiliated with?,University of Oslo
places_city,wh,Gijón,twinned administrative body,Puerto Vallarta,Which city's twinned administrative body is Gijón?,Puerto Vallarta,Vigo,0.0,What city is twinned with Gijón?,Is Puerto Vallarta the city twinned with Gijón?,Is Vigo the city twinned with Gijón?,"{'question': 'Which city is twinned with Gijón?', 'options': {'A': 'Puerto Vallarta', 'B': 'Vigo', 'C': 'Barcelona', 'D': 'Seville'}, 'ground_truth': 'A'}",Which city is twinned with Puerto Vallarta?,In which country is Gijón located?,What is the capital city of the country where a twinned administrative body of Gijón is located?,Paris,What is the population of the capital city of the country where a twinned administrative body of Gijón is located?,2.1 million,What is the main river that flows through the capital city of the country where a twinned administrative body of Gijón is located?,Seine,What is the length of the main river that flows through the capital city of the country where a twinned administrative body of Gijón is located?,777 kilometers,Into which body of water does the main river that flows through the capital city of the country where a twinned administrative body of Gijón is located empty?,English Channel
places_city,wh,Lærdal,twinned administrative body,Jericho,Which city's twinned administrative body is Lærdal?,Jericho,Lærdal is twinned with  Lübeck,0.0,What city is twinned with Lærdal?,Is Jericho the city that is twinned with Lærdal?,Is Lærdal twinned with Lübeck?,"{'question': 'Which city is twinned with Lærdal?', 'options': {'A': 'Jericho', 'B': 'Lübeck', 'C': 'Oslo', 'D': 'Bergen'}, 'ground_truth': 'A'}",Which city's twinned administrative body is Jericho?,In which country is Lærdal located?,What is the population of the twinned administrative body of Lærdal?,"Approximately 5,000",What is the primary language spoken in the twinned administrative body of Lærdal?,Norwegian,What is the capital city of the country where the twinned administrative body of Lærdal is located?,Oslo,What is the name of the river that flows through the capital city of the country where the twinned administrative body of Lærdal is located?,Akerselva,What is the length of the river that flows through the capital city of the country where the twinned administrative body of Lærdal is located?,8.2 kilometers
places_city,wh,British Empire,located in the administrative territorial entity,Hong Kong,Which city's located in the administrative territorial entity is British Empire?,Hong Kong,None,0.0,Which city was under the administrative control of the British Empire?,Is Hong Kong located in the administrative territorial entity of the British Empire?,Is None located in the administrative territorial entity of the British Empire?,"{'question': 'Which city was located in the administrative territorial entity of the British Empire?', 'options': {'A': 'Hong Kong', 'B': 'None', 'C': 'Tokyo', 'D': 'New York'}, 'ground_truth': 'A'}",Which empire had Hong Kong as an administrative territorial entity?,"What is the capital city of the United Kingdom, which was the center of the British Empire?",Which continent was the British Empire primarily located in?,Europe,What is the largest country in the continent where the British Empire was primarily located?,Russia,What is the capital city of the largest country in the continent where the British Empire was primarily located?,Moscow,Which river flows through the capital city of the largest country in the continent where the British Empire was primarily located?,Moskva River,Into which body of water does the river that flows through the capital city of the largest country in the continent where the British Empire was primarily located eventually drain?,Oka River
places_city,wh,Idea leuconoe,official symbol,Naha,Which city's official symbol is Idea leuconoe?,Naha,Kanazawa,0.0,What city has Idea leuconoe as its official symbol?,Is Naha the city whose official symbol is Idea leuconoe?,Is Kanazawa the city whose official symbol is Idea leuconoe?,"{'question': ""Which city's official symbol is Idea leuconoe?"", 'options': {'A': 'Naha', 'B': 'Kanazawa', 'C': 'Osaka', 'D': 'Kyoto'}, 'ground_truth': 'A'}",What is the official symbol of Naha?,What is a famous tourist attraction in Naha?,What country has Idea leuconoe as an official symbol?,Philippines,What is the capital city of the country that has Idea leuconoe as an official symbol?,Manila,What is the main language spoken in the capital city of the country that has Idea leuconoe as an official symbol?,Filipino,What is the population of the capital city where the main language spoken is Filipino?,Approximately 1.78 million,What is the name of the river that flows through the capital city with a population of approximately 1.78 million?,Pasig River
